,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
1797.9959032,0.9563143537142708,0.9506643704347316,0.941414951233462,0.9567113986698041,0.9743401400895223,0.9555609754461606,0.7875718407264418,0.9285749975269644,0.32239214387365905,0.9801623715860677,0.944824217094802,0.9364449135103287,0.8434107737122762,0.9366925534742903,0.9854632252304748,0.9889076059991163,0.9461513174662799,0.981049918809094,0.9297406270042547,0.9324905487427996,0.9615040042768237,0.9143868515434443,0.9402824744350529,0.9148083212395091,0.9206014672750427,0.9370422011873382,0.9870125950262514,0.7782155446711488,0.9481365654325523
1806.7210252,0.9498277116712746,0.9669588372605448,0.9643638777943836,0.9244627734683186,0.9552571941819404,0.9356568928608515,0.7893074893214367,0.9206161256923411,0.3247034378791717,0.9832251595194288,0.9637896529420457,0.9429801923713778,0.8768296346038846,0.9847963989952607,0.9837895770878712,1.0,0.9445984221387171,1.0,0.9839957797594379,0.9855924416407117,0.9009281647703985,0.9445654603727226,0.9767277592662892,0.9976930226227899,0.9516347606882881,0.921782573147966,0.9616476843720954,0.7846435530641643,0.9462950347481552
1815.45600983,0.9386079866538084,0.9299464338981759,0.9196770662125964,0.9275494284122064,0.9443477017247557,0.923395092993645,0.8403869462083924,0.9234718526895974,0.3203646614506291,0.9403754946410173,0.925907026178272,0.9399843547911189,0.8464699562191065,0.9896378617280925,0.9440276285126165,0.9859450812854709,0.9595838166906155,0.9568932986503607,0.962224770983653,0.997908805725261,0.9121667657447394,0.8788868602706126,0.9906937161544109,0.9767199365379603,0.8867926407542355,0.8980834716879923,0.9638419290333984,0.7941629854937174,1.0
1824.20079533,0.9269087540099804,0.954479041027108,0.9102373444647143,0.9124096018743904,0.952303993663797,0.9363329477007991,0.8127698029820284,0.8998234365558879,0.31497584207307505,0.9750675527573006,0.9666878816205787,0.9751139991654884,0.8489230044780184,0.9539118475045061,0.9567981644188857,0.9975785241021228,0.9659611758563407,0.9752804692948479,0.934678403292993,0.9606160916512066,0.8972324931273881,0.9439746584768263,0.9864798406585424,0.97571504108827,0.9269582227969628,0.9619133576472461,0.9587989530266214,0.7737219739925496,0.9775677795282257
1832.95532041,0.9371332428654252,0.9700290316193821,0.9339143801853356,0.9322060597599025,0.9680835854536028,0.9072356807650918,0.8668371652530507,0.8728926772661351,0.2944048966762166,0.9992563413315299,0.9432915706549251,0.9561961858737354,0.8516181040115216,0.9774803480771533,0.9534526903623973,0.9332553272920666,0.9263392219014319,0.9480164560258759,0.9905576627812973,0.964337023581348,0.9157909887682678,0.952265501600694,0.980908231567138,1.0,0.9397331256121598,0.9625015699365328,0.89831382453061,0.7992807500167376,0.956258066796208
1841.71952428,0.9492181109336837,0.9791857402622032,0.8958359528621826,0.9445762076324004,0.9358995159146349,0.897079997996193,0.8441346503542605,0.9029337809014478,0.30979227219337424,0.9528051001513971,0.9497711601126293,0.9537698210986324,0.8279293219241202,0.8713185843616933,0.9620028346599384,0.964061769996173,0.9749500047012131,0.9707846967518654,0.9424493193764609,0.9872373938205375,0.9405028132554745,0.9127124751228212,0.9947077375358838,0.9655137837573585,0.9292297626754211,0.9760011801005248,0.8746936326085876,0.8174901783083642,0.9222649820319733
1850.49334662,0.9311776780087896,0.9607135385978063,0.8723347237167933,0.9718326684145109,0.9550471392236981,0.9460761681154807,0.832956922176052,0.9034679334507343,0.31704318993960523,0.9553847422218487,0.9430850869156635,0.9354234836059679,0.8437894205923626,0.9804212615126204,0.9600443653727326,0.9679111201327245,0.9954991963394162,0.9851703899290261,0.9831039557323101,0.9511322859377004,0.9234146757406232,0.9093999743002888,0.9598883408467656,1.0,0.9362389415240404,0.9627353065378939,0.828252591543044,0.8375176795177841,0.9652392146518096
1859.27672761,0.9982399773202941,0.9769225248800779,0.9408814565722108,0.922825215170334,0.9429393073561569,0.9334493938828531,0.8104739870594025,0.8704035081718968,0.30318442724110584,0.9305733182594411,0.9982127803006001,0.9279489708307863,0.8373555456255735,0.9833166499902948,0.9530266050466253,0.9612305903397759,0.9471303341297536,0.9506849524705061,0.9412325368992885,0.9549225212759828,0.9531517228789316,0.8651177657244602,0.9661624795903884,0.9895485554280664,0.9338745796893786,0.9282817927024878,0.8675329625095041,0.7793248829815529,0.9126637294917646
1868.06353858,0.9148817249392256,0.9306552103272362,0.937060681192921,0.9786525205888972,0.8623070651501373,0.9083648384847234,0.7344700818073421,0.8419826316844672,0.3243871509963672,0.9243935568838656,0.9382086142119564,0.9420919720995423,0.8379749192478062,0.925210814652157,0.952202628622468,0.9633875998783287,0.990413671820697,0.9512566130527544,0.9790227816884006,0.9240644464410869,0.8789550876125318,0.8050488952889788,0.987230169055324,0.9890314690723929,0.8961417267368506,0.9208596657486994,0.907433744550886,0.791748753669107,0.8854986038056021
1876.84916726,0.9160802971778388,0.949575317394365,0.940077533984965,0.9320961091221204,0.812452132793989,0.9063944732432236,0.6774995883895736,0.8822268407688604,0.31731820123821103,0.9486162506673652,0.9615796045710845,0.9362418699074004,0.849996112651114,0.9572393636375338,0.9435015585995383,0.9427905684912761,0.9554296046494061,0.9784996092671203,0.9958202194173952,0.902457807867419,0.9065699679654914,0.7992506548345847,0.9714009703929933,0.9868759275767091,0.8337307027551836,0.8472307575741946,0.9369450619392745,0.7167122609288462,0.9308602661900743
1885.63362519,0.8776622681444883,0.9420305655250664,0.9171214984191746,0.9428129118156301,0.7257410171342121,0.9386922585248161,0.641045295116774,0.8691587573728832,0.324284906272663,0.9653983266066023,1.0,0.9081827289788856,0.8040833148313968,0.9397220756722791,0.946382453383059,0.9655433171465155,1.0,0.9051478158306184,0.8976515129914152,0.8248965562765768,0.8787306958917256,0.6781163149636437,0.9407674591410741,0.9661208000271406,0.765467607695211,0.791331689411111,0.9323830001037011,0.6892385767967771,0.8814773095287264
1894.41692373,0.9414963737575446,0.9743163047613068,0.9607250758651983,0.9335170035014217,0.6516470631939659,1.0,0.5605693047814411,0.8551670688464228,0.3278028899319279,0.9344800546126921,0.9463937197100355,0.932921355661649,0.8567522155954703,0.9450602121597768,0.8895601110064336,0.9075170907983855,0.9782403797464299,0.8323710024004173,0.9198819435832485,0.7579274830221038,0.8381667794554515,0.6478342977527157,0.9605995922963674,0.9511925201469664,0.7445488978395035,0.7362199049987223,0.9299892947049734,0.6459364311184733,0.8575669588852828
1903.19907409,0.8838307531263943,0.9073084885968504,0.9053651978356783,0.9397567336419248,0.6015352134299976,0.9367396112198363,0.4721409865591178,0.8678193687758374,0.29699877043456757,0.9668544915857218,0.9802944103513319,0.9358089272568477,0.8336356039988909,0.93533311630693,0.9340296421288911,0.9200259240905735,0.9092700642417451,0.8186625922568836,0.9366342428611893,0.7137396109508594,0.7950819246513721,0.5484161210024239,0.8811137121915492,0.9432296212398702,0.6229965895234146,0.7075223433897747,0.9590386324001944,0.6122296539252302,0.7979297474540396
1911.98008732,0.920030605811621,0.8842370735632021,0.8895535544288918,0.9681786166584972,0.5974810526740877,0.9407152217414912,0.4186162233360405,0.883357379502803,0.3255216913408053,0.9587251792036182,0.9341753586635659,0.8622052600318661,0.856124178685399,0.909448499724512,0.9565781768752027,0.9099379414801756,0.9496388662159815,0.7854844610314292,0.9083994850428795,0.6709740850434608,0.7988699972473868,0.5402211962653475,0.8956024166009969,0.9312381808787868,0.5890589989417294,0.6765441414242683,0.9421642087315031,0.5684630309752471,0.7602505970643464
1920.75997429,0.9255833900171991,0.8824372052452183,0.8245986435581889,0.9563874487952632,0.6034209683157963,0.9883819649729064,0.4419462219921257,0.8123619858230826,0.322535308902074,0.922338020472469,0.9499227607610081,0.9113672662814861,0.8489818206677773,0.9912242651727456,0.9380278466037298,0.9118264368131118,0.976544232912359,0.7790013595408938,0.9017304843113411,0.7061614464630749,0.7756142822256341,0.5561364630802226,0.905930048836469,0.8815989040908287,0.5313788372385423,0.6213127354652613,0.9118739225745508,0.5391050276580988,0.6895273304520534
1929.54914243,0.9127515914773007,0.8478013916820829,0.8955956146734151,0.8936171967772136,0.6064255876818642,0.9418571362908132,0.48992553745356937,0.904871185895249,0.33492017723558465,0.9476277079325685,0.9115916098146782,0.8973530669912412,0.8669115348682905,0.9312623749843838,0.8862018822329708,0.8871515651078405,0.948965119420651,0.7908880373741997,0.9151334194077869,0.7844719898462779,0.8249069188056064,0.5902403225539494,0.9420618585242582,0.8613819303131219,0.5189363677747151,0.5352014570337892,0.920045790908973,0.509863953763488,0.6566387049325593
1938.35679058,0.9784867520881574,0.8678310697987107,0.9176618908040712,0.90750716540677,0.5962385525777547,0.8941100050372691,0.5321920231845426,0.8185697441314108,0.3373519483884891,0.9211835532537241,0.8937974097055066,0.9079913055044211,0.8355157790843327,0.93997714806264,0.9411767084667814,0.9545660531302319,0.945924607533176,0.7883373682897732,0.8697583694999269,0.8117645703465768,0.8439396951805065,0.5977763517670498,0.9275439717108679,0.889680824091366,0.5710685007147073,0.5092053646365372,0.9278142193150521,0.48251515535463213,0.6808951655528508
1947.18286652,0.9591890974915593,0.8467077590046032,0.894448966650994,0.933173429272997,0.641544987032792,0.8786847623429151,0.6218509584878831,0.8651532931191181,0.32539730835113123,0.9243895741974641,0.8922109489624014,0.9305877038316733,0.8088174754009746,0.902034827044358,0.9858586730240211,0.9126641517480244,0.9864748281646933,0.7924224944160192,0.8514257550690546,0.8057187758574551,0.8556618879459629,0.621730213085643,0.8938424828718131,0.8425878865768843,0.5991606643046002,0.4957965750983034,0.8838256500647435,0.46565013568736957,0.6530203561360837
1956.02731804,0.9713986018043727,0.7966673170134975,0.9306513149252122,0.8849063610231704,0.6457610019784975,0.9737684150042207,0.6092774493903116,0.7993403681372016,0.32429463633097627,0.954432981587203,0.9193291348220641,0.8660652713912174,0.8670500659751119,0.8948635231989489,0.9099297556985715,0.8738878964228785,0.9209453501986078,0.836500772756169,0.8656692793972319,0.7773965961122067,0.8630574816255402,0.6758267666529877,0.9574408572960843,0.8829245550925946,0.6347489505062065,0.5162042634133832,0.8234904761868606,0.46604286313157944,0.6657579503410657
1964.89009294,0.8935382005520422,0.8483435664083172,0.9724045652333306,0.9363309521587244,0.6509563655166285,0.9677573276612034,0.7146480589889705,0.7953372256671513,0.3288369775333856,1.0,0.9280991504927276,0.8418529529290886,0.8724467936835099,0.9421986221028762,0.9468298119324312,0.9547989252938212,0.9461351179248367,0.7881134507698588,0.9334157844713501,0.8544051432790714,0.8601691065442354,0.6293286183472429,0.9844751813822448,0.9086862570448706,0.6707426172308089,0.539261800384072,0.9431048491208655,0.4173412221076448,0.6863848540557916
1973.77113898,0.960462644815839,0.8388738488659665,0.888850446164441,0.9211259425052092,0.7060631911903066,0.9835850957949068,0.7536175928688517,0.7930290197852463,0.3499295857639453,0.869332383586402,0.8797217454136744,0.9332708916648412,0.8251688173010453,0.9416996459297794,1.0,0.9299314788117388,0.955727844027849,0.8146845972033204,0.8629606753745145,0.8310725107065731,0.8898600433920283,0.6702458173076373,0.9739972995809699,0.895974946697761,0.7159935863821665,0.5421844706812441,0.8841755631182201,0.4316925966811989,0.7160563556876676
