Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
2228.0,0.300996994972229,0.4263406038284302,0.4372924089431763,0.7583286,0.8088536620140075,0.3382271945476532,0.48807650804519653,0.59018874168396,0.5810785412788391,0.6753872156143188,0.2941464066505432,0.7241036891937256,0.46260400414466857,0.6766451835632324,0.5948193907737732,0.43599576950073243,0.59265,0.4875133991241455,0.5403995990753174,0.4837529003620148,0.6933773996,0.49173406362533567,0.8622469902038574,0.6745858192443848,0.9039084196090699,0.6257541894912719,0.28515559434890747,0.5456558346748352,0.691040289402008
2229.0,0.3009939968585968,0.4274248003959656,0.43717420697212217,0.7585598,0.8087041854858399,0.33828959465026853,0.4937328100204468,0.5901397466659546,0.58372882604599,0.6743346214294433,0.29456820487976076,0.7240092158317566,0.46120100617408755,0.6805235862731933,0.5956661820411682,0.43710086345672605,0.5903999999999999,0.4864852011203766,0.541376793384552,0.482993882894516,0.6928562048,0.4886588931083679,0.8619909882545471,0.6730294227600098,0.9036154985427857,0.6228515863418579,0.2852807939052582,0.5397498846054077,0.6907236933708191
2230.0,0.3009909987449646,0.428508996963501,0.4370560050010681,0.758791,0.8085547089576721,0.3383519947528839,0.499389111995697,0.5900907516479492,0.5863791108131409,0.6732820272445679,0.29499000310897827,0.7239147424697876,0.45979800820350647,0.6844019889831543,0.5965129733085632,0.4382059574127197,0.58815,0.48545700311660767,0.5423539876937866,0.4822348654270172,0.69233501,0.48558372259140015,0.8617349863052368,0.6714730262756348,0.9033225774765015,0.6199489831924438,0.2854059934616089,0.5338439345359802,0.6904070973396301
2231.0,0.30086600184440615,0.42930240035057066,0.43699140548706056,0.7585883999999999,0.8084052443504334,0.3383061945438385,0.502508544921875,0.5900417566299438,0.5884066343307495,0.6725690245628357,0.2954382002353668,0.7237693309783936,0.4577108085155487,0.6858629941940307,0.5980693817138671,0.43931100368499754,0.585098,0.4836448013782501,0.5430729866027832,0.48183136582374575,0.691544414,0.4825086951255798,0.8612939834594726,0.670058262348175,0.9030296802520752,0.6177011847496032,0.28546059131622314,0.5279382705688477,0.6900905132293701
2232.0,0.30074100494384765,0.4300958037376404,0.436926805973053,0.7583858,0.8082557797431946,0.3382603943347931,0.505627977848053,0.5899927616119385,0.5904341578483582,0.6718560218811035,0.29588639736175537,0.7236239194869996,0.45562360882759095,0.6873239994049072,0.5996257901191712,0.4404160499572754,0.582046,0.48183259963989256,0.5437919855117798,0.48142786622047423,0.690753818,0.47943366765975953,0.8608529806137085,0.6686434984207154,0.9027367830276489,0.6154533863067627,0.2855151891708374,0.5220326066017151,0.6897739291191101
2233.0,0.3006160080432892,0.43088920712471007,0.4368622064590454,0.7581832,0.8081063151359558,0.33821459412574767,0.5087474107742309,0.5899437665939331,0.5924616813659668,0.6711430191993714,0.2963345944881439,0.7234785079956054,0.45353640913963317,0.6887850046157837,0.6011821985244751,0.4415210962295532,0.578994,0.48002039790153506,0.5445109844207764,0.48102436661720277,0.6899632219999999,0.4763586401939392,0.8604119777679443,0.6672287344932556,0.9024438858032227,0.6132055878639221,0.28556978702545166,0.5161269426345825,0.6894573450088501
2234.0,0.3004910111427307,0.4316826105117798,0.43679760694503783,0.7579806,0.807956850528717,0.3381687939167023,0.5118668437004089,0.5898947715759277,0.5944892048835755,0.6704300165176391,0.29678279161453247,0.7233330965042114,0.45144920945167544,0.6902460098266602,0.6027386069297791,0.4426261425018311,0.575942,0.4782081961631775,0.5452299833297729,0.48062086701393125,0.689172626,0.4732836127281189,0.8599709749221802,0.6658139705657959,0.9021509885787964,0.6109577894210816,0.2856243848800659,0.5102212786674499,0.6891407608985901
2235.0,0.30036601424217224,0.4324760138988495,0.4367330074310303,0.757778,0.8078073859214783,0.33812299370765686,0.5149862766265869,0.5898457765579224,0.5965167284011841,0.669717013835907,0.297230988740921,0.7231876850128174,0.44936200976371765,0.6917070150375366,0.604295015335083,0.4437311887741089,0.57289,0.47639599442481995,0.5459489822387695,0.4802173674106598,0.68838203,0.4702085852622986,0.859529972076416,0.6643992066383362,0.9018580913543701,0.608709990978241,0.2856789827346802,0.5043156147003174,0.6888241767883301
2236.0,0.30027140974998473,0.4336302101612091,0.43664100766181946,0.757828,0.8073732376098632,0.3382431924343109,0.5164143323898316,0.589331328868866,0.5977650165557862,0.6692186117172241,0.297805392742157,0.7229633808135987,0.44689740538597106,0.6908052086830139,0.6054088115692139,0.44107651710510254,0.569886,0.47469099760055544,0.5472129821777344,0.4806191086769104,0.6881204251999999,0.4736806094646454,0.8589183807373046,0.6627124786376953,0.9023841619491577,0.6092127919197082,0.2856473863877441,0.4937268435955048,0.6883373260498047
2237.0,0.3001768052577972,0.43478440642356875,0.43654900789260864,0.7578779999999999,0.8069390892982483,0.338363391160965,0.5178423881530761,0.5888168811798096,0.5990133047103882,0.6687202095985413,0.29837979674339293,0.7227390766143799,0.44443280100822447,0.6899034023284912,0.6065226078033448,0.4384218454360962,0.566882,0.4729860007762909,0.5484769821166993,0.481020849943161,0.6878588204,0.4771526336669922,0.8583067893981934,0.6610257506370545,0.9029102325439453,0.6097155928611755,0.2856157900408081,0.4831380724906921,0.6878504753112793
2238.0,0.30008220076560976,0.4359386026859283,0.4364570081233978,0.757928,0.8065049409866333,0.338483589887619,0.5192704439163208,0.5883024334907532,0.6002615928649903,0.6682218074798584,0.2989542007446289,0.7225147724151612,0.4419681966304779,0.6890015959739685,0.6076364040374755,0.43576717376708984,0.563878,0.4712810039520264,0.549740982055664,0.4814225912094116,0.6875972156,0.480624657869339,0.857695198059082,0.6593390226364135,0.9034363031387329,0.6102183938026429,0.28558419369387206,0.4725493013858795,0.6873636245727539
2239.0,0.29998759627342225,0.43709279894828795,0.436365008354187,0.757978,0.8060707926750184,0.3386037886142731,0.5206984996795654,0.5877879858016968,0.6015098810195922,0.6677234053611756,0.29952860474586485,0.7222904682159423,0.43950359225273133,0.6880997896194458,0.6087502002716064,0.4331125020980835,0.560874,0.4695760071277618,0.5510049819946289,0.48182433247566225,0.6873356108,0.48409668207168577,0.8570836067199707,0.6576522946357727,0.9039623737335205,0.6107211947441101,0.28555259734693605,0.4619605302810669,0.6868767738342285
2240.0,0.29989299178123474,0.4382469952106476,0.4362730085849762,0.758028,0.8056366443634033,0.3387239873409271,0.5221265554428101,0.5872735381126404,0.6027581691741943,0.6672250032424927,0.30010300874710083,0.7220661640167236,0.43703898787498474,0.6871979832649231,0.6098639965057373,0.43045783042907715,0.55787,0.4678710103034973,0.5522689819335938,0.48222607374191284,0.687074006,0.4875687062740326,0.8564720153808594,0.6559655666351318,0.9044884443283081,0.6112239956855774,0.285521001,0.4513717591762543,0.6863899230957031
2241.0,0.29986379146575926,0.43914519548416137,0.4362530052661896,0.7578250000000001,0.8052025198936462,0.3387489914894104,0.5232682824134827,0.5867591261863708,0.6036039471626282,0.6668536067008972,0.30054460763931273,0.7217665433883667,0.43537219166755675,0.6874399900436401,0.6103525996208191,0.4278032839298248,0.556288,0.46628840565681456,0.553329586982727,0.4824868679046631,0.6868858102000001,0.491040563583374,0.8560334086418152,0.6540422320365906,0.9050144791603089,0.6139699935913085,0.2854745808273895,0.44078348875045775,0.6859030842781066
2242.0,0.2998345911502838,0.44004339575767515,0.43623300194740294,0.757622,0.8047683954238891,0.3387739956378937,0.5244100093841553,0.5862447142601013,0.604449725151062,0.6664822101593018,0.30098620653152464,0.7214669227600098,0.43370539546012876,0.6876819968223572,0.6108412027359009,0.4251487374305725,0.554706,0.4647058010101318,0.5543901920318604,0.4827476620674133,0.6866976144,0.49451242089271547,0.855594801902771,0.6521188974380493,0.9055405139923096,0.6167159914970398,0.28542816065477905,0.43019521832466123,0.6854162454605103
2243.0,0.29980539083480834,0.440941596031189,0.43621299862861634,0.7574190000000001,0.8043342709541321,0.33879899978637695,0.5255517363548279,0.5857303023338318,0.6052955031394959,0.6661108136177063,0.3014278054237366,0.7211673021316528,0.43203859925270083,0.6879240036010742,0.6113298058509826,0.4224941909313202,0.553124,0.4631231963634491,0.5554507970809937,0.4830084562301636,0.6865094186,0.4979842782020569,0.8551561951637268,0.6501955628395081,0.9060665488243103,0.619461989402771,0.2853817404821686,0.41960694789886477,0.6849294066429138
2244.0,0.2997761905193329,0.44183979630470277,0.4361929953098297,0.757216,0.803900146484375,0.33882400393486023,0.5266934633255005,0.5852158904075623,0.6061412811279296,0.6657394170761108,0.3018694043159485,0.7208676815032959,0.43037180304527284,0.6881660103797913,0.6118184089660644,0.4198396444320679,0.551542,0.46154059171676637,0.556511402130127,0.4832692503929138,0.6863212228,0.5014561355113983,0.8547175884246826,0.6482722282409668,0.906592583656311,0.6222079873085022,0.2853353203095581,0.40901867747306825,0.6844425678253174
2245.0,0.2997469902038574,0.44273799657821655,0.4361729919910431,0.757013,0.8034660220146179,0.3388490080833435,0.5278351902961731,0.5847014784812927,0.6069870591163635,0.6653680205345154,0.3023110032081604,0.720568060874939,0.42870500683784485,0.6884080171585083,0.6123070120811462,0.41718509793281555,0.54996,0.4599579870700836,0.5575720071792603,0.48353004455566406,0.686133027,0.5049279928207397,0.8542789816856384,0.6463488936424255,0.9071186184883118,0.6249539852142334,0.28528890013694763,0.39843040704727173,0.683955729007721
2246.0,0.2995441913604736,0.4435815989971161,0.4361773908138275,0.7573034000000001,0.8036924362182617,0.3388098061084747,0.5286180019378662,0.5838437795639038,0.6070016026496887,0.663273012638092,0.3027098000049591,0.7201897859573364,0.42791480422019956,0.6891826152801513,0.6126594066619873,0.41363049745559693,0.549544,0.45932319164276125,0.5591072082519531,0.48381145000457765,0.6859670162,0.5014024972915649,0.8539235830307007,0.6443110346794129,0.9069374442100525,0.6279159903526306,0.2852071225643158,0.39195663928985597,0.6840387582778931
2247.0,0.29934139251708985,0.4444252014160156,0.4361817896366119,0.7575938,0.8039188504219055,0.33877060413360593,0.5294008135795594,0.5829860806465149,0.6070161461830139,0.6611780047416687,0.30310859680175783,0.7198115110397338,0.42712460160255433,0.6899572134017944,0.6130118012428284,0.4100758969783783,0.5491280000000001,0.45868839621543883,0.560642409324646,0.48409285545349123,0.6858010054,0.49787700176239014,0.853568184375763,0.6422731757164002,0.9067562699317933,0.6308779954910279,0.28512534499168396,0.3854828715324402,0.6841217875480652
2248.0,0.29913859367370604,0.4452688038349152,0.4361861884593964,0.7578842,0.8041452646255494,0.3387314021587372,0.5301836252212524,0.582128381729126,0.6070306897163391,0.6590829968452454,0.3035073935985565,0.7194332361221314,0.42633439898490905,0.6907318115234375,0.6133641958236694,0.40652129650115965,0.548712,0.45805360078811647,0.5621776103973388,0.48437426090240476,0.6856349946,0.49435150623321533,0.8532127857208252,0.6402353167533874,0.9065750956535339,0.633840000629425,0.2850435674190521,0.3790091037750244,0.6842048168182373
2249.0,0.2989357948303223,0.4461124062538147,0.4361905872821808,0.7581745999999999,0.8043716788291931,0.3386922001838684,0.5309664368629455,0.5812706828117371,0.6070452332496643,0.656987988948822,0.3039061903953552,0.7190549612045288,0.4255441963672638,0.6915064096450806,0.6137165904045105,0.40296669602394103,0.548296,0.45741880536079405,0.5637128114700317,0.48465566635131835,0.6854689838,0.4908260107040405,0.8528573870658874,0.6381974577903747,0.9063939213752746,0.6368020057678223,0.2849617898464203,0.37253533601760863,0.6842878460884094
2250.0,0.2987329959869385,0.44695600867271423,0.4361949861049652,0.758465,0.8045980930328369,0.33865299820899963,0.5317492485046387,0.5804129838943481,0.6070597767829895,0.6548929810523987,0.30430498719215393,0.7186766862869263,0.42475399374961853,0.6922810077667236,0.6140689849853516,0.3994120955467224,0.54788,0.4567840099334717,0.5652480125427246,0.48493707180023193,0.685302973,0.4873005151748657,0.8525019884109497,0.6361595988273621,0.9062127470970154,0.6397640109062195,0.28488001227378845,0.36606156826019287,0.6843708753585815
2251.0,0.29875579476356506,0.44797960519790647,0.43607819080352783,0.7584072,0.8048245191574097,0.33877179622650144,0.5315438866615295,0.5795552849769592,0.6070556759834289,0.6511359810829163,0.3045671880245209,0.7182028293609619,0.42474499344825745,0.6924914121627808,0.6146301865577698,0.3958574950695038,0.547946,0.455948805809021,0.5663776159286499,0.4846582293510437,0.6844927789999999,0.48377501368522646,0.8517017960548401,0.6347719311714173,0.9060315728187561,0.6419308066368103,0.28483200669288633,0.3595877945423126,0.6844539046287537
2252.0,0.29877859354019165,0.44900320172309877,0.43596139550209045,0.7583494,0.8050509452819824,0.3388905942440033,0.5313385248184204,0.5786975860595703,0.6070515751838684,0.6473789811134338,0.3048293888568878,0.7177289724349976,0.42473599314689636,0.6927018165588379,0.615191388130188,0.3923028945922852,0.548012,0.4551136016845703,0.5675072193145752,0.48437938690185545,0.683682585,0.48024951219558715,0.8509016036987305,0.6333842635154724,0.9058503985404969,0.6440976023674011,0.28478400111198426,0.3531140208244324,0.6845369338989258
2253.0,0.29880139231681824,0.450026798248291,0.4358446002006531,0.7582916,0.8052773714065552,0.3390093922615051,0.5311331629753113,0.5778398871421814,0.6070474743843078,0.6436219811439514,0.30509158968925476,0.7172551155090332,0.4247269928455353,0.692912220954895,0.6157525897026062,0.3887482941150665,0.548078,0.4542783975601196,0.5686368227005005,0.48410054445266726,0.682872391,0.4767240107059479,0.8501014113426208,0.6319965958595276,0.9056692242622375,0.646264398097992,0.28473599553108214,0.3466402471065521,0.6846199631690979
2254.0,0.2988241910934448,0.4510503947734833,0.4357278048992157,0.7582338,0.8055037975311279,0.339128190279007,0.5309278011322022,0.5769821882247925,0.6070433735847474,0.639864981174469,0.3053537905216217,0.7167812585830688,0.4247179925441742,0.6931226253509521,0.6163137912750244,0.3851936936378479,0.548144,0.45344319343566897,0.5697664260864258,0.483821702003479,0.682062197,0.47319850921630857,0.8493012189865112,0.6306089282035827,0.9054880499839782,0.6484311938285827,0.2846879899501801,0.3401664733886719,0.68470299243927
2255.0,0.2988469898700714,0.45207399129867554,0.4356110095977783,0.758176,0.8057302236557007,0.3392469882965088,0.530722439289093,0.5761244893074036,0.6070392727851868,0.6361079812049866,0.30561599135398865,0.7163074016571045,0.4247089922428131,0.6933330297470093,0.6168749928474426,0.3816390931606293,0.54821,0.45260798931121826,0.5708960294723511,0.48354285955429077,0.681252003,0.4696730077266693,0.8485010266304016,0.6292212605476379,0.905306875705719,0.6505979895591736,0.28463998436927795,0.3336926996707916,0.6847860217094421
2256.0,0.2990247905254364,0.45301379561424254,0.4355288088321686,0.7582372,0.8052064538002014,0.3392785906791687,0.5304269790649414,0.5749200701713562,0.6061381578445435,0.6307533860206604,0.30567039251327516,0.7157493233680725,0.42512359619140627,0.6928880214691162,0.6177631974220276,0.3813526690006256,0.5468,0.4527023911476135,0.5717184185981751,0.4821238458156586,0.6804087998,0.4637979090213776,0.8480776190757752,0.6276520609855651,0.9053409576416016,0.6517071962356568,0.2846699893474579,0.33756219148635863,0.6841634154319763
2257.0,0.2992025911808014,0.45395359992980955,0.4354466080665588,0.7582983999999999,0.8046826839447021,0.33931019306182864,0.5301315188407898,0.5737156510353089,0.6052370429039001,0.6253987908363342,0.30572479367256167,0.7151912450790405,0.4255382001399994,0.6924430131912231,0.6186514019966125,0.38106624484062196,0.5453899999999999,0.45279679298400877,0.5725408077239991,0.48070483207702636,0.6795655966,0.45792281031608584,0.8476542115211487,0.6260828614234925,0.9053750395774841,0.6528164029121399,0.2846999943256378,0.34143168330192564,0.6835408091545105
2258.0,0.2993803918361664,0.4548934042453766,0.4353644073009491,0.7583596,0.8041589140892029,0.3393417954444885,0.5298360586166382,0.5725112318992615,0.6043359279632569,0.6200441956520081,0.3057791948318481,0.7146331667900085,0.42595280408859254,0.6919980049133301,0.6195396065711976,0.3807798206806183,0.54398,0.4528911948204041,0.573363196849823,0.4792858183383942,0.6787223934,0.45204771161079405,0.8472308039665222,0.6245136618614197,0.9054091215133667,0.653925609588623,0.28472999930381776,0.3453011751174927,0.6829182028770446
