,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
1440.21938683,0.9957589527992718,0.961501584801194,0.9876094275384446,0.9802578394273812,0.8133464078968272,0.9525857879963817,0.6469962019429683,0.9988600970436897,0.8246705614664496,0.758253981918749,0.7925334663503681,0.9903650165004877,0.9087154984735514,0.9839035285265864,0.9489007493673204,0.9682840284249996,0.9663115533492607,0.8949932124524119,0.9863420051232412,0.9288028579873883,0.8536080772410944,0.7969517899535485,0.9515778365850336,0.8002368533284716,0.7828283601295183,0.7785318084541766,0.9972947567791475,0.7681493482710291,0.8668441349479452
1445.9515979,0.9958648012552438,0.9598613684157622,0.9870032891950733,0.9783271388125736,0.8185119290789478,0.9497875561312735,0.683004830225949,0.999277182174617,0.8140994465441495,0.7635314063617284,0.8013778834826276,0.99073583948559,0.9115794398056593,0.9852950105050488,0.956534015467558,0.9718069458134936,0.9743933587878948,0.8981064093430242,0.9893583435300557,0.936519672446306,0.8737249619700265,0.8067491991573117,0.9573290652601976,0.8031260857721068,0.7985289826008934,0.7606879880902042,0.9937468702956459,0.7558134108672434,0.8674082074481255
1451.69304835,0.9959149449979625,0.9584260568654102,0.9869426575892329,0.9747543431984143,0.8227915339586728,0.9469633768917295,0.7098797336161262,0.9997845375822135,0.8034346932152244,0.7687231772102184,0.8101265137070471,0.9905152547129958,0.9145046790003076,0.9875145023385524,0.9617749314025366,0.9749857054716724,0.9796711380155539,0.9013029631689309,0.9915142348219622,0.9406990446517868,0.8901511358950586,0.814107293941027,0.96256481082648,0.7906509858163477,0.8153338209524781,0.759914352611524,0.9873107783592658,0.7449550318264765,0.8700741484984041
1457.44370948,0.9959900738472541,0.9574558245901663,0.9867872627689793,0.9693018609246982,0.826806386981812,0.9441663318472122,0.7245160389369496,1.0,0.792829510105058,0.7741161439523481,0.8187199992165086,0.9910836327508201,0.9172784186138127,0.9900134267562202,0.9663402160403173,0.9775202869505045,0.9831699299008345,0.9044767655780512,0.9932314815956396,0.943081821920938,0.9003011597549105,0.8192749535682563,0.9663692273908252,0.773676954089462,0.830066393268522,0.7710458132172031,0.9771451461378263,0.7356677964070332,0.8735805292443034
1463.20355265,0.996030860602819,0.9565335824299698,0.9870414843768744,0.9607478158225011,0.8321389805124666,0.9412606756985071,0.7296589902321416,1.0,0.7816213163219526,0.7797582091605166,0.8277476812906152,0.9923193767996761,0.9199221850222844,0.9918990529054544,0.9698990481161067,0.9795359078555195,0.9854275311551529,0.9074967598424287,0.9943457639541439,0.9460507030640779,0.906951540544638,0.8247283098165811,0.9691241581953662,0.7568541718586342,0.8398718077853848,0.7823011942626976,0.9628466136694667,0.7272824342573865,0.8774809906109312
1468.97254925,0.9963762023568387,0.9559447138565577,0.9878724499403366,0.9466976921293636,0.8395956494972924,0.9377888358858394,0.7398882624049259,1.0,0.7703907672162665,0.7851106113439641,0.8368834301904716,0.9930641108069194,0.9225801198655614,0.9938308267282747,0.9729636702397804,0.9814441462767641,0.9877123858344197,0.9109082573490205,0.9949575119667019,0.9499324847287859,0.9136536270927716,0.8330154465432071,0.971816694771199,0.7307066061538345,0.8439519212945781,0.7899692813185196,0.9468072553841803,0.7201481957252199,0.8815150128435294
1474.75040717,0.99692578881887,0.955411374144771,0.9884897870913315,0.9289637881843625,0.849004904248341,0.9334063608065039,0.7647803509642456,0.9999894693000871,0.7595709476571848,0.7908076091009719,0.8460564572226252,0.9937802088691366,0.9252765393661603,0.9951001876176541,0.9758209860127746,0.9836273469161708,0.990096327210364,0.9146805270843958,0.9954596697670975,0.9555966291297961,0.9212030764252895,0.8443147756327466,0.9748400206654946,0.6984798052414102,0.8466405454982934,0.7949552277924259,0.9337576705824928,0.7147063041420196,0.8860546352319129
1480.53455271,0.9969089609961224,0.9550133138691214,0.9892845444933125,0.9214566625632068,0.8589361887883072,0.9281424130920046,0.7958705787099137,1.0,0.7482582720694343,0.7965087156695143,0.8551508085688476,0.9948540382716398,0.9282660157229599,0.9964221601078993,0.9785106375669832,0.9853335387824405,0.9919601073145551,0.9188920196636202,0.9967144443074749,0.9609950662059101,0.92868079819268,0.8570496789939482,0.978048278806368,0.7065226520593435,0.8543198559515651,0.7970305856303709,0.9308786573540165,0.7108079500111967,0.8915600436975392
1486.32495713,0.996740279473669,0.954666823314537,0.9907297940873273,0.9333648186467707,0.8687844029482937,0.9229164733209818,0.8243415573037699,0.9997608643081674,0.7369844998301017,0.8022850203543498,0.8639918797613537,0.996192356454924,0.9313715038785427,0.9970804128361991,0.980381921075987,0.986664565121993,0.9931845672409152,0.9232139952425198,0.9979390109321467,0.9655192997825364,0.9355319381007874,0.868876798769021,0.9809830232626217,0.7633632527348064,0.8665500515794133,0.7966105683732114,0.9423421819979421,0.7078222336976385,0.8973955711828326
1492.12159183,0.9972094743102458,0.9543264154572751,0.9916591434987718,0.9535980345969224,0.8782437979617205,0.9167630216235092,0.848606324215011,0.9996599892531137,0.725740508063689,0.808560841626533,0.872583962069085,0.9970500758939489,0.9342358948445932,0.9974926078343598,0.9820649217669428,0.9879843749517073,0.9938358965938682,0.9274094529220106,0.9985047529260465,0.9694751537233116,0.9415443902937567,0.8795490888249934,0.9829312423874765,0.8142758881378237,0.8785996989358076,0.7978817908431066,0.9586462892919789,0.7047018759508475,0.9037471117083843
1497.92442836,0.9974741037079925,0.9545556715671328,0.9918542626916179,0.9686820223582556,0.8874272788512974,0.9089727086499552,0.8685625803394533,0.9997468835703421,0.7144874628997901,0.8151839753946446,0.8807000180395038,0.9967703286081109,0.9367845554826956,0.9974973636924707,0.9829669750794262,0.9894164090880229,0.9936214370562381,0.9316283097598822,0.9990435960553209,0.9727152860892739,0.9467409896080904,0.8891945597584503,0.984465420191034,0.847273925972287,0.8900695786942059,0.8054634475473255,0.9689876373680769,0.7012673161858871,0.9100985398429177
1503.73343845,0.9976590663212319,0.9545979489686169,0.9922875762327242,0.9772499249038878,0.8961069253388704,0.9002734239830879,0.8846505548086614,1.0,0.7029559610111994,0.8218731075155232,0.8884225415433984,0.9961017086412067,0.9393738680685323,0.9969734093985152,0.9846421242975555,0.9907845263258899,0.9927842505351755,0.936199000357665,0.9993952935853241,0.9757379520879084,0.951551700210469,0.8978515442572824,0.985588073737645,0.8739260947039635,0.9010188654012742,0.8180996269107861,0.9738554059854885,0.6972736822772903,0.9161794460467477
1509.54899004,0.9977373274998235,0.9548203668777067,0.9928475004984014,0.9825642460880634,0.9042956601847466,0.891158553186669,0.8979678970335114,1.0,0.6914817724303296,0.8282492617889673,0.8959136439558207,0.9960406374110227,0.9419632324426949,0.9965325446588242,0.9868090144246683,0.9919987525632765,0.9925204844402754,0.9409396401785107,0.9996993869273716,0.9787417247853502,0.9558307637952973,0.9057014296245152,0.986314247212396,0.8991329176693055,0.9103465655291734,0.8295793314939283,0.9761209054284765,0.692518023359878,0.9219980060833791
1515.38336105,0.9975867798193705,0.955342247791851,0.9930545617442055,0.9862564251930929,0.9120048683908932,0.8820242426821855,0.9097427636735891,1.0,0.6801543084964944,0.8349447665095511,0.9034678364527875,0.9968213198401961,0.944519413684513,0.9965638150056931,0.9882850185192755,0.9930592755784305,0.9917132660849141,0.9460279006969082,1.0,0.98076112300799,0.9597793179167011,0.9130797774659205,0.9868031805490027,0.9197943606638829,0.9174619303767613,0.8370693474827051,0.9762919509586651,0.6872408130835103,0.9273631211879334
1521.23658861,0.9977306084928546,0.9562754577366458,0.9930617443707124,0.9892370450989891,0.9193131210284292,0.8727121309296475,0.9208198296275464,1.0,0.6687275028349923,0.8418392680245078,0.9106677641328244,0.9975598120238529,0.9468523884286557,0.9963197681505149,0.9893681525534177,0.9937736888984505,0.9907008668641709,0.9510555437016704,1.0,0.9827972380710569,0.9631336650084888,0.9200028268569018,0.9868898399875511,0.9349854711810938,0.92249203698483,0.8404216468103018,0.975198375451769,0.6813224562013296,0.9322234988707964
1527.10870977,0.9977504052321253,0.9572557911757796,0.9939594954974337,0.9913041692058648,0.9261341360413189,0.8629448206327025,0.9306784952261034,1.0,0.6574094532843036,0.8481820667339177,0.9176808086701296,0.9979702433926594,0.9496135210436575,0.9958551629976546,0.9904139578368806,0.9938675604485655,0.9891581827871411,0.9559910319850874,0.999766861531414,0.984876469923427,0.9661588712270336,0.9264723696789384,0.98573098455511,0.9458096040735338,0.9256925399286866,0.8412543762601559,0.9739216325607094,0.6748839324068152,0.9365943345013183
1532.99976154,0.9978600364476977,0.9582725988623118,0.9953367482704538,0.9927702955996865,0.9324223852819945,0.8534052809515658,0.9390384366583577,0.999863606308418,0.6461951450169472,0.8548750603179537,0.9247772364730723,0.9981442296062542,0.9516222402065379,0.9956540647906417,0.9915953077669144,0.9947076862597733,0.9876767211306705,0.9606675824198078,0.9995902073074822,0.9865102209160233,0.9688158815679634,0.9327062616306695,0.9840015299217849,0.9540726019431139,0.9281652939928021,0.841378470270307,0.9725443885519317,0.6681640722216078,0.9407383311763249
1538.90978084,0.9981101101323921,0.9595468837470612,0.9962266715806355,0.9935811792751079,0.9384037437195735,0.8456908938154466,0.9460498453928455,1.0,0.6349158182216004,0.861460827162363,0.9314094438257955,0.998928410194313,0.9537452675143169,0.9954624314018211,0.992943334068203,0.9962930081821774,0.9871628923541068,0.9646689578821367,0.9994440504095304,0.9882373145807689,0.9715218501213632,0.9388093606751472,0.9841419572998386,0.9614318063840644,0.9310283966891493,0.8438991089927095,0.9715835457217373,0.6616314337770565,0.9445634001822281
1544.8387776,0.998041554999791,0.9610444048230419,0.9964626293588169,0.9943098137010378,0.9440787318370071,0.8438017756142975,0.9524932823361731,1.0,0.6239233417570104,0.8679370957669774,0.937831443400237,0.9994838708156115,0.956120003840755,0.9956553366351036,0.9942126939780266,0.9970801269783068,0.987886307117575,0.9679294136965517,0.9994133597911364,0.9897211081819727,0.9737445786124533,0.9446799730715559,0.9861697264500091,0.9674119474548821,0.9360464349102469,0.8510499592225858,0.9713650875244004,0.65677804328358,0.9480162998256618
1550.78660554,0.9980258280168166,0.9630503269143725,0.9966991946768748,0.9953565850719347,0.9493476149511213,0.8481319901576937,0.9587595679644855,1.0,0.6130133726553804,0.8742665192901237,0.9438003959275894,0.9995746509660054,0.9579123674665252,0.9960052024259499,0.9950344635141495,0.9973792558427199,0.9891884144662332,0.9708235838987354,0.9996059920420445,0.9898442742935685,0.9756903496413745,0.949916683969802,0.9892338991580225,0.9720132266558376,0.942736299998483,0.8629785565924002,0.9719115055988052,0.6555548594107613,0.951403829656373
1556.75329898,0.9980450999100978,0.9650807698955398,0.9971859020200294,0.9962386365497943,0.9542666370017195,0.8562473381993193,0.9639983102806707,0.9997714011714727,0.6021317208367285,0.8801101045431146,0.9496918701569629,0.9996894845046935,0.9594778491041304,0.9962165000542419,0.995321003135814,0.997711680743191,0.9904362728493051,0.9727181344365652,0.9996738829932292,0.990461589468856,0.9777495857976031,0.9547302739763938,0.9913524939290184,0.9759250468514498,0.9498434635077109,0.8768271122814321,0.973377137068335,0.6577118105861862,0.954514482799457
1562.73889214,0.9981901214624803,0.9671521628143243,0.9977959767821534,0.9969747260505187,0.9588449094202012,0.8651361114034052,0.9684802554121107,0.9998526489932226,0.5912769880365256,0.8856428212075574,0.9552054904590699,1.0,0.9612855496568419,0.9963544726538577,0.9959394365048443,0.997945261733293,0.9911818544965753,0.9741779989004427,0.9998786264438599,0.9914362742472475,0.9798279455920583,0.9596847064284556,0.9927348638410608,0.9790619390301506,0.9561730729976758,0.8900048854055056,0.9759694257883845,0.6608289044406155,0.9576365408405492
1568.7434192,0.9981912404391801,0.9691908364039801,0.9975874830400763,0.997570273972113,0.9631553913347005,0.8731213137138365,0.972350885810113,1.0,0.5807266478759037,0.8906991040995859,0.9602807516639605,0.9997862599976303,0.9628661882899772,0.9966683350627826,0.9968529015808896,0.9980122017157562,0.9914314514545208,0.975780695897567,1.0,0.993160863862593,0.98179807732758,0.964153131766095,0.9934719333258685,0.9813641833666173,0.9622036422582753,0.901307123761315,0.979101836202575,0.6634310472828374,0.9604570034836968
1574.76691423,0.9980151797544027,0.9715822481283103,0.9969838080428339,0.9979654522285993,0.9670344464633659,0.880130600144929,0.976196146333894,1.0,0.5699702636398448,0.8963926746368726,0.9653291580958423,0.9995294533545789,0.9640551744213026,0.9969500364896874,0.9977149304771386,0.9984621687450141,0.9922956901407454,0.977728331426309,1.0,0.9947959247135862,0.983587046797181,0.9678311907151113,0.9941718275043725,0.9832492476576937,0.9673129170207889,0.911031149688757,0.9820649657947654,0.6649701930609472,0.963195016322498
1580.80672696,0.9978672189730544,0.9735590024823612,0.99708099067383,0.9984030211618484,0.9705205540074427,0.8868567285527152,0.9803800046892805,1.0,0.5594689952394487,0.9020079091972872,0.9700991216821024,0.9996823932393218,0.9655208860678284,0.9976472262957856,0.9982166309543647,0.9991746746828529,0.9935286394143015,0.9797154003426136,0.9999145796859784,0.9949978793218701,0.9852043418549634,0.9714140551377328,0.9948536574218724,0.9846452626229009,0.9715604564084958,0.9199221616372957,0.9848006687429897,0.6655636991933858,0.9657444582360444
1586.85843732,0.9979514040119225,0.9754427134324232,0.9977530631781873,0.998473768035512,0.973839107327116,0.8929572731162767,0.9842942918670674,1.0,0.5492445833509342,0.9076650920222273,0.9742745757605131,0.9999397303070977,0.9668693683552523,0.9984880708471899,0.998465164724413,0.9996740290466825,0.9947367736171253,0.9814823924945558,0.9998310275024451,0.9958083988342489,0.9865056440097004,0.9750617427394546,0.995246752373529,0.9859233859708211,0.9750938728861529,0.9285583579066737,0.9873277129463968,0.6652699042457249,0.9684099521040083
1592.92202448,0.9983697585724726,0.9772474326578314,0.9976659235071847,0.9988733630918883,0.9770382392663186,0.8986896453492949,0.9873960209809175,0.99999197371813,0.5393237187395958,0.9133962467539424,0.9778699868430212,0.9999466918308353,0.9681807436563452,0.998803508749642,0.9988122209690247,0.9995832623474519,0.9958098330260797,0.9832217317036138,0.9995331400684423,0.9967685248781446,0.9878437429367084,0.9786840742752833,0.9953747883490083,0.9874044054793512,0.9785709232653236,0.9363789007848122,0.9899082479960185,0.664459848767017,0.9708153353455047
1598.99746754,0.9992944403795169,0.9789046999157631,0.9971021736177649,0.9985807405448394,0.9798573344777711,0.903528998732154,0.9893569201241407,1.0,0.5293168140792432,0.9188075903094977,0.981410636147011,0.999559801046927,0.9698980344759993,0.9993925154005143,0.9994005796482603,0.9995283522314174,0.9964743497169309,0.9848040306493913,0.9995860801113667,0.9981265575007882,0.989198935052361,0.981820191691066,0.9958267273500465,0.9883882143855333,0.9825064988473807,0.9443961458263018,0.992321151797085,0.6638369388627785,0.9733296590227332
1605.08474557,0.9994176986022788,0.9808414485167483,0.9964310654019852,0.9985322559215182,0.9826967045499615,0.9077519022739561,0.9912142019059788,0.9999299164034109,0.5192528381265017,0.9238946796660841,0.9849088315076424,0.9996879481545979,0.9718030661435766,0.9995646487037456,0.9999434839732132,0.9994211458627633,0.9967194817297271,0.9861064211846335,0.9996281617450387,0.9989288367196056,0.9902830788400627,0.9844950556111499,0.996564351509543,0.9886299134553092,0.9863165218580172,0.9522558765376832,0.9941813258948291,0.6634443503181684,0.9756636151305712
1611.18383758,0.9992982925858768,0.9824977144439228,0.9964738307142568,0.9989939776815365,0.9851131990357213,0.9116434693931663,0.9936653345759873,1.0,0.5096595773351541,0.9289228582144868,0.9880054696553618,0.9998970581961836,0.9733733262437145,0.9995950638638966,1.0,1.0,0.99766858501465,0.9871853186976028,1.0,0.9992659378607934,0.991200730698512,0.9867259735834474,0.9969867261109115,0.989865067451216,0.9889612523502284,0.9599905165040722,0.9959708867442292,0.6638619027934901,0.9780504564793341
1617.31109985,0.9989841518584286,0.9840369450122842,0.9971763374387527,0.9994730008274174,0.9873514655382947,0.9147418970068976,0.9960534348289285,1.0,0.5005735423497614,0.9341629145641448,0.9905523807261242,1.0,0.9744533969376749,0.9995326793272791,0.9998270851713266,0.9999463567820401,0.9986381085814621,0.9883025628846982,1.0,0.9990513914120241,0.992293914820043,0.9891431176092309,0.9971440639155525,0.9913571462580234,0.9915307848295712,0.9672689863299939,0.9972357920514728,0.6654881672288964,0.98029773510385
1623.47024896,0.9990489211944589,0.9854393865801451,0.9975673397829212,0.9993474483745196,0.9894812726816666,0.9176658570120622,0.9979161714968418,0.9998232867957764,0.4915298484498209,0.9392503669897935,0.99244190093577,0.9993216637811659,0.9749218956686677,0.9996047701829369,0.9996554634380544,0.9996284834692464,0.9994404005029,0.9888442507541086,0.9996515479005369,0.9984239365708198,0.9929663241277411,0.9915645024779542,0.997341990088633,0.9925703503275507,0.9940484619564028,0.9734856057311374,0.9981935761545351,0.6682186569550325,0.9824549397383842
1629.66154068,0.9990978699024782,0.9866481445515218,0.9974399951165478,0.9995733783499722,0.9914583148022582,0.9208845437469944,0.9990864827870864,0.999489060121542,0.482953129778518,0.9439729977976079,0.9944199364957643,0.9988940558661882,0.9754166078394848,0.9995488551257451,0.9994251268444214,0.9995192166555615,1.0,0.9893768070566507,0.9997279024289315,0.9978865698046161,0.9936766823982001,0.9936694975765016,0.9973798378196176,0.9935623850522006,0.9963798625359,0.9794710151173275,0.9988358618214174,0.6719962575247536,0.9846234583766088
1635.88523392,0.9995805058013134,0.9873894667478944,0.996843254226094,0.9997942774327113,0.9932816722136949,0.9240566372567911,0.9997595493980393,0.9995659382544156,0.47471311496302365,0.9487153248908137,0.9962724049482269,0.9989514662293647,0.9756749691425693,0.9997909157137483,0.9995143102273212,0.9999682277296398,1.0,0.9904684508553085,0.9999167231007423,0.9981193120010904,0.994542980360702,0.9960578267991277,0.9973032687943636,0.9942723726311733,0.9982102587894455,0.9852739337958467,0.9994367208075301,0.677137696998763,0.9865095750962385
1642.14159076,0.9999411389912854,0.9878001233086452,0.9959526877369879,1.0,0.9946568504265354,0.9271048716784774,1.0,1.0,0.46675180475619543,0.9532130569633951,0.9974587222679437,0.9988917795596228,0.9761784535158781,1.0,0.9998181419462285,1.0,0.9998262753648157,0.9913005957442084,0.9999965278439669,0.9984391570661127,0.9954367673628299,0.9979907706760986,0.9973113439583662,0.9950124464517169,0.9993479905051164,0.9902315594585188,1.0,0.6834269580091423,0.988325346662809
1648.57498892,1.0,0.9885757757939154,0.9956942812391641,1.0,0.9958868094376547,0.9302828691916075,1.0,1.0,0.4590785125136886,0.9575220662115036,0.9986531387511784,0.9988321990582884,0.9767437585907705,0.9999051737584045,0.9999381396164464,1.0,1.0,0.9923550217717759,1.0,0.9985309252708978,0.9959779862533307,0.9993106122218416,0.9974684147369808,0.9948626313178425,1.0,0.9942977066048705,1.0,0.6894712705511272,0.9901964686531133
1655.33520858,0.9999221844575952,0.9892397403227416,0.9957679126131737,1.0,0.9968909241530313,0.9333268878538709,1.0,1.0,0.4512912331369233,0.9623331526167147,0.999173674413289,0.9986782741694712,0.9772657769868714,1.0,1.0,0.999495951249436,1.0,0.9934295587963625,0.9996874643883086,0.9989860749906213,0.9964285720201806,0.9999794662867458,0.9974991326180742,0.9938697938352623,1.0,0.9975656863781764,0.9994582409826102,0.6946704836706931,0.9917069251057009
1662.47344048,0.999195543263579,0.9897243833919697,0.9964616871264722,0.9993742830018304,0.9978828310866172,0.9355816606537646,1.0,0.9999280066806175,0.4434325549760771,0.9677667712769411,0.9994901736766764,0.9982377977723471,0.977834207805207,0.9999806786901564,0.999843732417172,0.9988024284295156,0.999964304235325,0.9946153927005623,0.9996545478181706,0.9994029345369613,0.9968679574349656,1.0,0.9974532480457005,0.992107345575703,1.0,0.9994916968854767,0.9987706270735492,0.6994006136917668,0.9930289787561575
1670.05561049,0.9995276909148814,0.9904810007820363,0.9971668283081623,0.9995773604695053,0.9980645292596655,0.9376031330859627,0.9993778369447129,0.9998821738709934,0.4350361814767405,0.971466975431726,0.9998456654412727,0.9973418120001347,0.9785581040820671,0.9996008976709296,0.9987535745989057,0.9979510785014439,0.9994157471610663,0.9955825205032193,0.9997175160075294,0.9999327516846889,0.997581690342676,0.9998130142533476,0.9965190288292677,0.9890693387983138,0.9989480462021527,1.0,0.9976462603327406,0.703935797178312,0.9941428653341323
1678.16902352,0.9993215413471902,0.9905692920028283,0.9967227814170527,0.9995592837719303,0.9991523429345972,0.9398233360804852,0.9981387831327393,1.0,0.4258597544165554,0.9756566072650141,1.0,0.996652069724242,0.9793062783238811,0.9993810272354027,0.9993871830553412,0.9976973634747218,0.9989655605786644,0.9964034549614222,0.9996407174256625,1.0,0.9976636777497714,1.0,0.9962636550325785,0.9849783981667082,0.9978098816166016,1.0,0.9974869593204323,0.7086591604094591,0.994582549405433
