Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
1670.05561049,0.9993579330473412,0.9902588848860743,0.9973873744372173,0.9994594437037322,0.9986934829865954,0.937426134563121,0.9994970951627461,1.0,0.4349474559009212,0.9718865034401132,1.0,0.997385241054604,0.978590531657565,0.9997560459833092,0.9992570565009419,0.997996399439671,0.9993652136410841,0.995481794511728,0.9998543885776517,0.999981864983598,0.9975230407220327,1.0,0.9967377864491878,0.9891971924899401,0.9989368103782856,1.0,0.9975609457986041,0.7040730121315292,0.9937518637690944
1678.16902352,0.9995182225023436,0.9907673641447203,0.996862448976793,0.9995368548514357,0.999309395227951,0.9397957930342158,0.9981922798502627,1.0,0.4258104641050311,0.9758388601172868,1.0,0.996784513172243,0.9798109330327304,0.9996430278888039,0.9994739379145727,0.99770407765628,0.9988722429396051,0.9962731456328926,0.9999249036095923,1.0,0.9979510977652091,1.0,0.9962779984629766,0.9852875990896327,0.9980800863594632,1.0,0.997627695235229,0.7087000991733028,0.9944072893583555
1686.55255666,0.9995228381398913,0.9912640115205364,0.9961359227359265,0.9997155902874588,0.9998254260691429,0.9444408426463061,0.9967788919306579,1.0,0.41662787950482294,0.9795476692363868,1.0,0.9973779051413013,0.9807382801957852,0.9997693683023071,0.9996330948182911,0.998000022009969,0.9992254609034754,0.9971843426441752,1.0,1.0,0.9984772928686148,1.0,0.9971940998301454,0.9809214115597532,0.9971310699819486,0.9988224284774132,0.9983477340505286,0.713336698304236,0.9947315499567344
1694.9652068,0.9997642618351841,0.9918237637368629,0.9962390665610711,0.9998357182097961,1.0,0.9510378008297244,0.9944365974181553,1.0,0.40815827702451707,0.9829236166381524,1.0,0.9989539899620727,0.9815408595514961,1.0,0.9998567511252203,0.998609252780221,1.0,0.9979923686277697,1.0,1.0,0.9991246308470297,1.0,0.9993614964312959,0.9759482448197166,0.9950568232198009,0.9938868185932739,0.9990070634630553,0.7180959865649321,0.9946278557170036
1703.40698655,1.0,0.9927847171436758,0.99718308400318,0.9999841326999864,1.0,0.9556708913386105,0.9904341099370245,1.0,0.4005378772146878,0.9861285140592152,1.0,1.0,0.9824961349933756,1.0,1.0,0.9994359262896935,1.0,0.998710273004248,1.0,1.0,0.9998594476230501,1.0,1.0,0.9694563287613281,0.9910005948263056,0.9844069859621194,0.9997392650539279,0.723256213978672,0.9944526266281566
1711.87790799,1.0,0.9936802477169302,0.9981131178877621,1.0,1.0,0.9585338500448422,0.9836308224617724,1.0,0.3931821203805721,0.9891320679670799,1.0,1.0,0.9830803735170907,1.0,1.0,0.9999073107697052,0.9998857322404319,0.9993801256628896,0.9998691660390224,1.0,1.0,0.9990270250496314,0.9989512453140109,0.9595368486818647,0.9846986673257151,0.9705815349429081,1.0,0.7293950290885852,0.9944932509723147
1720.37798277,1.0,0.9944638459231446,0.9987310107660871,0.9998049965820841,1.0,0.9621021628168825,0.9743015216454286,1.0,0.3860798807284021,0.991794923123424,1.0,0.998842003662182,0.9833797801672085,0.9998170595558953,1.0,1.0,0.9994403206532868,1.0,0.9998793186821574,1.0,1.0,0.9971899404343466,0.9976549468401118,0.9443387084915833,0.9764283832069516,0.9531703159781945,1.0,0.7372993246505315,0.9946700595455285
1728.90722205,1.0,0.9953816726172453,0.9992703894807992,0.9994220261777903,0.9995120845119818,0.9666309272315603,0.9618901954589829,1.0,0.37928031861778755,0.9937893250102929,1.0,0.9982093347103386,0.9836924473635317,0.9998930826559188,1.0,0.9999130218459625,0.9996178280636279,1.0,1.0,1.0,1.0,0.9945627136268409,0.997663820617715,0.9229860567088128,0.9661684514396526,0.9342331338156008,1.0,0.7466682668459544,0.9948979310343214
1737.46563653,1.0,0.9965104918970044,0.9999139495927731,0.9990513036292794,0.99862245228428,0.9712316153849844,0.9453276309998367,0.9996489237511196,0.372750535689604,0.9953821505039414,0.9999986340357263,0.9990599565874856,0.9837304198504404,1.0,1.0,0.9999944190316493,1.0,0.9999699223235712,1.0,0.9993645452465618,1.0,0.9910888772372218,0.999093481182333,0.8976461022638237,0.9546761746065597,0.916673584781803,1.0,0.7570961766681868,0.9952492498646047
1746.04891596,0.9999383095530594,0.9978496049047555,1.0,0.9990016226372846,0.9973135180494863,0.9748515275025117,0.9238114338791472,0.9984903300648532,0.3666594013075341,0.9973023675693989,1.0,0.999346688132009,0.9834547290237113,1.0,1.0,1.0,1.0,0.9997577650402301,0.9998949924395182,0.9986699389726664,1.0,0.987172453899721,0.9999184303253562,0.8720013165788395,0.9435178367817197,0.9048344650040819,0.9999317878521838,0.7686467224496586,0.9958368577800144
1754.65358123,0.9996208884224569,0.9989427187703478,0.999883222226788,0.9991803588074468,0.9956431239365721,0.9770670033340203,0.8989882842486467,0.9974013096067065,0.36104294516699714,0.9988830115503259,1.0,0.9989429253255071,0.9828517887219665,1.0,1.0,0.9998840514628192,1.0,0.9995940859822374,0.9995960037030877,0.998517759551643,0.9998811669848059,0.9830344580586532,1.0,0.8520893296649557,0.9344395114450994,0.9023154453844308,0.9995349572739222,0.7810697760807587,0.996738584483528
1763.27958128,0.9993602153525384,0.9996321564036164,0.9991030910225449,0.9994750158992391,0.9939124499901655,0.9787992613977531,0.874000635243945,0.9960765304549233,0.35574466856014764,0.9996589434910952,1.0,0.9985897265797034,0.9822294400919899,0.999837210521117,0.9997008437206847,0.9999602485682308,0.9998211911693905,0.9996993854282656,0.9992718139611614,0.9982771871194086,0.9997509625175743,0.9787732802035033,1.0,0.8430592912938963,0.9287984969203108,0.9077588787317885,0.9988942394114818,0.7937942834219178,0.9977182809614494
1771.92686491,0.9995797304787507,1.0,0.9976821011256932,0.9996846549193844,0.9924826975097322,0.9804496316357875,0.8523096485223505,0.9944650679484246,0.3508464085911308,1.0,1.0,0.9987024607704443,0.9817240510700889,0.9998041182144631,0.9989515054754394,0.999886295727699,0.999881871653911,0.999852114935118,0.9989241858065587,0.9977933064034207,0.9997067916161102,0.9746468878284196,0.9996537926327446,0.8504767229104874,0.9275070175291814,0.9161308199861168,0.9983074158799948,0.8065905064874017,0.9985337790328146
1780.59538078,0.999694369292596,1.0,0.9961042443147963,0.9999079226713327,0.9915390446412917,0.9834005296908589,0.8374762280457531,0.9924712658905155,0.34619316019215296,1.0,0.9999288562804602,0.9992459936468147,0.981399498991747,0.9997733243384003,0.9979295535381304,0.999740730495134,1.0,1.0,0.998751845938647,0.9974764185070313,0.999165021810278,0.9706894178998837,0.9997553937570501,0.8760679112077002,0.9308228356018424,0.9262874283109451,0.9977638107360024,0.8196733850663643,0.9991959273520956
1789.28507741,0.9994290922982615,1.0,0.9955452747112142,1.0,0.9912085966354187,0.9867146732106153,0.8301317006203354,0.9902164021761459,0.34189276375832467,1.0,0.9999934638636078,0.999518049140909,0.9812199738643526,0.9999644033833945,0.9966792910413148,0.999712903330872,1.0,1.0,0.9992006193192307,0.9971989097178895,0.9985918188231406,0.9669605226487641,1.0,0.9134446527590246,0.9387805629716912,0.9393707641696286,0.996855623397702,0.8329700078978519,0.9996969121152542
1797.9959032,0.9990423417918584,1.0,0.9957780070331295,1.0,0.9912924375805898,0.9865199213732178,0.8279689986485943,0.9879698776342367,0.33808782106047774,1.0,1.0,0.9989679010409779,0.9808634497301365,1.0,0.9960069822770754,0.9999888177891578,1.0,1.0,0.9997634031233019,0.9967160213742193,0.9977682705033605,0.9633887033327965,0.999904087427255,0.9501414303606543,0.9496074665349183,0.954128531100361,0.9948902671522298,0.8462921897555139,0.9999806232746747
1806.7210252,0.9991272335125688,1.0,0.9957529825057224,0.9997531086118524,0.9914993842657207,0.9820973584616005,0.8328263874091891,0.9854396106733517,0.33513187916849807,0.9997859908544238,1.0,0.9978986268243041,0.9805503400301747,1.0,0.9960344533665504,1.0,0.9992901368269481,0.9998691092556886,1.0,0.9960375268188669,0.9969989961494674,0.9599958761008456,0.9985270612891789,0.9752234682776804,0.9612617079096605,0.9672728890754374,0.9907054205958228,0.8592187296512742,1.0
1815.45600983,0.9994809455236204,0.9997817649570355,0.9948285767594115,0.9991132458009854,0.9912843508427163,0.9728945055775677,0.8450511248310644,0.9825450889659822,0.3326917889573277,0.9999312241094513,1.0,0.996864541980874,0.9800647161726525,1.0,0.9966023713395736,1.0,0.9980784517324509,0.9994723642186557,1.0,0.9951449382278558,0.9962467147826908,0.9562538269346393,0.9968076604203049,0.9893803419082368,0.9708769962793298,0.9772340768607436,0.9833506388974201,0.8710313110810255,0.9998157602460215
1824.20079533,0.9994972691835319,0.999434621490806,0.9943647255689767,0.9981490234528332,0.9899160438768507,0.9622817533113819,0.8586470381827125,0.9792818961774088,0.33062868416097474,1.0,0.9998841224583945,0.9954583817848158,0.9794656327623488,0.999348011637115,0.9977336451527955,1.0,0.9968007076072326,0.9986970137096922,0.9999755979897997,0.9938334278913481,0.9951032797815959,0.9518041314519562,0.9955392799058453,0.9967074250708734,0.9762570553985723,0.9837500943850593,0.9717872781117696,0.8804490068319265,0.9989988280304782
1832.95532041,0.9987211520536268,0.9986720682038893,0.9945837181331976,0.9971612572705576,0.9864918113792482,0.9573651631637928,0.8669865411859993,0.9756718359775637,0.32857308615761593,0.9998195418355623,0.9997298122124986,0.9938984119508858,0.9790811067179889,0.9984862086375095,0.9985938032684841,1.0,0.9956054412162644,0.9965616851786314,1.0,0.991131845172584,0.9933556988739599,0.9450937568561502,0.9963796492850687,0.9999206862438009,0.9763344905912115,0.9863559922616311,0.9539831722106907,0.8862928078543396,0.9971393161645142
1841.71952428,0.9975233908025304,0.9971888817596267,0.9941994247688036,0.995981191304975,0.979451901194902,0.962351281489121,0.8665391324602123,0.9724910842371574,0.3268539150988033,1.0,0.9998846606281777,0.9926305109631487,0.9786489575648506,0.997039346401152,0.9992119210825591,0.9993907673095949,0.99441345058413,0.9928426560638283,0.9998544742215897,0.9860836125247762,0.9910453941531071,0.9357336070312124,0.9971519867678256,1.0,0.9707218190686231,0.9839348896052595,0.9333142858356215,0.8873393519616947,0.993629392411228
1850.49334662,0.9965572630769166,0.9955372567113427,0.9932726840701128,0.9950223793395958,0.9662179763728199,0.9723740587491088,0.8559969662077705,0.9691550935688533,0.3259134002102803,1.0,1.0,0.9908311266582098,0.978305221743784,0.9954358868281524,0.9997788851369441,0.9983498482916038,0.9935068548624819,0.9868006367432035,0.9986240858250681,0.9789612979236861,0.9871206891859526,0.9205922959524494,0.9969538518945122,0.9998876939177305,0.9594983497458742,0.9754291809112117,0.9242717541518326,0.8827210718366763,0.9876738623505894
1859.27672761,0.9954921891822501,0.9951928725574024,0.9916182124205145,0.9940310428789458,0.942713390016104,0.9795037643864956,0.8336753597735161,0.9651170940060625,0.32569717927386316,1.0,0.9999290957355046,0.9868865364427981,0.9779743789270725,0.9940697741855979,1.0,0.9969054694995696,0.9930290670736549,0.9767666183846182,0.9972167048076725,0.967505159399794,0.9803988641154265,0.8955900732575895,0.9952141175231526,0.9977443779266594,0.9420440668093081,0.9589741982228493,0.9311448999307054,0.8711484566837152,0.9781254427442314
1868.06353858,0.9939293843323119,0.994126638255024,0.9895102736621831,0.9920616814659703,0.9029344007538621,0.9819585500217995,0.7958157233084344,0.9606768943460084,0.32624077432307697,1.0,1.0,0.979317144528202,0.9774740914618347,0.9930916899975355,0.9972041916446607,0.9937674168601127,0.992538748258221,0.9600886301483869,0.9950992819492533,0.9469462290767189,0.9693163549249574,0.8559488854780299,0.9905389416258152,0.9930655156940197,0.916234452419511,0.9326311679536898,0.9481964428724925,0.8498844775084599,0.9635767782219072
1876.84916726,0.9925860486382869,0.9883134438485357,0.9873616974864846,0.9879560763887477,0.8408281386042289,0.9830627888988909,0.7384606135702848,0.9574934982783322,0.32722444620191166,1.0,1.0,0.9686793454636089,0.976885987719787,0.9909866145956787,0.9905999589290695,0.9861318757238235,0.9915305126188066,0.9358998518127922,0.9892755341074974,0.9104673509795514,0.9504837442255141,0.7981709964029671,0.9815682177591399,0.9840138643240288,0.8793438929556242,0.8954879962078017,0.9697208280320605,0.8157560709561346,0.9422680348257133
1885.63362519,0.9930945176651458,0.9776322393855357,0.9841098246738119,0.9853276608928361,0.7578950452758425,0.985662227883403,0.6622243183386817,0.9535102166667935,0.32862299311573606,1.0,1.0,0.9601361392494091,0.9764526921492567,0.9901846452694093,0.9824115166227497,0.9756563094846111,0.9904452160541436,0.9039645534427891,0.9810649391248223,0.8550228510207645,0.9193216641628101,0.7187228336443371,0.9667076246121438,0.971981655909885,0.8289068697144513,0.8505702664004545,0.98733963757093,0.7718538492902723,0.9127244178665218
1894.41692373,0.9941131462782312,0.9640357281521815,0.9796631270042855,0.9834301071882097,0.6751140591849156,0.9908199353780333,0.5741331914152044,0.9483362717203505,0.3303605428642248,0.9999841952018935,0.9997522592853328,0.9586296749014661,0.9760514761415078,0.9904600825565859,0.9748141232037807,0.9614631371323652,0.9897880172079159,0.8671079320985723,0.9707999432128188,0.7864199727689359,0.8764056555542367,0.6327100148408924,0.9474285927903511,0.9588860161802305,0.7627415237685429,0.800422301147621,0.9969580871326326,0.7222166613769023,0.8737916981395015
1903.19907409,0.9947969879812014,0.948238319742922,0.9747964630958318,0.980281592133057,0.6243143809293085,0.995680596552271,0.49025259245980557,0.9432463472035993,0.3326271758873619,1.0,0.9999241247819387,0.9595290476589914,0.9756004722578118,0.9898879004253789,0.9668273686108436,0.9461402114352168,0.988243774631759,0.8339968538597681,0.9589292499370079,0.7349771220889755,0.8393982773786937,0.5730607527210082,0.9320684856664747,0.9446338055631557,0.6824833615581598,0.7464709892074595,1.0,0.6706997960386587,0.825974341086417
1911.98008732,0.9950093272329092,0.9318391088996849,0.9703579629049867,0.9775216119686541,0.6094828062142392,0.9970850141590617,0.4460205962519184,0.9385576217381585,0.3353742062896794,1.0,1.0,0.959473358684089,0.9753901662378337,0.9884405041102095,0.9601003068548504,0.9376659233579774,0.9868387181472635,0.8124965681550613,0.948730943389194,0.7297439811615863,0.829384815187845,0.5581927347222928,0.9271382174755332,0.9298186488697477,0.6032903408477642,0.6892750362119798,0.999420823926728,0.6224738979394792,0.7754675696783326
1920.75997429,0.9949898580654615,0.917028535300842,0.9664839294257533,0.976533359921285,0.61435412932563,0.9945325150829234,0.46041791591204334,0.9337513129782635,0.33894065179616123,0.9997469366891747,0.9998657131388832,0.9579105376902094,0.9750159446982541,0.9873516582616305,0.9582536220924457,0.9383673405695884,0.9853013392668578,0.8032617572587353,0.9435508034594295,0.7585194662935747,0.8417011355933037,0.5755880061849762,0.9314481152514712,0.9170504989045105,0.5575767347538306,0.6290652527158325,0.9975004450529992,0.5833805025006309,0.7329615353353275
1929.54914243,0.9949696333425689,0.905595485998704,0.9636951631741608,0.976376284042573,0.6270530188869964,0.987966889552442,0.512280849801254,0.9289638474872441,0.3430848446888904,0.9996951342281495,0.9997386624988497,0.9569291831421624,0.9747209670487769,0.9858850260213663,0.9595067728596696,0.9426738015441646,0.983381914872207,0.8022445456703567,0.9424333298167993,0.7921103291042074,0.8615251240000481,0.6039911604713847,0.9387502087505177,0.9079949467395921,0.5611960415801549,0.5687491455422472,0.9951228418743572,0.5554211031449882,0.7061475261325875
1938.35679058,0.9944100265654474,0.8978481292098287,0.9622347036072071,0.9771158257349969,0.6427948633451722,0.9775362140495788,0.5720538458644661,0.9242403506316816,0.3473048488084903,0.9995480623300542,0.9993477017135385,0.9573081744093989,0.9746139075231691,0.9841897301191076,0.9629205395297437,0.9477755273425089,0.9809663913766342,0.8055140618832607,0.9432860854069339,0.8172390450891995,0.8801895162846052,0.629828939231799,0.9453268830384082,0.9018791568206193,0.5925677162502583,0.5214480375945085,0.9932688455790302,0.534412184788033,0.6963324151765086
1947.18286652,0.9934660598446502,0.8923950320057271,0.9612092305382663,0.9788053606060032,0.6604450992115528,0.9691922581748048,0.6282385060527473,0.9192663900290534,0.3519178803049003,0.9996620487918811,0.9992352039212643,0.9578291722190416,0.9744893173813152,0.9818623150165151,0.9670257982868076,0.9521035438798219,0.978626283698079,0.8108156281497115,0.9443631448200811,0.8341931445658902,0.8957516919533025,0.6510006573682975,0.9512177675175755,0.8965594944618848,0.6279803621349267,0.5040468228233032,0.9927680573458338,0.5138348051055956,0.7004228394003288
1956.02731804,0.9927227665524361,0.8884659538460531,0.9605438367857366,0.9811177628548929,0.680209212800403,0.9715091201120916,0.6807243222439399,0.9139560354897416,0.35720584355342505,0.9994868306062037,0.9990788041773261,0.958998824574076,0.9741760904943034,0.9793039826832076,0.971850040760242,0.9561607534946068,0.9773084468115567,0.8167308543854266,0.9453783055425117,0.846988673417036,0.9082737583444451,0.6698268630791538,0.9568462872223021,0.8917143335547424,0.6670244781756428,0.5194033141644305,0.9938335531938065,0.4932197627614187,0.712792186614421
1964.89009294,0.99235934738423,0.885730675494717,0.9610882260599846,0.9835050528940859,0.7021235190215235,0.9828799464186874,0.7314948885771324,0.9084121268652091,0.3631133566137414,0.9994708972930415,0.9990987777081347,0.9613464913241346,0.9740055970873857,0.9771047979458234,0.9768129220220009,0.9602873046136216,0.975808700196065,0.8234115726589427,0.9462070750337926,0.8592052611576511,0.9184890562364267,0.6895577438232777,0.9620840743218552,0.8893895611639072,0.7071435313772358,0.5524251028898525,0.9954330361772985,0.4780243521828946,0.7287583326651131
1973.77113898,0.9920692979754865,0.8841915467029827,0.9617385076176296,0.9855564161988477,0.7260717321194429,0.9938640968382866,0.7787920711043379,0.9027847050544563,0.3697662242120843,0.9995038854615873,0.9992601733589723,0.9631730279790398,0.9738965713985259,0.9747408002779585,0.9815786723102707,0.964710578620236,0.9739238306958594,0.8313937767185993,0.9470758325308236,0.8723746665828325,0.9272181824372016,0.7114842130091265,0.9656536896518169,0.8898965100795926,0.7423911538113351,0.5838510762200309,0.9970926171073332,0.4728735806243115,0.7464533630078611
1982.67040395,0.9917324578634812,0.8841056740439549,0.9632430085607656,0.9871610109139286,0.7514541004240196,0.9988856948651496,0.8211376781690954,0.8971917931565939,0.37721423141055055,0.9996963829234337,0.9997103978226052,0.9653002232760668,0.9736930716644414,0.972691270058982,0.9857541464039873,0.9688883772298472,0.9716719683148435,0.8408935543576266,0.9488921006308974,0.8869822492191669,0.9353507947853336,0.735368839725171,0.9681859666891839,0.888245764999653,0.7764199889316893,0.6181067936618367,0.9984548786230737,0.47561256043378036,0.7651478109161912
1991.57932378,0.9913353926906,0.8854673823570121,0.9657619311544521,0.9885100367150527,0.7774762094154488,1.0,0.85606437256375,0.8918138347180756,0.3851682367500451,0.9998792016415738,0.9999268138922953,0.9677245735703423,0.9735663616175637,0.9719388664369977,0.9897123976161603,0.973014128904898,0.9702201719395186,0.8518397947544066,0.9524277107686817,0.90253135138613,0.9429647604784192,0.7603745282868644,0.9692587926427176,0.8804021732335631,0.8147572080704644,0.6648598374756315,0.9993960133803073,0.4817126219401383,0.7842520632620238
2000.48893957,0.9921205958665357,0.8876300684122661,0.9697855251784778,0.9899525336563694,0.8032078007669451,1.0,0.8831127463312058,0.8864433025743929,0.39363748944313,0.9999915150505291,0.9997589876068068,0.9697333907909687,0.9736371470008353,0.9724944729674974,0.9930511098109276,0.9771987122722342,0.9710173332737593,0.8637255752941547,0.9571904954081744,0.9179438118938044,0.9504309892055273,0.7859088293129282,0.9692106140610043,0.8685505210848767,0.8572004783559809,0.7279890609189635,0.9997458309330916,0.4870965910633389,0.8031063812521186
2009.39924527,0.9941480630947629,0.8902295476299134,0.9746514399062735,0.9915195352427116,0.8277855989763888,1.0,0.9038689488634705,0.8810795021581812,0.4028345344481596,1.0,0.9998605149961515,0.9717266402737296,0.973626480234548,0.9746777083615581,0.9956960588749738,0.9815095102370737,0.9743084945012632,0.8756420293170221,0.9623689444739215,0.9326240671070363,0.9578874004434236,0.8104462852938833,0.9715055376321422,0.8592810212261753,0.8966163406970697,0.7935005512718575,1.0,0.48782264194605174,0.8209519218415811
2018.31023493,0.9961378138801649,0.8930689870643357,0.9784111577412928,0.9930844674586032,0.8506169150237701,0.9996632516587248,0.9201570975762504,0.8757086459212944,0.4125330206339496,1.0,1.0,0.9740679143257263,0.9734308148005621,0.9781922930250945,0.9981247968411002,0.9856739909381598,0.9793070019238077,0.8871422761218204,0.9675905331216287,0.9460424824117121,0.9647663914377044,0.8330562212159237,0.9802047301773752,0.8557965105021421,0.9280567611398862,0.8462986716394343,1.0,0.48230243695312836,0.8373449486291593
2027.22190266,0.9975812276898216,0.8963459046140192,0.9810900547697112,0.994664816585972,0.8713764842515126,0.9988998703837841,0.9324673816491987,0.8701564097559742,0.42257393380511316,0.9999737456018123,0.9999254522147069,0.9761708649138463,0.9733381772917904,0.9823597126685629,0.9997142336463574,0.9893634882120477,0.9853103895887539,0.8980600562201005,0.9725313587509354,0.9574365110084521,0.9710924856367208,0.8536129592928884,0.9926227759791401,0.8540434312083873,0.9519767505879317,0.8850136130736787,0.999229584454978,0.4708972554175445,0.8521421561584475
2036.13424266,0.9987521086466864,0.9002034460745472,0.9839202125341707,0.996258098965705,0.8899352746134984,0.9996785605985656,0.9414573677396261,0.864733020445087,0.43306907124462013,0.9998068790682135,1.0,0.9781478448512071,0.973388973013602,0.986924917732162,1.0,0.992481045421381,0.9915355098455477,0.9086212346465103,0.9775009532236788,0.9665668551490767,0.9767838574079013,0.8717667308658454,1.0,0.84988677838066,0.9691829894217386,0.9133296959280799,0.9973163729622941,0.45585294109355273,0.8654959733679992
2045.04724919,0.9994350210302714,0.9045882945458887,0.9863093083323416,0.9976700607166802,0.9063298840355577,0.9999226445288961,0.9494250179590014,0.8595594372134214,0.444159317487472,0.9998823704301676,0.9999553481297823,0.9807315285191072,0.9733401555424657,0.991071811274684,1.0,0.9951598710422348,0.9963588587645561,0.91886945948006,0.9825433036398936,0.9738419994190345,0.981592025465956,0.8872217074299749,1.0,0.843846103121435,0.9810187031339739,0.9340527981708749,0.9949657429020609,0.4408389511317099,0.8775827573677433
2053.96130725,0.999562019573975,0.9093971429840281,0.9880039897727045,0.9986847060176527,0.9208869165607995,1.0,0.9558790479708383,0.8544994300293887,0.4559220337308172,1.0,0.9997354925667749,0.9830499497115994,0.9729936354303251,0.9946525637790378,1.0,0.9970209522553011,0.9987568345614926,0.9284750340740047,0.9876601771117516,0.9796693489731173,0.9856475566524253,0.900175962597954,0.9945107495511729,0.8373451375446418,0.988276781441523,0.9481907844242548,0.9930817804965337,0.4297530769787156,0.8885945901196757
2062.87694233,0.9995972266737928,0.9147517883359652,0.98913090059617,0.999353751366281,0.9340174881175575,1.0,0.9616684586681951,0.8494333993074764,0.468230631270104,1.0,0.9996872372881096,0.9850104449068877,0.972765091326711,0.9972860451959764,1.0,0.9981531783673618,0.9996107199557119,0.9363724712270791,0.9913079470598033,0.9845205406788691,0.9887311641150175,0.9110771579314066,0.9805297145467164,0.8326574739711889,0.9912441318142333,0.9567443526871201,0.9912913878308411,0.42468691348529486,0.8987866179957501
2071.79414164,0.9998910453947868,0.9205797993888974,0.9912460893331327,0.9998266686947085,0.9460470957928349,1.0,0.9668131386665666,0.8445101047334203,0.4810799183185332,1.0,0.9997585449970124,0.9869091389099156,0.9728129941629085,0.9989619236567622,0.999330372919152,0.9991210301504349,1.0,0.9416141395953768,0.9928035156304832,0.9882498751570307,0.9910487289013271,0.9204303346652349,0.957763727639564,0.8305418453279076,0.9911109807247853,0.9623946010136722,0.9896834216470723,0.4250189279982768,0.908263708120351
2080.71289251,1.0,0.9269001213310383,0.9931171183703703,1.0,0.95715012767357,1.0,0.9704454536135944,0.839985601315077,0.4943723599750222,0.9997844002967772,0.999687826764016,0.9882301834607611,0.9730369111250539,1.0,0.9980791558294103,1.0,1.0,0.9442237670464058,0.992625812298096,0.9904753732165621,0.9928144542094235,0.9276935499254912,0.9458682464483433,0.8273687298268022,0.9889243611396217,0.9664863192890897,0.9887738906493254,0.4282650058674495,0.9171548997218308
2089.63318245,1.0,0.9337535682739293,0.9944422909678489,1.0,0.9673332220254831,0.9999544852962591,0.9716878785522687,0.8353672090290101,0.5082040034015093,0.9997322065217531,0.9998305668546056,0.989526975434336,0.9732520498001466,1.0,0.9960264992565931,1.0,1.0,0.9462989158219959,0.990155966816319,0.9922086337653127,0.9943498898622536,0.9338134555422647,0.9511583057836527,0.8173929697858104,0.9857179406716504,0.9673106483315645,0.9883065335945688,0.4328141468108682,0.9254730472602528
2098.55499911,1.0,0.9406283495471641,0.995385611302738,1.0,0.976468370486907,1.0,0.9705256872688929,0.8307681377479099,0.5226201845009989,0.9999847374288856,0.9999313328545851,0.9918948873270583,0.9733159504861373,0.9997787093802365,0.992835744920601,0.9998839932040335,1.0,0.9496003815655881,0.9872110135992871,0.9940417550663987,0.9957635147444737,0.9403949737489186,0.9613540695737969,0.7968679682246126,0.9833448227890089,0.9646085893563985,0.9874221976009429,0.4382760493431449,0.9332326031305597
2107.47833028,0.9998039745872382,0.9476254867925806,0.9963892898139017,0.999865628764157,0.9845837328858319,1.0,0.9670061255109976,0.8264179738131624,0.5375520999849017,1.0,1.0,0.9945857403029428,0.9732556881321652,0.9989605899068019,0.9870177354810001,0.9996384535043241,1.0,0.9540303380515338,0.9854338890423275,0.9960575325787115,0.9967812059320665,0.9470415171374545,0.965683724390029,0.7644417087774709,0.9837460523252504,0.959329445460501,0.9851662224345179,0.4436419109856888,0.9404414693886858
2116.41133382,0.9996452261974581,0.9548766001157919,0.9982028503550746,0.9998323679062332,0.9915420144913997,1.0,0.9621628878425731,0.8227230700870587,0.5523597437773671,0.9998079662545759,1.0,0.996586202004522,0.9733172645188711,0.9988301239797486,0.9788287723202106,0.999413673728813,0.997720536507652,0.9592981298252312,0.9848664432165948,0.9982051237469277,0.9977616178734695,0.9535499319265308,0.9606604647419416,0.7203815812726785,0.9870366401794346,0.9524635024282654,0.9816929457698914,0.4480370317236914,0.9471679325199305
2125.37093026,0.9990692090064504,0.9623290143765169,0.9991916126805623,1.0,0.9969057961433903,1.0,0.9589307354587756,0.8192658427614399,0.5668897722203515,0.9993456066921956,0.9999887277231251,0.9985227071942034,0.9734193839859928,0.9992645830582508,0.9700730085378335,0.9996805336308708,0.9889233352676903,0.964393091923931,0.9851997761521342,0.9997897785330382,0.9984430618287583,0.9598239856886976,0.952703148330015,0.6724729705037236,0.9912360750750067,0.9451548441334346,0.977603723081986,0.4533997613042996,0.953432234755133
2134.35713173,0.9979217786226738,0.9700905996530638,0.999472925742636,1.0,1.0,1.0,0.9582772879123493,0.8156477284610028,0.5822105393671314,0.9991644455701275,1.0,0.9999154436162898,0.973389647823027,0.9997604698728675,0.9536766915332093,1.0,0.9721138078882213,0.9708095016360629,0.9862513513112042,1.0,0.9990392450453335,0.9665730147277551,0.9521068063733019,0.6332057155640118,0.9950524798964786,0.9380637497987903,0.972974620989436,0.4654780358495355,0.9593427481168115
