Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
1629.66154068,0.8959860823721988,0.824074263203769,0.9069726809138211,0.7360823679430163,0.4727364567042811,0.4794702200591263,0.8761208267285878,0.42728323040342403,0.2908685890692249,0.3616168770223952,0.6764595988298571,0.8327275673010135,0.33006732012007023,0.4421011105862541,0.9317770192976436,0.6216484346462361,0.555480001922511,0.7148888844935893,0.5239519952590989,0.6336693405740118,0.5136467014957278,0.8530295776184134,0.662904961437894,0.7645282414176598,0.8491101196068197,0.8606870477642967,0.8726939121733802,0.4067512707035777,0.8260942425652912
1635.88523392,0.8965179730794746,0.8234774768475337,0.9065453513250609,0.7362278512505703,0.47241779381427307,0.48307608636840343,0.8764979973368162,0.42760523199180916,0.28569752108116864,0.36477057383019273,0.6806576497004947,0.8326988554111073,0.330273037015718,0.44357272858557906,0.9314206418510643,0.6233784536870229,0.5567368138898957,0.7147176388493284,0.5246393600113315,0.6341605273160891,0.5142659835800653,0.854308379337564,0.6634107121819856,0.7634347719009561,0.8499428741384394,0.865043085852916,0.8736282489759252,0.40779526459016124,0.8265707881349852
1642.14159076,0.897095062509806,0.8226846170708358,0.9058705603113769,0.7363613040602168,0.4719424504541634,0.48664697211582136,0.8764271014612037,0.428060350947241,0.28073206891574476,0.36782677552234105,0.6845057286075401,0.8327662395804545,0.3304965407226333,0.44504439857340283,0.9313425344949918,0.6249382981112749,0.5578287566671285,0.714433168440879,0.5253385076175346,0.6346193979106369,0.5149234893101106,0.8551937226323746,0.6639837623602649,0.7621505408671749,0.8501065496299003,0.8688008861509318,0.8746436691560954,0.4094468090289588,0.8269280609444728
1648.57498892,0.897183201541159,0.8220822006473767,0.9056711915988128,0.7363658924821322,0.4713255318243947,0.49039506165222513,0.8759779734529523,0.42843039625844204,0.27589001442163624,0.37079067595745313,0.6882940184976148,0.8328477142991354,0.3307266851915635,0.4464608830379884,0.9309148376160657,0.6261166271069277,0.5590521065285619,0.7141974163391719,0.5259217385007509,0.634994473145935,0.5154112073734332,0.8556479565569035,0.664554470510322,0.7601784966864079,0.8498557517847284,0.8716197834536307,0.8749504141851281,0.4109164645469953,0.8271694918244157
1655.33520858,0.8970889547601935,0.8213647390611158,0.9059446221851958,0.7362933965719971,0.470571054106809,0.49415030623966755,0.8749699781198053,0.42854105631514944,0.27103183338331743,0.3741633656822747,0.6919006329451515,0.8328298837945455,0.33103014365458183,0.4479394232825745,0.9306848249850184,0.627034435806704,0.5603140595782847,0.7141261620664442,0.5263629889215764,0.6356164454586009,0.5159183430946371,0.8552456711116787,0.6651544191126871,0.7575940701718581,0.8486163830512421,0.8737171601479857,0.8747299154097786,0.4117525645458908,0.8271734751039311
1662.47344048,0.8968044717037107,0.8203992381083572,0.9066076563603169,0.7359607744709198,0.46965614791232785,0.4977022035064326,0.8730280103629245,0.4285209339328609,0.2660035376554099,0.37765224465058633,0.6955939906212438,0.8324982681193427,0.3313096546357252,0.4494034274120943,0.9299866786827017,0.6277781791025302,0.5613697297067054,0.7139901704814079,0.5268836631261968,0.6363923803484958,0.5164525814701907,0.8544971985178336,0.665741358163321,0.754273091630443,0.845558959853447,0.8748503459362137,0.8739502978693524,0.41209481511121615,0.8268708350531826
1670.05561049,0.8968946871503651,0.8194844860674105,0.9072309923355871,0.7356983809697424,0.4685650232462475,0.5011117448106204,0.8701073146115436,0.4285538428225569,0.2607584095444779,0.38088421309148174,0.6994906280765488,0.8320088038158769,0.3316038309485527,0.4508216952832447,0.9286647165272597,0.6284248391771282,0.5622359782800002,0.7135329090526049,0.5274172502248441,0.6370797663917874,0.5169025569635332,0.8535763306086316,0.6659710042068124,0.7497832606088887,0.8414192946896119,0.874551123337452,0.8733016009393177,0.41224524312513394,0.8261609610016407
1678.16902352,0.8971404174213989,0.818358780261005,0.9068302652850383,0.7356319187441813,0.4673357707325343,0.5050026067321355,0.8662900368064733,0.42849632357844775,0.2550417316158829,0.38417262175006317,0.7033179323420098,0.8316391474926429,0.3321138273567914,0.4523885701265984,0.9281073978109453,0.6295703133338657,0.5631988788903923,0.7129657445773941,0.528031588474538,0.6375202789625328,0.5173767656719842,0.8524164509470338,0.6663492750695899,0.7445404477077449,0.8372111506734246,0.8725495861711111,0.8735082536885165,0.41214150184298926,0.8251620111906741
1686.55255666,0.8972413393736661,0.817149647846419,0.9062453186727022,0.7356208860754228,0.46599324752379545,0.5102131686447127,0.8622725215863328,0.4283950371924003,0.24931385895378835,0.38743006203369845,0.7070086257695501,0.8322471694677517,0.33252657002493596,0.4541032181501323,0.9274442620956428,0.6311142941409223,0.5646666844107839,0.7124318023696088,0.5286491363709745,0.6376809805448914,0.5178917384176653,0.851171968994529,0.6676560039699289,0.7388736105665011,0.8327973579390267,0.8681777757513279,0.8742544968073309,0.41191008695418263,0.8238128220803811
1694.9652068,0.8975557091454043,0.8159854864928026,0.9064170435763648,0.7355663210371077,0.4644849541070344,0.5165217489596143,0.8574515463341967,0.42822512745102914,0.2440220966470075,0.39057500752025376,0.7105220965107767,0.833677136499384,0.33289744689164713,0.4558718480234393,0.9268382668153347,0.6328628304635361,0.566378955907698,0.7118180014256573,0.5291750078436122,0.637704850455124,0.5184709591525501,0.849413487773822,0.6698064854010876,0.7327636541220013,0.827440989448402,0.860544528268987,0.8749485241786678,0.411700673186802,0.8221030460474283
1703.40698655,0.8978654530369383,0.8151439634670927,0.9073558760884601,0.7355322692894888,0.46279307586486607,0.5218043696169844,0.8512057120506424,0.4279658082999248,0.23924718122956462,0.3936703954513681,0.7137836207742334,0.8346651096718872,0.333320756243716,0.45747045782740287,0.9261548894742335,0.6347562768799345,0.5675937189274628,0.7111340109020801,0.5294850441686024,0.6376382047894734,0.5190970310791777,0.8468109715195382,0.6709354197907592,0.7255319136619536,0.8204440373339932,0.8490090313801129,0.8757074275672612,0.4116702309192615,0.8203291959512836
1711.87790799,0.897757728040835,0.8142401999749741,0.908282429519649,0.7354002673931209,0.4608521009879437,0.526150595440057,0.842570873387886,0.4275744169130689,0.23463741710865046,0.3967031790066892,0.7168503008802902,0.8345254926215909,0.3336184276888337,0.45856551796817285,0.925168027104777,0.6364305378469168,0.5682436155709747,0.7104101030549462,0.5296031385377795,0.6374807013280513,0.5194155629482444,0.843359218317916,0.6703372196039079,0.7157639877459495,0.8116106811883592,0.8337884730541102,0.8760540051582083,0.4121405921180391,0.8187285396917813
1720.37798277,0.8974477917356566,0.8132364281133052,0.9089247628792554,0.7351069538788907,0.4586133261293643,0.5309130869548712,0.8318059205295893,0.42705820302700986,0.2301857755112951,0.3996160628426938,0.7195217815107551,0.8333000726462572,0.33381967240960486,0.45956904248741476,0.9239620675439094,0.6378692125689651,0.5687073214625714,0.709645076347884,0.5297968665272782,0.6369293189877476,0.5194983999309007,0.8391758093982653,0.6695730204786263,0.7021072030969012,0.8011937706900965,0.815578508170972,0.8757033425914059,0.4135414874067229,0.8172344755183101
1728.90722205,0.8969863271710456,0.812334367158833,0.9094959006195978,0.7346750259938789,0.45613425405184194,0.5362398729368585,0.8184589039209921,0.4264583589816424,0.22592133438787695,0.40227431249230255,0.7217165877334848,0.8325132761925655,0.33402584456537987,0.4606955748950864,0.9226084426785984,0.6391182395780917,0.569528465841251,0.7083640495460358,0.5300501559067862,0.6361178592911735,0.5194820846271839,0.8343297762290812,0.6696864928399126,0.6839508306590999,0.7891979071484903,0.7961740602581822,0.8747922866353696,0.4156826380971185,0.815776448862926
1737.46563653,0.8964808841457835,0.8115955446751183,0.910162434419777,0.734251658099193,0.45346695158409916,0.5416430743150373,0.8016481832758416,0.42560971924105023,0.2218242988022132,0.40478279573688253,0.7237704064135239,0.8329641471006805,0.3341389039196241,0.4618402465683582,0.9209101033144392,0.6404794296075648,0.570469207809329,0.7068508094124855,0.5300562002407716,0.634810112686963,0.5194164334167569,0.8287797323236842,0.6707554961804956,0.6629430353170688,0.7762619544715651,0.7780589071536175,0.8734612321942301,0.4183205490339034,0.8144130860849041
1746.04891596,0.8958815959511619,0.8110192258677572,0.9103206711793369,0.7340642277691283,0.45060740642917957,0.5465310341473896,0.780732213034319,0.42441559148813596,0.21799526027919958,0.40743667821622553,0.725832213031915,0.8329430949364591,0.33414544642086214,0.4628638894716713,0.9190260478843411,0.6417959243809542,0.5711689036999349,0.7052046350076637,0.5298270717198399,0.6334633051735236,0.5193442083023442,0.8228711324137395,0.6714185071087269,0.6418291899001233,0.7636716424754498,0.7648974099992364,0.8719511610406935,0.42147800439391175,0.8132369438748585
1754.65358123,0.895051674111827,0.8102347408438121,0.9101499791478258,0.7340447394402085,0.4475856692096635,0.5506550811470324,0.7571443320819207,0.4232509319469517,0.2144549350521751,0.4099630018043483,0.7276454774178515,0.8323453103734093,0.3340407180997692,0.46371372371349917,0.916805753915223,0.6429762777652201,0.5714200065361841,0.7035896997186671,0.5294949530949593,0.6324597711969231,0.5190925324017375,0.8167929091156595,0.6715822760377295,0.6250481738196236,0.7528342686572662,0.7596673693054348,0.8701518045723015,0.42500542413563214,0.8123113643855647
1763.27958128,0.8942717231012789,0.8091155391863945,0.9093740355384085,0.7341103445680195,0.4445391206117088,0.5545254716983734,0.7335549247373085,0.42198599478186716,0.2111092573502875,0.4121677593285632,0.7292509907805804,0.8317894779395998,0.33392950574392477,0.4644411748576264,0.9142701769420284,0.6442837020262563,0.5714644814250001,0.7021609354175797,0.5291494226816912,0.6313985486382254,0.518834779078155,0.8106285277442143,0.6709880608214844,0.6163272882173996,0.7448170953031064,0.7611327652348283,0.8681383130445499,0.4285824997839474,0.8114424813167004
1771.92686491,0.8939211125513956,0.8077300617534121,0.9080134596163584,0.7341132147120206,0.4416291316824673,0.5583668375788564,0.7128651700523684,0.42059969615314036,0.20800655137582638,0.41419983236969804,0.730643518241512,0.8316219541875306,0.33385828255120303,0.4652310063773686,0.9113195772256536,0.645497655800714,0.5716466032367206,0.7007616032772086,0.5287914372915936,0.6301819270491463,0.5186215464902756,0.804592300145527,0.6697712945771211,0.6196461709054925,0.7403111314837377,0.7650018790594422,0.866170349342272,0.43208174582891345,0.810433120249477
1780.59538078,0.8934750987023307,0.806028348688188,0.9065098177052185,0.7341259375863547,0.43893574495068277,0.5629710664653985,0.6980194438817454,0.41905217082613694,0.20505390027733364,0.41609275446779087,0.7319060310479811,0.8318131084973778,0.33384886504303324,0.4660240823284425,0.9081188458888656,0.6466684401425051,0.5718622341931014,0.6993548796558251,0.5285262926531917,0.629069683092097,0.5181498201592166,0.7987113626843464,0.6688530586862197,0.6361371112056963,0.7394727398265721,0.7702916920398929,0.8642384466411837,0.43561631040877474,0.8092929234986808
1789.28507741,0.8926876825666058,0.8041838640835477,0.9059355377334543,0.7340420501062562,0.43651168470985563,0.5678096792098554,0.6894836881471563,0.4173954526778632,0.20231512792385925,0.41793889275173923,0.7332714031764442,0.8317773133129021,0.33388909788996496,0.4669230605523918,0.9047101498954302,0.6479186698650224,0.5719317278567204,0.6978027285113062,0.5285900021144931,0.6279809072573941,0.5176617986129072,0.7930334302481392,0.668028131832624,0.6610349101612392,0.7422774518612738,0.7779304919694254,0.861989521666027,0.4391436517766161,0.8080163613955061
1797.9959032,0.8917904081756494,0.8021729241436768,0.9060831858261431,0.7337636836561294,0.43426505850570635,0.570642371182483,0.6852799742123351,0.41574358150579066,0.19987505073004436,0.41949151965681536,0.7345973798326679,0.8310553157292345,0.3338691304743166,0.46775130616421,0.9018251862881188,0.6493692000071957,0.5716951791221284,0.6961533082708405,0.5287132170426645,0.6267608317590435,0.5170433818979946,0.7874974809054227,0.6656907356008679,0.6852487686564088,0.7472749730201808,0.7868527218784082,0.8588257495334933,0.4425618083438341,0.8065581910531295
1806.7210252,0.8913142206537559,0.7999416508306153,0.9059956155846152,0.7332347510831699,0.4320679030507948,0.5710167876127318,0.6868836700252844,0.41397419113425776,0.1979429682260788,0.4208573165223793,0.7357814729757514,0.8299005976531616,0.33386406031316174,0.46839545086441103,0.8995722450336079,0.6506500053070969,0.5709137439052133,0.6942846369684395,0.5286632544013609,0.6254170834490985,0.5164530230233757,0.7821224830518096,0.6624986758211865,0.7009168326748264,0.7528338395158577,0.7943398784866493,0.8537508552490892,0.445654159027181,0.8048831679823052
1815.45600983,0.8910775944243081,0.7974734557580044,0.9050878186444734,0.7324173450108915,0.4296842661332005,0.5685701862562611,0.6945207579825273,0.41205447905492104,0.1963195748272599,0.4223762987609339,0.736846102833045,0.8287756403270086,0.3338001496559125,0.46897068276913845,0.8978045156107657,0.651912124442368,0.56984569805386,0.6922301258176916,0.5284701309845862,0.6239394327121903,0.5158718349870753,0.7764793802928361,0.6590838037606639,0.7086224394893942,0.756709012172915,0.7991255229278907,0.8459577493331909,0.44805750204070705,0.8028697203118643
1824.20079533,0.8905388243137288,0.7949013351306898,0.9046000599816384,0.73136223653919,0.42680144193944114,0.5652422707237619,0.7032086500783749,0.40998336363650006,0.1949217230524118,0.42386503935313985,0.7377070525987757,0.8273413789801931,0.3336975076978885,0.46918400186765236,0.8965389208031028,0.6528320416691913,0.5687406117415695,0.6899131786131466,0.5282572430407283,0.6222000842026199,0.5150883265108425,0.7702806403384608,0.655972047830017,0.7113742146726554,0.7572172526539587,0.801029313462691,0.8345676978726001,0.4491315973301246,0.800347778194652
1832.95532041,0.8892923991941184,0.7919986870215135,0.9047349708693554,0.7302904297207702,0.4230399442177039,0.565222383001442,0.7075186678796305,0.4077707591206176,0.19352985819175345,0.4251088826558849,0.73854043267079,0.8257797321932739,0.3336681539366167,0.4692987532009018,0.8950227521910692,0.6536003880884512,0.5676833887787107,0.6866584250418866,0.5280702686625258,0.6195923095805076,0.5139924019672883,0.7622778921939032,0.6542505098617275,0.7111575175059848,0.7535813654277915,0.7997098824075194,0.8178555888293781,0.44830992285365334,0.7969929135600753
1841.71952428,0.887670287941537,0.7885267245547587,0.9043197454035233,0.7290782319371076,0.4177480971800435,0.57106223619455,0.7046217510559525,0.4057419760069897,0.1923387461401656,0.42650808168781945,0.7396038550161913,0.824461776777778,0.33362256211028674,0.469137829871043,0.8932839283918468,0.6534849263184946,0.5666287469066392,0.6823191089563949,0.5272249334214251,0.6155220689570777,0.5126058604404204,0.7521764772916103,0.6524782511122934,0.7086986507603159,0.7455634897609329,0.7943054851052633,0.7987408760045989,0.4450240603250521,0.7923257432299754
1850.49334662,0.8862554239671974,0.7849264261947564,0.9034099374314344,0.7280289228146085,0.4098561713216482,0.5799445957838688,0.6935337701383338,0.4036520820623096,0.19160954523144205,0.42766248387106826,0.7406393475166861,0.8227023116801577,0.33360721900052026,0.46890238510274246,0.8914945707408042,0.6530869519005659,0.5657375875726021,0.6763960339603171,0.5258074760000417,0.6101659841060489,0.5103846741854249,0.7374863147947571,0.650066408136055,0.70447150471737,0.7332890952346338,0.7840178028339589,0.7896279577360935,0.4389039780590831,0.7857222204152301
1859.27672761,0.8847527435056163,0.782359996802927,0.9018366210802581,0.7269558933237892,0.3976852548856745,0.5871536531801246,0.672980880756183,0.40127347021242304,0.1913094670195063,0.42859755492722895,0.7414710904331214,0.8191594223495076,0.3335963053257031,0.4687777315189733,0.8893918019218829,0.6524240640101644,0.5650909309518701,0.6677581566865184,0.5242976885845005,0.6021210347109349,0.5067172735918878,0.7149927219203139,0.6466495074407013,0.6988162212552438,0.7163494301303444,0.7674160579027511,0.7941261278609596,0.4293861456104142,0.7762837685301942
1868.06353858,0.8828078589874575,0.7792275059157207,0.8998500005454511,0.7251672873751631,0.3787870334722165,0.5915859837536059,0.6400408008520643,0.3987328770158708,0.19145840978063713,0.42952372842568376,0.7424085975696062,0.8126050580410592,0.3335273868703462,0.4688352115535118,0.8842269480894398,0.6506498681653444,0.5644372877636582,0.6546164984817855,0.5224165047425757,0.5884324071219494,0.5007967883124239,0.6809717915264166,0.6413359582347206,0.691409517633308,0.6932080006276856,0.7430398386833905,0.8072769648188756,0.4152240431741586,0.7629164714004092
1876.84916726,0.8810601016404463,0.7723856215007571,0.8978265705578898,0.721817089913648,0.3507482274202651,0.5952140605866398,0.5916753462004671,0.39672063330060486,0.1918662193272146,0.43042547114787705,0.7431768327526526,0.8035047232374216,0.33342830199859813,0.4683585830037205,0.8757069591007625,0.6459238985381753,0.5634895174410823,0.6364171233603974,0.5185939797087306,0.5648903180179747,0.4908737155718994,0.6327679436778801,0.6332685596440402,0.6810127244596688,0.6619067062600562,0.7102710290919263,0.8241831778296389,0.39500635310527715,0.744258245472849
1885.63362519,0.8809604354656044,0.7617727250879849,0.8947976188712549,0.7195506003617764,0.31434777214595355,0.5997601369815251,0.5285469339195928,0.39438126556631065,0.19251737130088395,0.43099747468237076,0.7437123387789201,0.7961499191535888,0.33338207133378267,0.46849730246791643,0.8658252502110156,0.6393299370005197,0.5624989724684576,0.6130399133965917,0.5135300842462652,0.5296491324604647,0.47458555011661824,0.5677334437794478,0.6214501557394173,0.6686392205506531,0.6207216635134827,0.6716156524697355,0.8377099396375259,0.37038541084849413,0.7191835483916189
1894.41692373,0.8813137256238717,0.7489416380779269,0.8906798461971519,0.7178206463900135,0.2783961752154292,0.6058889835212098,0.4564196695331503,0.3915546890107221,0.1933665364875433,0.43142208320096387,0.7440362343435996,0.7946437434232875,0.33334672284012334,0.4691464018358323,0.8565082936531978,0.6302892791343869,0.5617529075217058,0.5864410760282006,0.5074042590503898,0.48635879330779647,0.45223654524532364,0.4979560600627982,0.6068651967640339,0.6556385453765738,0.5681780947612445,0.6291583558586836,0.8444032583034174,0.3434118609083281,0.6868301832893144
1903.19907409,0.8813688141942301,0.7344666314430149,0.8861796792634894,0.7151782067025703,0.25596532254507454,0.6118662399557778,0.3881509467923165,0.3887701555002986,0.19452511060080707,0.4318604499656825,0.7446731485561291,0.7951360864947137,0.3332942249337929,0.469393602247736,0.8468914009574111,0.6204984702669664,0.5605037276719116,0.5625057523738345,0.5004556587352721,0.45381003848394086,0.43295556012879294,0.4493636107052197,0.5948743253350006,0.6419605339074438,0.5056695801116231,0.5840722762144643,0.8455034794436892,0.315979905494613,0.6476470183044961
1911.98008732,0.8810049099344502,0.7195995777864105,0.8820701968577236,0.7128221191978221,0.24846034508982812,0.6157349734671633,0.3517325947993212,0.3861583214634372,0.19596366488498887,0.4322270247057448,0.7452385036184472,0.7948354741713386,0.33332409379768463,0.4692244510617305,0.8384196555764667,0.6151995204650378,0.5593350371387478,0.5465169345486786,0.4943982032506194,0.4498984037018162,0.42762541465335635,0.43616275899774226,0.5895984751070018,0.628020999251842,0.44455730662679466,0.5368331184700574,0.8432881866496866,0.2905324680204228,0.6065369793094385
1920.75997429,0.8804358118645846,0.7060346584790429,0.8784756123481532,0.7117627879059147,0.24902580173650055,0.6171533309978454,0.36177344170490383,0.3835046924956422,0.1978798141085809,0.43242118736178053,0.7455926313543804,0.7932851768883458,0.3332977610862299,0.4692254869546601,0.8342406898918834,0.6159292873808058,0.5580933856654118,0.5388531052107703,0.49097198532969866,0.4669719896828732,0.43382460282222596,0.4482199255314658,0.590211737918678,0.6155822070478205,0.4086586519040282,0.48765449998444116,0.8399471449251229,0.26973429564167656,0.5718700175739702
1929.54914243,0.8798660170935988,0.6951335000564801,0.8758703953826495,0.7113115804567144,0.2527279572142657,0.6160536763663855,0.4011426153773901,0.3808647577722417,0.2001303069686128,0.43270333045082005,0.7459526725887998,0.7922185344221577,0.3332986586548808,0.46904705214135156,0.8327647749852126,0.619032138918542,0.5566368241752999,0.5367322618807951,0.48966751207228687,0.48695837365451766,0.4438935316042521,0.46874144432972814,0.5926964985716919,0.6057265711971347,0.409185107567567,0.4388132490188881,0.8362285864705937,0.25438312407700586,0.5495954669790587
1938.35679058,0.878817392059801,0.6871059622145038,0.8744758107983632,0.7115142548336666,0.2575896895668171,0.6124947198016705,0.4463924407060462,0.37825626693095604,0.20242038744463886,0.432944899259765,0.7461160115127731,0.7922802142176146,0.3333641645535522,0.46875949007523543,0.8331493717882524,0.6226619157004029,0.5549001110267896,0.5374795228918389,0.4893870413902491,0.5016784995250858,0.453357234994231,0.48711731649552803,0.5946864758852387,0.5978900321671703,0.4298717075380029,0.4004086910256466,0.8329547807955806,0.2424297851313476,0.5406396929957135
1947.18286652,0.8774280530311503,0.6808634092489602,0.8734776122933375,0.7124088551941172,0.2631367592220311,0.610195077691257,0.4884926586125112,0.3755502579115248,0.20493590104728357,0.43330057597143795,0.7464885674666046,0.7924591126988267,0.33342385167419125,0.46816979942279263,0.8341082166308674,0.6257864260352181,0.5532074385134783,0.5395678446037842,0.489220525746196,0.5113320997135878,0.46121483039850025,0.5017460427530263,0.5962114661177629,0.5906220545139039,0.4532398524208012,0.385242683609979,0.830818033901636,0.23084791923097114,0.542507278076131
1956.02731804,0.876216287906695,0.675803241216817,0.8728074945523813,0.713756060260153,0.26943713522086576,0.6146081766524999,0.5273882073599903,0.3727121162551044,0.20784138768145402,0.43353143527473326,0.746829093803218,0.7931751035428111,0.3334189825238748,0.46746874020751716,0.8356594124950917,0.6287362494050811,0.5520945837211688,0.5420426130634284,0.4890192457851865,0.518403808039762,0.4675000454982883,0.5144510635998116,0.5975410378899609,0.5837020306020042,0.47894786723861527,0.39518027417167084,0.829989538755513,0.2194231295018378,0.5507650337290577
1964.89009294,0.8753402612170009,0.671664154260267,0.873239752111116,0.7151561091034138,0.2764900903212276,0.624808598796056,0.564644931699032,0.3697845507747998,0.21110342081055125,0.43383229179008576,0.7473027557790501,0.7948664226005364,0.3334632671469498,0.46693831798744906,0.8372990171423864,0.6317353294208171,0.550879423693941,0.545001262619658,0.48871898495478777,0.5250963939050802,0.47259238279163784,0.5277433275442671,0.5985969346938567,0.5784566285474722,0.5051225674115408,0.4184174117859776,0.8296000501412581,0.2105675077375663,0.5617511202051675
1973.77113898,0.8745284919948728,0.6684397066870594,0.8737683574650884,0.7163098419162227,0.28423467271509617,0.6348382349607287,0.5989227636790652,0.36682922202015306,0.21479464243909938,0.43415526291980294,0.7478835785349516,0.7961246124804544,0.3335288431445863,0.4663280931899569,0.8387385982696439,0.6349336857858648,0.5494473194973298,0.5487943663210175,0.48843709187376116,0.5323477313676284,0.4769157533006463,0.5426013960480347,0.5985884649634946,0.5750557764944803,0.5275150638021058,0.4402118283702339,0.8292523145327044,0.2062339185058064,0.5740064275844416
1982.67040395,0.873674354689865,0.6663148276089609,0.8750751811702013,0.7171360733230399,0.29242210682206454,0.641107456688719,0.6291164565550883,0.3638944082433568,0.2189437908554813,0.4345482175108905,0.7486823968805294,0.7976300875557947,0.33356212317499495,0.46586695636306036,0.839643029314887,0.6379731790645113,0.5478083050063933,0.5535572399539282,0.48864057292804736,0.5404506751784459,0.48092821944977243,0.5588254814889754,0.5979167567255909,0.5702552791905456,0.5487680659144557,0.46390801478553584,0.8286474841022708,0.20535791390018904,0.5869597621265885
1991.57932378,0.8727665749543209,0.6652770409755983,0.8773061931912134,0.7177745938751162,0.3007358517213453,0.6448862162132295,0.6533850797298584,0.3610540091359222,0.2233810948920655,0.4349372333719482,0.7493063753753471,0.7993799637899355,0.3336218405251726,0.46602673378797044,0.8403366822732002,0.6409808992711112,0.5466218698405778,0.5592362590700279,0.48972525870133327,0.5490992265247086,0.4846702741878306,0.5757660083909771,0.5963308581567139,0.561508660973731,0.5727923926708738,0.49671421515113373,0.8276860164223173,0.205896583682611,0.6001546363792354
2000.48893957,0.8729023669492114,0.6648341506900012,0.8809081350408515,0.7184807339626531,0.30881539334901775,0.6475535061458207,0.6714478124006688,0.3582239966597942,0.22811060623353213,0.4352958366276595,0.7496416599059436,0.8007849746021618,0.33374945199362477,0.4668150320659408,0.8404844809383889,0.6440306036973061,0.5467055235759402,0.5654927079582294,0.49143582566139576,0.5576363624433922,0.48833407828757847,0.5929687688736263,0.5940516941113391,0.5502850054231301,0.5993998912340437,0.5413900294399846,0.826232767145631,0.20607784624817999,0.6130866489063004
2009.39924527,0.8741327671174041,0.6647082056764217,0.8852774075416475,0.7192769871331045,0.31633246624389677,0.6500110618191473,0.6845778731492508,0.35540405183937296,0.23325545480876664,0.43560941564659406,0.7501795796494081,0.8021764070288577,0.33384907975778755,0.46838784639095293,0.8400287934883276,0.6471668969509791,0.5481949817739125,0.571726617286412,0.4933529276098788,0.5657006935893889,0.49199068908014315,0.6092808713155553,0.5932064384350558,0.540788566464087,0.623571510241696,0.5873851700138623,0.8247000656253073,0.20425571434354567,0.625178564386307
2018.31023493,0.8753279504529358,0.6647494262649687,0.8886385964457015,0.7200713149117399,0.32306983791016775,0.6518971415140691,0.6942095088858995,0.35258856542810824,0.23868276014987974,0.43591506727046275,0.7507462721766226,0.8038550950582984,0.3338850634348542,0.47060512289872436,0.8393774622727852,0.6502098357326358,0.5506443817368815,0.577646132977153,0.49528471191996004,0.5729730216650006,0.4953483342113965,0.6240124227877558,0.5962542349273516,0.5349920010786401,0.6419125071409236,0.6235346463801472,0.8225690041360814,0.19983122799901534,0.6360986086751332
2027.22190266,0.8760400783676948,0.6651029891628906,0.8910149147932832,0.720876453292895,0.3289169292648748,0.6535029370054145,0.7007513626760667,0.3497072047264673,0.24429926978152386,0.4361279171314897,0.751145181327551,0.8053358519510941,0.33395647883314095,0.4731417848518356,0.8380092447333837,0.6529420204868452,0.5536564100667797,0.5831452971075305,0.4970653545227911,0.5789950155321734,0.49841997255982357,0.6370854761995549,0.6015202245501498,0.5303015502810174,0.6548284078000531,0.6489676895150387,0.8194993170710204,0.19303490770942283,0.6457463502314492
2036.13424266,0.8765110059277388,0.6658719531379453,0.8935290065672515,0.7216906235804553,0.3338399275208645,0.6561206006901384,0.7047317508876151,0.34688525408841797,0.25016949277227374,0.4362794891906632,0.7516565354244248,0.8067117561268782,0.3340772777617584,0.47587577718984075,0.8355424326793803,0.6552989090629813,0.5567893769422037,0.5883739252342166,0.49885371611620827,0.5836276012911464,0.5011639044284512,0.6482565683029822,0.6036799724391311,0.5241413107990414,0.6629587830177517,0.6665267896145368,0.8154985159921947,0.18485765286413483,0.6542463076537397
2045.04724919,0.8765516950126733,0.66701298312866,0.8956412259661457,0.7223729771603137,0.3378680873462005,0.6583897775924168,0.7078962716031865,0.34417103113334363,0.2563745886931419,0.4365373272787681,0.7520759340549347,0.8085886140235713,0.3341637921244421,0.4784132681089463,0.8325053573749482,0.6573682052915485,0.5591302136412353,0.5933622607086113,0.5006722665752552,0.5871238045645689,0.5034529357540427,0.6573261456946992,0.6007806531137095,0.516860365019972,0.6672965667700469,0.6783633515640776,0.8111507541956521,0.17682401868317987,0.6617399714391815
