,10_Otago_00001 10_otago,10_Otago_00002 10_otago,10_Otago_00003 10_otago,10_Otago_00004 10_otago,11_Iceland_00001 11_iceland,11_Iceland_00002 11_iceland,11_Iceland_00003 11_iceland,11_Iceland_00004 11_iceland,15_Oxia_Sophia_00001 15_oxia_sophia,15_Oxia_Sophia_00002 15_oxia_sophia,15_Oxia_Sophia_00003 15_oxia_sophia,15_Oxia_Sophia_00004 15_oxia_sophia,2_Atacama_Red_00001 2_atacama_red,2_Atacama_Red_00002 2_atacama_red,2_Atacama_Red_00003 2_atacama_red,2_Atacama_Red_00004 2_atacama_red,3_Sabtha_00001 3_sabtha,3_Sabtha_00002 3_sabtha,3_Sabtha_00003 3_sabtha,3_Sabtha_00004 3_sabtha,4_Watchet_Bay_00001 4_watchet_bay,4_Watchet_Bay_00002 4_watchet_bay,4_Watchet_Bay_00003 4_watchet_bay,4_Watchet_Bay_00004 4_watchet_bay,4_Watchet_Bay_00005 4_watchet_bay,4_Watchet_Bay_00006 4_watchet_bay,5_Granby_00001 5_granby,5_Granby_00002 5_granby,5_Granby_00003 5_granby,5_Granby_00004 5_granby,6_Hydrothermal_Clay_00001 6_hydrothermal_clay,6_Hydrothermal_Clay_00002 6_hydrothermal_clay,6_Hydrothermal_Clay_00003 6_hydrothermal_clay,6_Hydrothermal_Clay_00004 6_hydrothermal_clay,7_Oxia_Teresa_00001 7_oxia_teresa,7_Oxia_Teresa_00002 7_oxia_teresa,7_Oxia_Teresa_00003 7_oxia_teresa,7_Oxia_Teresa_00004 7_oxia_teresa,8_Mudstone_00001 8_mudstone,8_Mudstone_00002 8_mudstone,8_Mudstone_00003 8_mudstone,8_Mudstone_00004 8_mudstone,9_Congo_00001 9_congo,9_Congo_00002 9_congo,9_Congo_00003 9_congo,9_Congo_00004 9_congo,00001 Standard,00002 Standard,00003 Standard,Standard_retest_00001 Standard_retest,Standard_retest_00002 Standard_retest,Standard_retest_00003 Standard_retest
1480.53455271,0.9357910554345067,0.9197939851058576,0.9453123366714365,0.9387102062022387,0.9929245493827408,0.9956426192769378,0.9957964129995553,0.9937833050640033,0.9792647116616744,0.9801295353597874,0.9777490685120398,0.9798125274812732,0.9005705988790096,0.9030169988093897,0.9021382395668662,0.8967652449672038,0.6770335692596047,0.8044950138629139,0.7855229183065165,0.7869322842257127,0.9399120777398423,0.9584593481966353,0.8951869440732002,0.9520093933577107,0.9612390000608191,0.9088034932820692,0.9509104717050051,0.9512614813937358,0.9309673843426187,0.9414016766707122,0.9685700636345185,0.9671609786594326,0.9655345831729817,0.966650698996237,0.991647938359585,0.9922176637539923,0.99235793218944,0.9922741598145892,0.9818075731313408,0.9827765563927993,0.976038676957935,0.9854369145176965,0.9814802834286087,0.9810435378647998,0.9734342218895518,0.9744422710577948,0.999289530160768,0.9977188477020184,0.9912731898107879,0.9955383774734456,0.9951518092410764,0.9953617016540546
1486.32495713,0.9398118357496769,0.9258682990169279,0.9497561409555398,0.9435229040961004,0.9941928195866009,0.9963763214995944,0.9964665861205421,0.9950925468287776,0.9813457190909366,0.9816078961142053,0.9797549436398658,0.9816892892027501,0.9006704503488528,0.9031281913353274,0.9024575401315035,0.8968931505821297,0.67877217395132,0.8068675769139617,0.7876983155422927,0.7893430115438829,0.9414339130938137,0.9590853300937955,0.8957488011323319,0.9529983218897299,0.9622576504345175,0.9092996852276897,0.9559321261951833,0.9564630697680143,0.9374692260231797,0.9471370973173981,0.9720938000845311,0.9710318052746806,0.9691899042591136,0.9705460777413051,0.9925195631144252,0.9934705357491681,0.9936931261662075,0.9934609676484678,0.9831028070790646,0.9841324538584725,0.9775117513034994,0.9869327413350735,0.9834939002916478,0.9824053327116086,0.9757554731383313,0.9767946831315674,0.9993094397026796,0.9976887076764605,0.9909725769432111,0.9958067833033577,0.9954178484069646,0.9955483667493005
1492.12159183,0.9435636936847371,0.9317835594700832,0.9541306082532945,0.9479277662200148,0.9951417348516298,0.9968602405558468,0.9966842765448068,0.9955687132514539,0.9831794399761111,0.9831012948967324,0.9814962311792976,0.9836096014178498,0.9008123826811192,0.9031745972627745,0.9030152636701155,0.8967698685788021,0.6816684276545238,0.810260445945459,0.7913443841713776,0.7931573622887478,0.9435753250273339,0.9600866289935648,0.8982503931066982,0.9545655484081927,0.9636214448288133,0.911463484122562,0.9609647919939627,0.9612166879152322,0.9434123066623111,0.9523625084604023,0.975332048769024,0.9744211276798216,0.972667590438124,0.9740859975700032,0.9934341297667145,0.9944581181508232,0.9949443537880471,0.9944924398784866,0.9845431042554225,0.9852239537487218,0.9790619829610168,0.9884907330093038,0.98537355334329,0.9835298984723472,0.9777304375415927,0.9788704238635118,0.999274864205652,0.9976541655014635,0.9907696427535037,0.9958976586787258,0.995498479328782,0.9955628190902683
1497.92442836,0.947329672606971,0.9375516019117842,0.9582945469672195,0.951971554580371,0.9960246760825766,0.9973018310607432,0.9968902271510038,0.9958421824561354,0.9849753973540879,0.9847255068113208,0.9832382630198853,0.9854519830952706,0.9010402812856501,0.9034862473963773,0.903857729150711,0.8967822362348493,0.6864202229880155,0.8154474281168369,0.7974796408581238,0.7988938421145615,0.9470909036521453,0.9624934535398293,0.9040083177615308,0.9573782813769613,0.9659686790742853,0.916583216980605,0.9660461727378377,0.9654827840748743,0.949244840527693,0.9574216279694361,0.9784545900000468,0.977682723517931,0.9760363944345043,0.9773427705879664,0.9945128176189449,0.9952231715126918,0.9960065053751814,0.9954485810472277,0.9858806657806815,0.9867785923585267,0.9807339001458054,0.9901635467783673,0.9870586845940842,0.9848896331572214,0.9796616916856355,0.9808259532739446,0.9992749831125034,0.997647448288166,0.9906321849948035,0.995812966867203,0.9954141983619633,0.9954238253032245
1503.73343845,0.9510626042631108,0.9430857602883742,0.961840315060595,0.9556111391446155,0.9968145443690912,0.997688972972547,0.9973018012454985,0.9960242555080046,0.9867733091283578,0.9864235870406854,0.9850312548537049,0.987216418138849,0.9010036976291913,0.9037408270689569,0.9047287384280426,0.8970574408374646,0.6920002764214916,0.8213731838945442,0.8045520806363862,0.8054609700893746,0.9513938710295281,0.9658398975591749,0.9111088756177446,0.9607755334789615,0.9686592442386586,0.9231087948423817,0.9706514691058672,0.9692987015998894,0.9550186221437454,0.9622131081701414,0.9813967405470866,0.9805385174362489,0.9793275211642627,0.9803109805683832,0.9955535039138352,0.9957850957943725,0.9967732231773103,0.996245747093521,0.9874264160006249,0.9883473606994749,0.9823641234192447,0.9920102116600715,0.9884211850994725,0.9864597840328186,0.9815691272999322,0.982631081258003,0.9992987355096205,0.9976238563312424,0.9902694601536538,0.9957495886530136,0.9953419458284668,0.9953774007712312
1509.54899004,0.9545712046149144,0.9484343686351265,0.9651654283500732,0.958779535712017,0.9976428747808115,0.9980158389246742,0.9979956566149766,0.9962465214333426,0.9886067450327628,0.9882530283643643,0.986805275163535,0.9889248572614986,0.9009208753015097,0.9039283716282195,0.9057464949439942,0.8973503814181928,0.6970423957164925,0.8265707928144665,0.8110484119134722,0.8113925930068089,0.9553825514334408,0.9688813566026367,0.9169240987536584,0.9636203358764666,0.9707255641009463,0.928879083200631,0.9745478362483205,0.9728050425094309,0.9602033994036067,0.9666003169529599,0.9842403433670434,0.9831857330341036,0.9826168086775732,0.9831790121049212,0.9965934380268843,0.9965204587387216,0.9977118696067913,0.996935649955132,0.9894562969582855,0.9898353864494578,0.9840965494945161,0.9938449505897943,0.9900439041747303,0.9882319732686837,0.9836138299588981,0.9845997874379473,0.999308772132073,0.9976064465402925,0.9899324125617185,0.9957076141867405,0.9952753283829748,0.9953796714732605
1515.38336105,0.9578028257315487,0.9534470564448349,0.9684813698083408,0.9617036489936249,0.9986216635654656,0.9983576924983105,0.9987220162086826,0.9966707714460105,0.9904136225570668,0.9901255447511877,0.9884237921048005,0.9904874427530944,0.901171189763538,0.9041113534071116,0.9067206792168787,0.8972419901904617,0.7008603493336958,0.830407481449382,0.8161232054749183,0.8158981720743074,0.9581565732685405,0.9709233891532689,0.9205485155572388,0.9654275982315556,0.9718545884620383,0.9325760294153973,0.97810095146898,0.975735785885384,0.9650506436175815,0.9705151467328347,0.9868035431624286,0.985779230858586,0.9854778292118921,0.9858344223471458,0.9976051543186213,0.9973628223258612,0.9987024003923289,0.9974664665810569,0.9914136131976186,0.9911405533681854,0.9857364316684702,0.9953342524745448,0.9918189147338683,0.9898858041706162,0.9854582029244413,0.9864349748655709,0.9993134411317766,0.9976067521443371,0.9896469990922659,0.9957633477759401,0.9953373751925888,0.9953618357296646
1521.23658861,0.9608626317175594,0.9577366337582645,0.9713643444718427,0.9646663699949591,0.9992263099806941,0.998558130910676,0.9990324682974695,0.9974450414390217,0.9919978394614817,0.9916782233885026,0.9899511720464717,0.991856162925239,0.9015405101136209,0.904264960488402,0.9073169199355934,0.896930096315744,0.7034962271335157,0.8330307684064505,0.8195317182184743,0.8189628132508472,0.959730181171904,0.9719414838204231,0.9223431921299706,0.9664445908284831,0.9722673711077444,0.9341409453987228,0.981257167819186,0.978238652107675,0.9694570226510149,0.9737908947064241,0.9889052685876283,0.9879376569411854,0.9877117176250837,0.9878785263425149,0.9983493449820837,0.9978440320193886,0.9992145783237464,0.9978297317322599,0.9927706545963986,0.9923945059360921,0.9870143627761803,0.9961760880974718,0.9929717308492713,0.9909144100084523,0.9868617182962057,0.9878511765945676,0.9992800356426284,0.9975879462755224,0.9892957639926716,0.9958399572336177,0.9953747532996214,0.9952683456244454
1527.10870977,0.9635382844436778,0.9612220522034771,0.9734922273807194,0.967662075778008,0.9995760946405525,0.9986403487010488,0.9992350359074725,0.9982881279623161,0.993079158981623,0.9926860693115287,0.9911202930780275,0.9929544651367933,0.9015676581990639,0.9042151775752225,0.9075579267581396,0.8966426929534181,0.7052578745366227,0.8348600863870874,0.8217547277527522,0.8209540070295022,0.9605610083837721,0.9721954787704286,0.9228206364952916,0.9667666569238583,0.9722020026688436,0.9344807596823722,0.9838444531475014,0.980661256672867,0.9730438881881537,0.9763793414755828,0.9905296197864949,0.9896653592315596,0.9893034239490143,0.9895158534281356,0.9988797920544109,0.998082022320704,0.9993395856743589,0.9981289747376578,0.9936830272492271,0.9934502451401054,0.9880623147828521,0.996219618017647,0.9935448974754583,0.9912196957010981,0.9879829583561227,0.9888513746829071,0.9992252077622472,0.9975817936870994,0.9889039677007337,0.9957382947187768,0.995190459989863,0.9950708412253446
1532.99976154,0.9660449839088538,0.9644238537893617,0.9754109903204369,0.9705380560856294,0.9996676194873487,0.9989523147568014,0.9996468609525581,0.9988538773567434,0.9937579102654001,0.9934795312901945,0.9920924818949126,0.9936714437579409,0.9014269571585737,0.9041041746352748,0.9077185578724543,0.8965149583914139,0.7076101638088307,0.8369751281402121,0.8242899110141428,0.8232472781530701,0.9614486831313405,0.9722446798104751,0.9234253267132361,0.967026644458832,0.9723509640787337,0.9349013162265697,0.9859231891366246,0.9829391832261148,0.9759166761654268,0.9785669169122907,0.9920462972788288,0.9913451148011957,0.9906088238573637,0.9911769512290124,0.9992481979721813,0.9983997393102307,0.9993572986063097,0.9985103101616405,0.9944712570494438,0.9942521810223731,0.9891858362501426,0.9960315054061487,0.9939660778583628,0.9914662477734559,0.9890819025207823,0.9896663152747632,0.9991989634317352,0.9975999450571874,0.9884946296447089,0.9956192981799662,0.9950142227857159,0.995036969791888
1538.90978084,0.9685200731247977,0.9675322319868319,0.9775282820528117,0.9731606934737209,0.9996917381659274,0.9994332101610437,1.0,0.99955345448864,0.9943503459733656,0.9943436650482458,0.9929408140906393,0.994417418177035,0.9013500831429302,0.9041793464627664,0.907986467215357,0.8965344407681494,0.7122935029780668,0.8409144723619555,0.8291230492775002,0.827625503145396,0.9632123470836097,0.9729183687238546,0.9259667487229201,0.9682659897058657,0.9731895570429148,0.9369436958526091,0.9879784819725075,0.9851344771018974,0.9783377279445171,0.9805289887451009,0.9936137897184598,0.992927380248022,0.992166125866706,0.9928126230680479,0.9994685980430421,0.9987069682640299,0.9991415007400939,0.9987696143725695,0.9954067355498027,0.9951970645089534,0.9904712244226404,0.9960804980279299,0.9943593781592527,0.992345812863533,0.990351347958987,0.9904356423879932,0.9992338368060826,0.997595605541418,0.988198264838599,0.995430832412362,0.9947910423272409,0.995022000288606
1544.8387776,0.9707909764796352,0.9705131611775594,0.9797692734043294,0.9758507057621238,0.9998773162761412,0.9999748341821767,1.0,1.0,0.9949474158694298,0.9953356080665718,0.9939918843883807,0.9953661699465979,0.9014313240334467,0.9045309290191026,0.9084040882758531,0.8968284272573572,0.720617337635302,0.8472618156708533,0.8368698135388853,0.835094088778174,0.9663438850912484,0.9748587263139862,0.9312995015108018,0.9708229992871771,0.9749831956711366,0.9414828970085736,0.9900380792105112,0.9874775869589587,0.9805889797884938,0.9826597683977778,0.9951326072211639,0.9943785149109822,0.993727073022569,0.9945344602454599,0.9997715241261624,0.9988382911226283,0.9989577884957771,0.9989752981866138,0.9967905438531159,0.9961426356179391,0.9917244328658347,0.9962371908356048,0.99477196582393,0.9936761790898253,0.9916034666524324,0.9911727108230464,0.9992398147063655,0.9975226380431361,0.9880017720079568,0.9952515235970311,0.9945930042523513,0.9949715691019867
1550.78660554,0.9729157598344121,0.9731660952213675,0.9816188824989686,0.9780674758100295,1.0,1.0,0.9993613395124298,0.9997419971131258,0.9955559389022349,0.9960411641728213,0.9951439690738407,0.9961540093479969,0.9015578532870127,0.9047265918943138,0.9087400356359073,0.8971785020503837,0.7325596649991887,0.8553637439953846,0.8469592685560615,0.8447058662980067,0.9701290245874663,0.9773572028587411,0.9382955092492646,0.9738937826299007,0.9770717614063223,0.9476883142185211,0.9917870589697176,0.9894856243839179,0.9825829839896169,0.9847082633085195,0.9962607261340133,0.9954798853677257,0.994850425800794,0.9959193663992701,0.9998247136940217,0.9986780813873884,0.9989865727627469,0.9991310583145094,0.9979506679330603,0.9966804289842135,0.9926779848086547,0.9960965880661538,0.9952811143029003,0.9947979577410166,0.9926265314426481,0.9919776733707111,0.9992285041355898,0.9974748656613823,0.9876520054222139,0.9952705661973705,0.9945117346889567,0.9950288170886635
1556.75329898,0.9749583506139562,0.9756017125833051,0.9829736465165877,0.9801366349941742,1.0,0.9999767010873034,0.9988448759108768,0.9987309350886265,0.9962290449874249,0.9964426406092927,0.9961939781874273,0.9967380770238387,0.901508744510163,0.904718023849412,0.9088567137028063,0.8974199691098667,0.7466698594974824,0.8644591891440596,0.8582275161047412,0.8550988998518005,0.9737027807568117,0.9796135088127857,0.9454278454946001,0.9770085905734235,0.978974707784557,0.9540983176647286,0.9930951041340415,0.991119084092652,0.9844569231113814,0.986488708191239,0.9970306485199242,0.9964508877262468,0.9956173581230939,0.9967884069410403,0.9996784481263304,0.9985642388724533,0.9991230861069275,0.999303987206249,0.9986206960699439,0.9972866134251176,0.9937420369365908,0.9962881714517717,0.9957206634824645,0.9953083937963029,0.9936391025455562,0.9930744365698138,0.9992122823917403,0.997460218535469,0.987198169835307,0.995340851878151,0.9945177338313684,0.9951394004412938
1562.73889214,0.9770415127769437,0.9780300340545618,0.9842736486637814,0.9823980973445513,1.0,1.0,0.9991068398013742,0.9983530177135668,0.9967526175592653,0.9965369925915606,0.9971214043045665,0.9972496320537797,0.9014809113503931,0.9049439321605144,0.90885991847733,0.8978622378674663,0.7615798794437236,0.8739926993641253,0.8698204471690542,0.8655616686076293,0.9769832641014589,0.9815704338433172,0.9520529748767503,0.9799772550863364,0.9809338033584016,0.9598299992161781,0.9941785363945633,0.9923434772269824,0.9863013516609941,0.9881371719531508,0.9977146021540831,0.9971916811259225,0.9964984514098002,0.9974872423301461,0.9996364208427894,0.9989117346693897,0.9992623394084458,0.9996877452691039,0.9990144540659096,0.9981013746604268,0.994931667213906,0.9969563145784575,0.996048427805055,0.9955729631554361,0.9945847283481993,0.9942622726237654,0.9991789191150526,0.9974358407814499,0.9868894126947374,0.9952893906309247,0.9945643728116335,0.9951423951471259
1568.7434192,0.9795631035390258,0.9806168781510027,0.9860447290566501,0.9846502881277983,1.0,1.0,0.9998257994919599,0.9982470141274384,0.9971391918062044,0.9966530977048201,0.9978779882429428,0.9980273069978609,0.9019519586127059,0.9057656770464301,0.9089676474185646,0.8985471346182359,0.7765974765252678,0.8835584790902192,0.8810099848107614,0.8758036338140869,0.980096658551107,0.9834532107222753,0.9580810143571461,0.9829168418004044,0.9830544217151324,0.9651477088313476,0.9955119783869842,0.9933760957475826,0.9885283712435743,0.9898910602594495,0.9986029461835138,0.9977001520556675,0.9978213221942479,0.9984159983837899,0.9997272335487813,0.9995803803013669,0.9995126763316833,1.0,0.9996619167099425,0.9989561122713875,0.996378263877214,0.9978217594839046,0.9967901803727816,0.9963095218736332,0.9954181194277827,0.9957064397702435,0.9992324815985403,0.9974154606543852,0.9868210640346672,0.9952630443607206,0.9948046219003501,0.9951885330704666
1574.76691423,0.9819468082716589,0.9831150963356344,0.9881019901253421,0.9865550335154919,1.0,1.0,1.0,0.9984357139922805,0.9975476506654781,0.9969277561677883,0.9984726810787632,0.9987360685155099,0.9025974059522985,0.9067943736195615,0.9091289965493561,0.8993764830888888,0.791649033064452,0.8928961251040224,0.8911712208367573,0.8857177677286437,0.9828068464410877,0.9852932645001399,0.9632387536716982,0.9855810045668777,0.9850072675802114,0.9699756400197758,0.9966846524777626,0.9942616510638076,0.9903650609025731,0.9916929323158551,0.9994259813192266,0.9982555894962634,0.9990596465110013,0.9992911550523159,0.9997999480654116,0.9999215636529488,0.9997954298415397,1.0,1.0,0.9993413575077222,0.9975898717265056,0.998705560564078,0.9975500877396307,0.9973320592814142,0.9960786836666314,0.9967982772595914,0.99928121294251,0.9973778793766781,0.9866487881020426,0.9953930279150665,0.995123073305523,0.9953665350899096
1580.80672696,0.9838770341854592,0.9852841771376136,0.9900878997221269,0.9883413735476536,1.0,1.0,1.0,0.9993368851912723,0.9980024970651258,0.9973463854688064,0.9992564332886029,0.9991629391033312,0.9032390492206638,0.9077366856689335,0.9095697309627471,0.9000038830538488,0.8070001863901388,0.9019976115583643,0.9006568694891159,0.8954192783689022,0.985116965057063,0.9873533630225033,0.9674947536407862,0.9876635678243857,0.9867810625874545,0.9740735193025226,0.9976516726739134,0.9950286043864667,0.9920181656227355,0.9933039238463562,0.9998542437532423,0.999120182541473,0.9998613629812422,0.9999019848126928,1.0,1.0,1.0,0.9999584268475282,1.0,0.9995561027136863,0.9986986245030333,0.9996640732478328,0.9983520933967218,0.9984858783038639,0.9969257128219022,0.997376587106512,0.9992615766703963,0.997343901003458,0.986198299399564,0.9954735770737493,0.9952072377113188,0.9953908637459412
1586.85843732,0.9854053423482314,0.9869089557398536,0.9914469084574238,0.9898105848657884,1.0,1.0,0.9999610575272722,0.9998035808466786,0.9981202898200878,0.9976888015979228,0.999578646581397,0.9993636702018038,0.903820664929108,0.9083923494879464,0.9099900710242664,0.9001226815635871,0.8223436205521918,0.9108536626042123,0.9097905343701693,0.9048668509455242,0.986934533785471,0.9891959668626504,0.9711093284524,0.9891010188706535,0.9881691416719921,0.9773947627768341,0.9983966347908815,0.9955499378815328,0.9932248430041472,0.9943721082193718,0.9998519012358217,0.999728697587196,1.0,1.0,1.0,1.0,1.0,0.9997614886307274,0.9997415277582948,0.9998548375352274,0.9993992830896883,1.0,0.9990914525920255,0.999398397131578,0.9978268859516565,0.9973834075024209,0.9991792005004606,0.997332836107421,0.9856933327828162,0.9953115285330942,0.9950338334128913,0.9951781349090563
1592.92202448,0.9868284852841032,0.9882890945447717,0.992413199667186,0.991112864362621,0.9998244715395261,1.0,1.0,0.9995967624078014,0.997979290695623,0.9979110321061708,0.999697881323044,0.9994970921716773,0.9041719122721629,0.9086416794437647,0.9103311225363868,0.9000712790140544,0.8376932072764316,0.9196153403048594,0.9189366389294094,0.9142901806951639,0.9886145205485398,0.9906001355783792,0.9746119781364415,0.9903500061653667,0.9892398703859342,0.9802334023674226,0.9989585929716803,0.9959486177244028,0.99434556044189,0.9953948424863669,0.9997450489128583,0.9999357027823339,0.9998420098618095,0.9998191026345902,0.9998335273999055,1.0,0.9998793827625838,0.9995506068565048,0.9993133555627357,1.0,0.9997322312148554,0.999745038825814,0.9994783558934458,0.9992806963345551,0.9982750159730573,0.9972546662023759,0.999120196543117,0.9973096398992832,0.9853273668669005,0.9950409436641642,0.9948337173129687,0.9948312874343377
1598.99746754,0.9881164760665958,0.9896124165673783,0.9935062968318648,0.99201027325038,0.9995229300892781,0.9997717938882766,1.0,0.9990027579879686,0.9977928350930926,0.9977480307660989,0.9998452936430375,0.9994231780879399,0.9044265052140384,0.9087467231502782,0.9107538288715277,0.9001056632407751,0.8538185042816361,0.9282253280911786,0.9282078353204032,0.9238994903061638,0.9901863181845831,0.9916685953103748,0.9781784560400512,0.9915917917553689,0.9900910505579938,0.9828647448467457,0.9990834371607241,0.9965568296414683,0.9958069854810524,0.9963836556841972,0.9996356482165112,0.999941044185157,0.9997440080462255,0.99968957684445,0.9995482876140683,0.9998837751295742,0.9996872803906347,0.999287848330548,0.9990464092889912,0.9999552778891513,0.9998360213823754,0.9992560646353263,0.9996586002693855,0.9984170650004256,0.998319577033379,0.9972447957909436,0.9990708833580798,0.9972980977103552,0.9850655623962784,0.9948406610586241,0.9945967342509017,0.9944862185373267
1605.08474557,0.9896039364863052,0.9909775823287879,0.9943067615591957,0.9929585994977215,0.9993339171398116,0.9996219868033511,0.9996276438662323,0.9986595084536319,0.99779051529206,0.9976158441344853,0.9998495354878306,0.9994430710237336,0.9047323900227843,0.9091509246715894,0.9114604850591023,0.9003786931885935,0.8707553733227519,0.9367543597765117,0.9377701165096174,0.9338903443008513,0.9918216704215095,0.9926813165110523,0.981864034295652,0.9930682841227007,0.9910792032706067,0.9856291113930518,0.9991686858137666,0.997607085507316,0.9973133926432618,0.9970927678289824,0.9997052354967291,0.9998121004296412,0.9997613710953126,0.999631340114656,0.9992342003551427,0.9995502300473009,0.9995429460502775,0.9992405282208412,0.9994258449904921,0.9999291723978708,0.9999254523056004,0.9993291024186539,0.9997931427206111,0.9980376310501263,0.9985235488517311,0.997398233231849,0.9991033274217945,0.9972274134308473,0.9846971782511644,0.9948537145670878,0.9945352822135614,0.9944264663594794
1611.18383758,0.9912580730642908,0.9924365957895483,0.9948063414143392,0.994353172201965,0.9994287676913283,0.9995120292160493,0.9994541373276703,0.9990879314675147,0.9978668955174623,0.9978922867054729,0.9998421690225436,0.9997687926510866,0.905168578126416,0.9097927944479713,0.9122762485188249,0.9008140457370447,0.888239532093857,0.9454849949791296,0.9473109820832074,0.9437203644004348,0.9936549466930787,0.9936177506441084,0.9853918738838536,0.9945316154633427,0.9925574241726857,0.9885054815176071,0.9994602525469535,0.9986747945292047,0.9980648672562216,0.9976905086621378,0.9998920842276552,0.9998787980654863,0.9997115350185599,0.9995140052653704,0.9990008918102251,0.9994672230396442,0.9995200188645169,0.9993599371341382,0.9999815636987991,0.9999379036662671,0.999885562738136,0.9999064750613196,0.9998078186706734,0.9986024370248738,0.9991339367238397,0.9980382040180817,0.9992308547880904,0.9971320126048444,0.9843816591887828,0.9949295057801868,0.9946101553679714,0.9945759327860949
1617.31109985,0.992704596747283,0.993748283585708,0.9954503910414092,0.995859983114528,0.9997467033722599,0.9997339819117794,0.9993482440095613,0.999600384448249,0.9980794753592834,0.9983393550196582,0.9997725927158997,1.0,0.9059407034961868,0.9105307880124984,0.9130492358904715,0.9012364235369662,0.9055563496799287,0.954186574152407,0.9563324672862178,0.9531310747628028,0.995289615308387,0.9942186013892143,0.9884451756216059,0.9954636913917821,0.9940325349744289,0.9911215435088777,0.9997048229332012,0.9991957947823427,0.9985477722180212,0.9981409551254098,1.0,0.9999497547802172,0.9997790633801993,0.9995925985046725,0.998959848239159,0.9997033385039025,0.9995235002167613,0.9993118132017248,1.0,1.0,1.0,1.0,0.9999174612467537,0.9995741877539731,0.9997103234334281,0.9985127899678609,0.9992811530447577,0.9971284058376759,0.9842905942858784,0.9949758762496359,0.994591552264851,0.9946195035891557
1623.47024896,0.9940022004428088,0.9947749460339682,0.9961876570989231,0.9971673991324886,1.0,1.0,0.9995351578618278,1.0,0.998605078598921,0.9988100932342595,0.9996250232204872,0.9999969596669415,0.9066635430772432,0.9114220642126425,0.9138165988938473,0.9013203890962294,0.9222327688398523,0.9625270934141044,0.964613475074875,0.9621186918508432,0.9966593409258953,0.9949355289725391,0.9912989229704494,0.9961916528222863,0.995225273857222,0.9934481376076836,0.999837276872156,0.9994013790890639,0.9990852307183566,0.998561800299233,1.0,1.0,1.0,0.9998141910932484,0.9990884886335202,0.9999372069007177,0.9996266110955646,0.9993429968913186,1.0,0.9999976105035027,1.0,0.999976018271733,0.999993488564057,1.0,0.9999204035179916,0.9989356992517404,0.9993390066979749,0.9971295177281471,0.984218600676178,0.9950222415583668,0.9945030926060172,0.9945709701643204
1629.66154068,0.9952132584876934,0.9957969064467732,0.9968912584042701,0.9982381260451382,1.0,1.0,0.9998541751393812,1.0,0.9990981187883439,0.9992463964539928,0.9996805720236428,0.9998734219311388,0.9071690736800154,0.912101313102092,0.914652668844658,0.9016511135747222,0.938532921071369,0.9704778074172862,0.9721558477217422,0.9705681973202404,0.9978806665106321,0.996063509055081,0.9939555702777878,0.9969627355270985,0.9963468659132995,0.9955810620316329,0.9999867353827383,0.9997105507257651,0.9997417771000638,0.9990981382214441,0.9999474064417397,1.0,1.0,1.0,0.9995414422999764,0.9999391337230058,0.9996692547148569,0.9996970013331924,1.0,1.0,1.0,0.9997382196246394,1.0,1.0,1.0,0.9995826981991952,0.999322080712871,0.9971196287408833,0.9842195917205031,0.995008037743307,0.994495083611293,0.9946336471085431
1635.88523392,0.996146637574918,0.9967926024467497,0.9975389744182395,0.9989658306570482,0.9999884417062775,0.9999974366695676,1.0,0.9998584793588969,0.9994560701947028,0.9996214371041247,0.9996418317913369,0.9994657367022968,0.9076456435685304,0.9125272476573308,0.9153587716446581,0.9022800296813297,0.9540812794916316,0.9783551251572457,0.9793490214756226,0.9784002341341483,0.9988529374966193,0.9972487346856923,0.9961373247002561,0.9979275007009479,0.9975696065176756,0.9973514762937764,1.0,1.0,1.0,0.9995219962047399,0.9997808899924372,1.0,0.9996840389485429,1.0,0.9998181077490569,0.9996678068673371,0.9995645777136072,0.9999099086941402,1.0,1.0,1.0,0.9995387483280491,0.9998755016663938,0.999743813311341,0.9998296146188204,1.0,0.9992900296363194,0.9971048801049036,0.984201284258248,0.9949033292392271,0.9944575729381127,0.9946167071642416
1642.14159076,0.9968704992464619,0.9977123989586871,0.9983241988418264,0.9992884087436299,1.0,0.9999137746824074,1.0,0.9992913791830148,0.9996752957701326,0.9998508128189688,0.9996316555973097,0.999208120217044,0.908386542600054,0.9129846458102873,0.9160036578159907,0.9029923625222546,0.9685783299694602,0.9855103926741616,0.9862824859936156,0.98550478979801,0.9993968742447039,0.9982014705647869,0.9978155189114197,0.9988190432211159,0.9987298672444113,0.9986020395837495,0.9999467597250011,1.0,0.9999336371003786,0.9996813779851916,0.9996087786353693,0.9999910064292261,0.9995611895072026,0.9999865251090233,0.9998462013907268,0.9995271907546813,0.9995073649434487,0.999857459236045,1.0,0.9997532808131079,0.9999826417639261,0.9993337200695466,0.9999158492539723,0.9991326473478441,0.9997252727623872,1.0,0.9992949348768163,0.9971696336758462,0.9844156238721863,0.9947754712183816,0.9943464915949186,0.9944340073325829
