,10_Otago_00001 10_otago,10_Otago_00002 10_otago,10_Otago_00003 10_otago,10_Otago_00004 10_otago,11_Iceland_00001 11_iceland,11_Iceland_00002 11_iceland,11_Iceland_00003 11_iceland,11_Iceland_00004 11_iceland,15_Oxia_Sophia_00001 15_oxia_sophia,15_Oxia_Sophia_00002 15_oxia_sophia,15_Oxia_Sophia_00003 15_oxia_sophia,15_Oxia_Sophia_00004 15_oxia_sophia,2_Atacama_Red_00001 2_atacama_red,2_Atacama_Red_00002 2_atacama_red,2_Atacama_Red_00003 2_atacama_red,2_Atacama_Red_00004 2_atacama_red,3_Sabtha_00001 3_sabtha,3_Sabtha_00002 3_sabtha,3_Sabtha_00003 3_sabtha,3_Sabtha_00004 3_sabtha,4_Watchet_Bay_00001 4_watchet_bay,4_Watchet_Bay_00002 4_watchet_bay,4_Watchet_Bay_00003 4_watchet_bay,4_Watchet_Bay_00004 4_watchet_bay,4_Watchet_Bay_00005 4_watchet_bay,4_Watchet_Bay_00006 4_watchet_bay,5_Granby_00001 5_granby,5_Granby_00002 5_granby,5_Granby_00003 5_granby,5_Granby_00004 5_granby,6_Hydrothermal_Clay_00001 6_hydrothermal_clay,6_Hydrothermal_Clay_00002 6_hydrothermal_clay,6_Hydrothermal_Clay_00003 6_hydrothermal_clay,6_Hydrothermal_Clay_00004 6_hydrothermal_clay,7_Oxia_Teresa_00001 7_oxia_teresa,7_Oxia_Teresa_00002 7_oxia_teresa,7_Oxia_Teresa_00003 7_oxia_teresa,7_Oxia_Teresa_00004 7_oxia_teresa,8_Mudstone_00001 8_mudstone,8_Mudstone_00002 8_mudstone,8_Mudstone_00003 8_mudstone,8_Mudstone_00004 8_mudstone,9_Congo_00001 9_congo,9_Congo_00002 9_congo,9_Congo_00003 9_congo,9_Congo_00004 9_congo,00001 Standard,00002 Standard,00003 Standard,Standard_retest_00001 Standard_retest,Standard_retest_00002 Standard_retest,Standard_retest_00003 Standard_retest
2161.47548295,0.9867125112504809,0.9939220963890999,0.9978845055890813,0.9549215898183128,0.9130589572660587,0.9503323488838152,0.9869548493885624,0.9280792831476239,0.9998302987308736,0.9998473033664285,1.0,1.0,0.9840536703916922,0.9961189901637948,0.9973866495379865,0.9970319048960017,0.819970157947837,0.9560350728454543,0.9930030992322185,0.8214052459132061,0.9907920171190234,0.9901709043697907,0.977622231515741,0.9919381293546564,0.9924760847560802,0.9809281326577495,1.0,0.9997667505326281,1.0,1.0,0.973595570254123,0.9708220808684794,0.9682745788020264,0.9675169921490849,0.997677048727033,0.9987904396201464,0.9980601365044917,0.9990162467189543,0.9583597264596003,0.9591164908004672,0.9558404927774573,0.9690751846844614,0.9953227328357979,0.9930213422295178,0.9948844608079863,0.9938291623331418,0.9992231504109649,0.9953059900245171,0.9944123302527326,0.9990836326598849,0.9997586036863069,0.9994545805446469
2170.56821963,0.98014333722585,0.9894730079100528,0.9945587578920012,0.9529112675961425,0.9068047624797476,0.9430299162685547,0.9809248576947381,0.9225553470961855,0.9988245507325679,0.9986660709319402,0.9987264272432342,0.9988074689865485,0.9826918201365616,0.9923352619684217,0.9932638125538847,0.9934764816254621,0.8199319783651354,0.9511726991836991,0.98861075098561,0.822544332319399,0.981793602481649,0.9838681430287484,0.9659818405985469,0.984608630786499,0.9853600800296084,0.969825623505613,0.9994635664000956,0.996875104853925,1.0,0.9986518404194248,0.953445091318423,0.9487957300572543,0.9456670152150723,0.9461736981715708,0.9948038480060659,0.9958791616129165,0.9950094707970569,0.9962392836747486,0.945698026924571,0.9476392072182921,0.9460673671025296,0.9596746566034886,0.985437472461634,0.981308771828723,0.9823392029743859,0.9796615120034492,0.9991586996167738,0.995391035368272,0.9904612597378487,0.9993655508838135,0.9996304635666747,0.9997983349834969
2179.68761735,0.9740139443281599,0.9829824596834795,0.9908056267102677,0.947714730621216,0.9004967032049835,0.9363661542299758,0.9728779565239077,0.9168128235177833,0.997233771557503,0.9970365931555791,0.9972912692166597,0.9973227882035469,0.9802157208200146,0.9887628077309999,0.9893645222631977,0.9899895950600384,0.820300166100165,0.947494559873615,0.9846981508944646,0.8247584026667639,0.9709992852230493,0.9765396344855208,0.9541199866842539,0.9761975949154854,0.9781486111431583,0.9581304174106556,0.9974164205761756,0.9938086558669367,0.999022700643513,0.9957067745194973,0.9320249060816588,0.9252664976682418,0.9220920722749935,0.9239657282792438,0.9924188864007827,0.9927012980054343,0.9914598445564614,0.9935028583472292,0.9353667589954439,0.9361438575927603,0.9360998318728824,0.9500537879418701,0.9666694137905343,0.9626495375525211,0.9603426500361232,0.9578720373623979,0.9991347849756166,0.9955508615553863,0.9864991142217675,0.9995944781676807,0.9997351608530896,0.999950057120343
2188.8336864,0.9650940613053239,0.9739954411227041,0.9851713224038237,0.9387274998830505,0.8962855456349584,0.9305180687210066,0.9636722345420995,0.9128347281314935,0.995567015376291,0.9958447857087976,0.996371986385776,0.9965213308751955,0.9772389990570084,0.9852222404544663,0.9869598032235591,0.9873786891391244,0.8206953369409639,0.9453245257679512,0.9811012413143562,0.8264871923818677,0.9591626877556133,0.9684131012730295,0.9419948992541524,0.9675066391415886,0.9710199336962363,0.946648121912546,0.9939091700587434,0.9919408635047614,0.9944287228135394,0.9944357201217114,0.9134949561430412,0.9049883517449977,0.9016666851094582,0.9048473318994041,0.9903873826267262,0.9903917188873859,0.9879415185659293,0.991585416435775,0.9223175307307465,0.9228395810161979,0.9216888148291406,0.9394874144278041,0.9405437371108687,0.9359976290146585,0.9304875494886476,0.9298620630339128,0.9991296243891123,0.9954007415573564,0.9826171763992632,0.9999677793978361,0.9997862833947682,1.0
2198.00643675,0.953889232728604,0.9631380905873662,0.9759951303553706,0.9263840437674367,0.8922826560938155,0.9245030733042744,0.9565737202129297,0.9096863637047252,0.9954345101898165,0.9951289967071023,0.9960271448025948,0.9964716301771698,0.9742699731223875,0.9816401566938238,0.9849818055374024,0.9853350498444086,0.821722826534143,0.9434456453625775,0.977193095596861,0.8273573188489306,0.9478324053984767,0.9600885745213892,0.9300462836132888,0.9589908737388602,0.9635822287163769,0.9346533241830915,0.9909313252694328,0.9901999541607559,0.9893221068126872,0.992662303409398,0.902148193100062,0.8916628613185039,0.8882682486403899,0.8929329720171708,0.9882971760131393,0.9882107522775161,0.9853772670428936,0.9887778953590257,0.9060038049201431,0.9068176072295938,0.9073869936449442,0.9267472154660064,0.9130257325958197,0.9064929387539232,0.9003902110248909,0.9004792388173236,0.9990111223823861,0.9953060975427419,0.9800493646610288,0.9997187233665517,0.9993243561947999,0.999945115804794
2207.20587807,0.9466673915811931,0.9540905721563775,0.9676301554673382,0.9149059504349363,0.8895935078234253,0.9206391851736981,0.951248796420107,0.904463402521106,0.9965100457312301,0.995964157024815,0.9966026215347162,0.9971208697654351,0.9722333894222908,0.9799303475480883,0.9833159778443528,0.9836843756226171,0.8233815231036391,0.9416182879324271,0.9734691277969685,0.8289915121071151,0.940469720957165,0.9542172931695776,0.919780151807415,0.9528015807867419,0.9577640729131323,0.9247778171395966,0.9907523594427934,0.9920663953451119,0.9891899144306481,0.993628467028198,0.9032017573640029,0.8922271383111822,0.8881799683350802,0.8941648456134963,0.9863255874585652,0.9866417911142141,0.9842843345910695,0.986285022930176,0.8940859725317284,0.8969218873160094,0.8995143730631593,0.9178049745230514,0.8915020568434593,0.8838221481488648,0.876150055837569,0.8779496863169644,0.9991004387426903,0.9953590417143809,0.9785988440859223,0.9991029002216639,0.9991253832190103,0.9994620884490527
2216.43201972,0.9524767365669189,0.9553432222755444,0.9654134979225728,0.9130792491461668,0.8882332870898481,0.9177727637924548,0.9440309686976045,0.9003367873985034,0.9982595711085859,0.9977415918488863,0.9981929292807548,0.99840529843456,0.9713423610906713,0.9790390211358729,0.9825094084700382,0.982283117909821,0.826386779803246,0.9418218045739081,0.9720414655895006,0.8318030477731465,0.9396313597041724,0.9527461723446263,0.9170961824027699,0.9512788620688055,0.9563992748819127,0.9223119700588986,0.9943682953966814,0.9959127082726622,0.9933654922252918,0.997359689885518,0.9194965953919455,0.9086510250117394,0.9052948204320037,0.9128935774961273,0.9841941011597394,0.9852707217684274,0.9844569101095086,0.9853196946958701,0.9066487122264212,0.9106742766160296,0.9131635312114019,0.929549517186888,0.8835619906280853,0.8745991855065854,0.8640041213455287,0.8669978762180962,0.9991655708281979,0.9954936935160227,0.9772587565941995,0.9988083459165251,0.9997261657377868,0.999484304453066
2225.68487077,0.9626290380105036,0.9633777415413406,0.9673992650398235,0.9180148552586943,0.8879641312152176,0.9169205841433928,0.9372226835563062,0.8998793663210753,0.999366331684459,1.0,0.9994640347953486,0.9996831931615937,0.97168348438169,0.9787618720415561,0.9824583284276731,0.9814687446446713,0.8313406627065405,0.9452326761756829,0.9754575020811345,0.8369225771693326,0.9452884862319548,0.9565557436551284,0.9251169761350775,0.9551869569278039,0.9596978565143792,0.9294431574042339,0.9976465323247568,0.9981589397433075,0.9975298607223506,0.9995796717844813,0.9398260129436092,0.9293754526547675,0.9264976941250479,0.9363892648739391,0.983484285478152,0.9844925723654568,0.9848314390207299,0.985536739611867,0.928895951144068,0.9317147114726785,0.9367003133823257,0.9481544308312763,0.8893182397297306,0.8810581612227516,0.8682066208224494,0.8715053250495569,0.999445787020514,0.9952346778106613,0.9762091571114481,0.9989718598737707,1.0,0.999679642217823
2234.96443997,0.9678396531178408,0.9728626770283905,0.9722612110928512,0.9299814371542132,0.8883077277155943,0.9166350715174174,0.9345921186958479,0.9001633512491788,1.0,1.0,1.0,1.0,0.9728535893953426,0.9798094290559728,0.9836365926550034,0.9816186179422843,0.8358196517099751,0.9517984003007376,0.981279648091216,0.8463396888535918,0.9539254872039034,0.963630752353639,0.9370349325963253,0.9605122592779437,0.965113577557382,0.9407985976315938,0.9995747760027766,1.0,1.0,1.0,0.9567732814818682,0.9480227501233635,0.9449792033959755,0.9545313316929405,0.9838212346361301,0.9846805985221425,0.9853602106343471,0.9865869444517528,0.9481244347673795,0.949496379100476,0.9552900625125026,0.9618257737709442,0.9043774275914684,0.8991426192222044,0.8868786062355742,0.8914899102777122,0.9997045587742267,0.995126169664129,0.9765972005864064,0.9989176204669912,0.9995295948689742,0.9993901894626896
2244.27015399,0.9687638929708207,0.980140413584728,0.9764450874666737,0.9431027986427889,0.8901285594071222,0.916771570846258,0.9334847428328149,0.90223876231918,1.0,0.9993045132058251,0.9995602078363337,1.0,0.974632012285967,0.9825946092627892,0.9851308787864125,0.981488302969141,0.8402633068373908,0.9580465959435025,0.9854103583701931,0.8568859000195759,0.9623520495751342,0.9697034608878395,0.9473585602578459,0.965759255405514,0.9694705749637694,0.9505569618062341,1.0,0.9990300811823541,0.9991142505619305,1.0,0.9712697973506842,0.9639161968758377,0.9609806820772182,0.9683569206767099,0.9849404968496495,0.9852610522928597,0.9864452363196325,0.9879854249034212,0.9611732647893361,0.9613083918021016,0.9648796461825375,0.9716847804360425,0.922645804419218,0.9213338816676729,0.9094145981359028,0.9144598345665371,0.999901083590515,0.994875495542746,0.9770663453127219,0.998618695930274,0.9991664078417198,0.9992684999343072
2253.60010501,0.9703250461040384,0.9854305999498023,0.9800951058323008,0.9573460351142982,0.8915438508504256,0.9180653640557775,0.9330768789757449,0.9079730939936521,0.9992293234099142,0.998575036009541,0.9977125011100598,0.9991886178707876,0.9762029729127621,0.9852270685039817,0.9862742619711806,0.9833709878340328,0.8448364022344739,0.9629784789482978,0.9865731245941353,0.8656819008069518,0.9703963492805017,0.9748277312289474,0.9563738415461339,0.9714905991438143,0.9731527822485908,0.9589784964803112,0.9996932943053136,0.9952891574446564,0.9942814300555174,0.9992760562841919,0.9836651230858295,0.9778306804988546,0.9746712884451999,0.980623051203784,0.9867450737896866,0.9866851111974283,0.9877025935153646,0.9895658238827811,0.9675123680876907,0.9708077126124077,0.9661894206503822,0.9792845691712349,0.9400502286656269,0.9408650359089591,0.9299568115044082,0.9347541029626699,0.9996716139167363,0.9946874308191861,0.9776236844424488,0.9987273242993681,0.9990542513531311,0.9991050608449733
2262.95428072,0.9763540876949147,0.9931934406556178,0.9882941366655139,0.9741258667858462,0.8931166992948524,0.9202833226238268,0.9336414238176772,0.9148525725772155,0.9962664752691014,0.996890312439377,0.9944667013841564,0.9970424235483656,0.978659979558064,0.988310330072117,0.9876993612837986,0.986523286280439,0.8511912044854616,0.9660111989783186,0.988225666239957,0.8699883000322559,0.9796633967156202,0.9793484174030929,0.9651057547520786,0.9771814456417433,0.9787913053415471,0.9683623767130825,0.993840702603887,0.9908361352328117,0.9839708191758756,0.995366155124579,0.9930777339839905,0.9886207588696904,0.9871296779451002,0.9894045905897536,0.9890119088250466,0.9880480327012242,0.98774976187902,0.9917844971347816,0.9685690411079446,0.9750174783763411,0.9667727725363683,0.9827112496169559,0.9573313351494401,0.9582839061164143,0.9525434519431246,0.9569249799706868,0.9993819781267195,0.9946426472828345,0.979257123340984,0.99922027810788,0.9991427489873302,0.9989810512608672
2272.33266852,0.9822303383511044,0.9989780228447309,0.996456092011035,0.9887661280685962,0.8954237654546828,0.9199765863361445,0.9316569739320798,0.9196206737608442,0.9898220036879326,0.9916966775279754,0.9878640882525718,0.991623679542287,0.9803608835613257,0.9895193850738533,0.9893959277567621,0.9888083620018014,0.8598187312929685,0.970613717768499,0.991481633846524,0.8771247225707072,0.9888479826896092,0.9845498150115785,0.9757129121942619,0.9831290406463532,0.985349302112611,0.979330587260522,0.9831309063024771,0.9828409124465692,0.9702431671722282,0.9874148863216035,0.9985568818074135,0.995302762575941,0.9950424633291023,0.9958064392496627,0.9894753964551961,0.9878754270560831,0.9873270170474185,0.9922833939743784,0.9665353955718744,0.9715922265665643,0.962303231560556,0.9820457611494958,0.9754452668454802,0.9770423583256098,0.975487702731802,0.9791662863067576,0.9995881279355329,0.9947099824878507,0.9807990141157978,0.9996526766307747,0.9988248258527813,0.9984269870884135
2281.73525558,0.9845012827241952,1.0,1.0,0.9974441371979864,0.8969941853564048,0.9188455587049933,0.9330095473288919,0.922938161879646,0.9802957716963845,0.9824711165675334,0.9779820565766616,0.9823505459671469,0.9822659894693555,0.9903875003961031,0.990770851509931,0.9905784261893926,0.8688219462950328,0.9774889490521262,0.9961166634295069,0.8885968003571328,0.9951696199648514,0.9909330462114072,0.986810806657548,0.9888981544528613,0.9912683381450914,0.9888290951460805,0.9702204121518989,0.9708591713837258,0.9566247493080693,0.974700998579584,1.0,0.9990845034917235,0.9994643818684069,0.9995827573033275,0.9880882789555404,0.9870063359982241,0.9867346637445761,0.9900714757657468,0.9636741649782429,0.9673194363613208,0.955259521408042,0.9799781811222978,0.9918975213274754,0.9935962031430894,0.9942212826540832,0.9935128271991918,0.9999677813440928,0.9950053623562297,0.9831436194619299,1.0,0.998788513279451,0.9979403506516447
2291.16202877,0.9814617110965796,1.0,0.9991462690434757,1.0,0.8974198285606677,0.919810114979782,0.9378785418107797,0.9265555109221545,0.9692096287148928,0.9708736231317001,0.9662669409968313,0.9707473886236453,0.9829482387373772,0.9919480978302591,0.9911648710240448,0.9921039312278533,0.8777060238625447,0.9832787033369995,0.999106010370201,0.899946508474622,0.9964665005364753,0.9951152872666483,0.9940388823352262,0.99129090761361,0.9927947594760712,0.9953519606568176,0.9605025469302049,0.9623693017763375,0.9452015691335733,0.9657273838032334,1.0,1.0,1.0,1.0,0.9860302758445857,0.9863666238978002,0.9867620137272525,0.9867286126026933,0.9568282184102762,0.9605116691554582,0.9475311758108205,0.9741930526980608,1.0,0.9990391007118014,1.0,1.0,1.0,0.9949585621346567,0.9857559849943626,0.9996364444868309,0.9987585585536493,0.9977917084977891
2300.61297471,0.9736219331293924,0.9963244849760385,0.9950028167586802,1.0,0.9029808997120529,0.9243895711950163,0.9417230806762029,0.9330081519182647,0.9594365612433098,0.9606011806282085,0.9559280646864219,0.9608607315749701,0.9860539924928358,0.992851858553064,0.9926939080243936,0.9935054819134636,0.8883831976538042,0.9868265936181693,0.9999731484002911,0.911170307062879,0.99504612558974,0.9964517050592854,0.9982191735762821,0.9927441019170888,0.992478050152419,0.9989963571366449,0.9589629908903868,0.9592828914143011,0.9405809816365678,0.9646998068846521,1.0,1.0,1.0,1.0,0.9849559815720421,0.9866015929585201,0.9866254988250424,0.9863187846765665,0.946631745965991,0.9505244779857154,0.940794412572631,0.9677290276823001,0.9993400624366834,1.0,0.99872016828896,1.0,0.9998542171083271,0.9948851837364499,0.9879916301370382,0.9991754711740761,0.9981988905406252,0.9976489300200346
2310.08279923,0.9616913849412342,0.98839968152145,0.9873210787696394,0.9940958128650357,0.9083632807211424,0.9290994773267209,0.9473230172304034,0.9444405667089626,0.9520318017605887,0.9524933606540785,0.9479334668311071,0.9531349019526022,0.9886504818300088,0.9943882239242025,0.9937288672055042,0.9938297140953093,0.8994282505477829,0.9898463808614643,1.0,0.920342878641154,0.9917469044044005,0.995930161261233,1.0,0.9941180736955606,0.992517172602962,1.0,0.96448892244726,0.9616367375667227,0.9456656480621057,0.965159256531315,1.0,1.0,0.9999055570197708,1.0,0.9846658988842508,0.9873069609179033,0.9868493436602567,0.9868332891779532,0.9424091356794375,0.945442164894298,0.9359782732992912,0.9656014880740756,0.9871908412271663,0.9914781776626495,0.9888785511455014,0.9870045815912651,0.9999562512334098,0.9948325343826447,0.9901714019104595,0.9987849792446867,0.9979115934006555,0.9973544049007247
2319.55711841,0.9490301255117851,0.9778192203938973,0.9762155885941857,0.9844601047211387,0.9151561559599244,0.934126897410126,0.9510624518331731,0.9599652605754512,0.948106582809946,0.9475313222772533,0.9431080876880193,0.9486330908859911,0.9903126193448969,0.9964273329392248,0.9937373697339389,0.9943868617764323,0.9073095062126887,0.9914330008745735,0.9999570899406465,0.9279775384503636,0.9888132854966606,0.9952423244102488,0.9999351930698006,0.995084424408203,0.991511163898951,1.0,0.9731091034444281,0.9700237374495825,0.9547931315013287,0.9680304928997414,0.997793178723131,1.0,0.9979480442262159,0.9979195396109075,0.9862984671469686,0.9890977677661033,0.9882884693876304,0.9878483376801407,0.9392595903100931,0.9495213230236076,0.9374835844859425,0.9662390091779814,0.9682777861119094,0.9795579273681907,0.9750244751062795,0.9693910053971286,0.9995038187200761,0.9949494912253213,0.9915705387103763,0.9987713371865238,0.9981419565072032,0.9973099730597639
2329.03590187,0.9366522895750895,0.9666712386762146,0.9632909449651548,0.972381102673485,0.9208004003261264,0.9397904479961644,0.9550215989853221,0.9714139436470058,0.9512405825218169,0.9495082486780405,0.945104543743549,0.9511338472465807,0.9941976226831717,0.999068384464819,0.9945040164967506,0.995985496497746,0.9191498291101812,0.9956623135562965,1.0,0.9370011479336103,0.9876931200978939,0.9948260338534337,1.0,0.9970061757328206,0.9940009062596296,0.99921231329228,0.9804260289931229,0.981143516363799,0.9627669125682278,0.9755480679935096,0.9950744549639712,0.9969235567566735,0.9966483280267795,0.9946265786505373,0.9880794520075384,0.9926777480599059,0.9912738433419607,0.9898864404397125,0.935488542683924,0.9529582757296682,0.9441576513593388,0.9676577446968536,0.9535748384144896,0.969591362327653,0.958243029294333,0.9538115172768891,0.9991762251693589,0.9949645657450933,0.9917778553002263,0.9981634367986991,0.9983075282465077,0.9971546974257751
2338.51911953,0.9278398200051169,0.957220356676372,0.9579849305353444,0.9653974102885303,0.9246629937646584,0.9425581746636259,0.9635663073078811,0.9757601354310205,0.9614887826570716,0.9599946562970761,0.9553189434249029,0.9606521979645288,0.9980161067395086,1.0,0.9951820723906203,0.9978806403007136,0.9312335790634906,0.9993280779823864,0.9993586493581639,0.9502855686240939,0.9902573721994192,0.996323157073796,1.0,0.9987524166999066,0.997009322805616,0.999484791251787,0.9855862420889029,0.9881098813268336,0.9686156784152752,0.9870291719045828,0.9927379189681518,0.9947824062026005,0.9931451056291903,0.9920829865548133,0.9924091836727793,0.9962787292892172,0.9949720287408812,0.9935461462870191,0.9397839826800339,0.9481323682958815,0.9432011867488752,0.9666877717263678,0.9424655352471653,0.9597927704079844,0.9476551661344019,0.9415287435448293,0.9988064527640985,0.9951122112698265,0.9941912054396536,0.9984759296602452,0.9985306977275412,0.9979956864380523
