,10_Otago_00001 10_otago,10_Otago_00002 10_otago,10_Otago_00003 10_otago,10_Otago_00004 10_otago,11_Iceland_00001 11_iceland,11_Iceland_00002 11_iceland,11_Iceland_00003 11_iceland,11_Iceland_00004 11_iceland,15_Oxia_Sophia_00001 15_oxia_sophia,15_Oxia_Sophia_00002 15_oxia_sophia,15_Oxia_Sophia_00003 15_oxia_sophia,15_Oxia_Sophia_00004 15_oxia_sophia,2_Atacama_Red_00001 2_atacama_red,2_Atacama_Red_00002 2_atacama_red,2_Atacama_Red_00003 2_atacama_red,2_Atacama_Red_00004 2_atacama_red,3_Sabtha_00001 3_sabtha,3_Sabtha_00002 3_sabtha,3_Sabtha_00003 3_sabtha,3_Sabtha_00004 3_sabtha,4_Watchet_Bay_00001 4_watchet_bay,4_Watchet_Bay_00002 4_watchet_bay,4_Watchet_Bay_00003 4_watchet_bay,4_Watchet_Bay_00004 4_watchet_bay,4_Watchet_Bay_00005 4_watchet_bay,4_Watchet_Bay_00006 4_watchet_bay,5_Granby_00001 5_granby,5_Granby_00002 5_granby,5_Granby_00003 5_granby,5_Granby_00004 5_granby,6_Hydrothermal_Clay_00001 6_hydrothermal_clay,6_Hydrothermal_Clay_00002 6_hydrothermal_clay,6_Hydrothermal_Clay_00003 6_hydrothermal_clay,6_Hydrothermal_Clay_00004 6_hydrothermal_clay,7_Oxia_Teresa_00001 7_oxia_teresa,7_Oxia_Teresa_00002 7_oxia_teresa,7_Oxia_Teresa_00003 7_oxia_teresa,7_Oxia_Teresa_00004 7_oxia_teresa,8_Mudstone_00001 8_mudstone,8_Mudstone_00002 8_mudstone,8_Mudstone_00003 8_mudstone,8_Mudstone_00004 8_mudstone,9_Congo_00001 9_congo,9_Congo_00002 9_congo,9_Congo_00003 9_congo,9_Congo_00004 9_congo,00001 Standard,00002 Standard,00003 Standard,Standard_retest_00001 Standard_retest,Standard_retest_00002 Standard_retest,Standard_retest_00003 Standard_retest
1202.26638934,0.30179734166391886,0.3479592055167488,0.24562075136425424,0.15294992864238757,0.1479615940411906,0.1380417887192375,0.09324573210473695,0.09231983008509932,0.3239936275897938,0.3346057207347127,0.3228893480907841,0.3249412826655272,0.2746237842858803,0.253592905588153,0.3026714757372602,0.30856423925193754,0.3208699888425352,0.4586520835495314,0.492904172661368,0.4009061776635062,0.40236416134681463,0.4176126736663687,0.43347368361983957,0.40412974082310177,0.3498732325559117,0.4443363265796331,0.19075061554338668,0.14911124659280908,0.11972041992151261,0.13827694715507202,0.37257576440963114,0.3053635958542033,0.2640644531594564,0.32232781010677114,0.376148323251973,0.37539445722571047,0.35917057704810756,0.37445268774770446,0.10738764929560891,0.11542852398574312,0.10427829322167378,0.15098887700012056,0.11763367443929015,0.10772848214077843,0.11623978608805335,0.11872632520187305,1.000119964712951,1.0000793282510705,0.48804868100640647,0.9941938375393428,0.9921684303899194,0.9933875927552525
1207.64185238,0.30351067579869495,0.3497249877725059,0.24669846643938437,0.15374986602390772,0.14862351805613652,0.13855138918939053,0.09343748758588147,0.09245154146725582,0.3247060879084214,0.3354158191060203,0.32366873164187787,0.32576498096611994,0.27414904800511025,0.25323497571916515,0.3023180310105038,0.3080873271209861,0.321264605044788,0.45894199547560194,0.4934227909930241,0.4012212987700211,0.4039501398939325,0.41808898407191936,0.43485631244361334,0.40480478144334653,0.3502200116485799,0.4458250507779399,0.19192504334617835,0.1498198910931399,0.1205208160283225,0.13904108990473507,0.37398350329709373,0.30650419840176835,0.26510492064903757,0.3237026166929045,0.37699924129671275,0.3761614961303905,0.35991175494781125,0.37528163631182276,0.10780490665544495,0.11584789200560294,0.10466245815830844,0.15135557153760604,0.11820424872338682,0.10817903520950169,0.11674935769503486,0.11923977331354475,1.0000698091538354,1.0001032725307062,0.4886414737259633,0.994156135277765,0.9922398478038016,0.9934478431660758
1213.0221192,0.3052002066986944,0.3514973437721933,0.2478264716520405,0.15457472244902715,0.14925372999037723,0.13902740729663743,0.0935568230890586,0.09258498653337777,0.32544000598874157,0.3363020763539752,0.32447809489233087,0.3265949774251354,0.2736642688329176,0.25291377725928815,0.3019320255985488,0.30763059735001347,0.32261463768843135,0.4598430454632793,0.49457134279826387,0.40218522376844434,0.4055788909354914,0.4186315138187671,0.4363121017914923,0.4055711662941809,0.35056238387055966,0.44734372082918405,0.19308968952087469,0.1505353085109454,0.12132523766911882,0.1398669297507315,0.37538087976890644,0.30765408760118046,0.2661788290493138,0.32508872777555337,0.37785230865604014,0.37700553500975,0.36063883182343043,0.37605998513270544,0.10826554762870395,0.11628974867459431,0.10506853863661446,0.15171614020725466,0.11883515227158101,0.10866645656934647,0.11727210352036815,0.11980124527170807,1.0000433559778608,1.0000802431098699,0.48926466593908463,0.9940513761579157,0.9921903904388076,0.9934202524746836
1218.40715994,0.3069986668965575,0.3532834538355121,0.24902240215713548,0.15543780378151076,0.14986973137508255,0.13950293254500734,0.09365269543930997,0.0926996258431435,0.3262872819230936,0.33730813627504563,0.3253166330630998,0.327479472656752,0.27321019686054104,0.25259500933786133,0.30153029642347995,0.307257634111077,0.3243585658965739,0.46100965371302133,0.49602682897364186,0.40341134607763385,0.40722748998856223,0.41920610772022493,0.43785596184653497,0.4063822198925378,0.3508953545555215,0.4488449043766549,0.19429347126352373,0.1512778937301877,0.12215058057446655,0.14072845788407584,0.37678233224422014,0.3088093893171001,0.26719892731226424,0.32646128125602303,0.37880469996175614,0.37792641645093894,0.3613489884848423,0.3768280908042518,0.10875277242057343,0.1167593161318042,0.10549444061764782,0.15209072236320534,0.1194734289911353,0.10918810827813763,0.11780514560064628,0.12039290357124457,1.0001132413810374,1.0000534952118723,0.4898269689801266,0.9940060907972841,0.9921723929513044,0.9933914293526462
1223.79694502,0.308877695970846,0.3551113583018753,0.250281748168093,0.156319870920621,0.15048652620267794,0.13998832592760824,0.09374188739198529,0.09280473994013805,0.327226935278194,0.3383965978760089,0.3262386823600897,0.3283903496727043,0.2728071137080151,0.25223554326544495,0.3011512689885179,0.3069051205553639,0.3258742451892062,0.4621052051917862,0.49741988438706375,0.4045316588171244,0.408889349093259,0.4197468408981968,0.4394739216663346,0.40718668620040993,0.3512420205006348,0.4503255840161517,0.19555694949334068,0.15204096907026826,0.1230117615478844,0.14156317913183106,0.3781909274519772,0.3099324272099267,0.26816940424286334,0.32783508710060505,0.3797985406638489,0.3788867882164262,0.3621248010200841,0.377649653224864,0.1092118655292454,0.11725692829538377,0.10591990865391743,0.15256548574801437,0.12010336151999731,0.10968239579053723,0.11833590368019115,0.12098654154352875,1.0001664801304977,1.000049742050796,0.4904042210985176,0.9940308754140417,0.9922139029080118,0.9934287162975542
1229.190873,0.3106909395211696,0.35688417102090736,0.2515198879465126,0.15721210255004633,0.1510433164193499,0.14044640491981575,0.09379832240009282,0.09293799079432456,0.32820697458711107,0.3394408452428596,0.3272053414849144,0.3292850453851624,0.27235564798679324,0.2518255167162136,0.3007104776637625,0.30643905123915516,0.3272835023115733,0.46304275491622904,0.49871504265982997,0.4055235258520483,0.4105172508212623,0.4202358486394412,0.441131333906814,0.40792021378262955,0.3516274824297154,0.4518205422263161,0.1968043836093243,0.15276195874992027,0.12391218093540489,0.14238259975669285,0.3794884334530834,0.31095301224746497,0.2690900075585993,0.3291536365452658,0.3806797066403785,0.3797707793341724,0.362970003748056,0.37845099204741595,0.10962007344860608,0.11770441437917624,0.10635538612017688,0.15309514817062927,0.1207023593143466,0.11009589793781417,0.11883331520838195,0.1215468428385084,1.0001166137873247,1.000061353858716,0.49095785999511754,0.9941020564825888,0.9923033296798318,0.9934913598797254
1234.58829679,0.3124665152453425,0.3586592999906045,0.2527398609742849,0.15815711822774384,0.15156984636167609,0.14089456655554555,0.09391179665381182,0.0931036098626885,0.3292656789484395,0.34045419209957767,0.32822673321425405,0.3302457627604179,0.2718757593311023,0.2514066359484726,0.3002094242374407,0.30591836268463535,0.32916254547572554,0.46418072474511707,0.5002451115342499,0.4067781837546626,0.4121944708611534,0.420743206421761,0.4428423107140419,0.40864781895054314,0.3520413740679496,0.4533989810454134,0.1980293794321541,0.1534727444078008,0.12483474553579384,0.14320290625008517,0.38074521863705,0.311972076207588,0.27000254230236675,0.33039608400205855,0.3815577521598609,0.3806158303275393,0.3638515208352734,0.37924071732709036,0.11005036606915226,0.11814724927164308,0.10681079527364705,0.15365079033684292,0.12128500415037999,0.1104949864248568,0.1193465694702322,0.12209929255119246,1.0001017029396753,1.000056522158897,0.491456217593114,0.9941618414864452,0.9923648979456515,0.993531290125586
1239.98919257,0.31429673953486664,0.3605265895007638,0.2539847287803191,0.1591086659034164,0.15207348243645874,0.1413398531920351,0.09409692281530564,0.09326874680240721,0.33035575628736735,0.34153722655084057,0.32927787746432163,0.33123488562963643,0.27142898339967103,0.2510324783355716,0.29973992840370084,0.3054559128963293,0.33167363351109264,0.46578633149707366,0.502142601917361,0.40848065561386393,0.41400921065230134,0.4213411068287011,0.44460974726284164,0.4094469029543118,0.3524589430971782,0.45514645859478614,0.1992692290888305,0.15423635156561294,0.12574600710628372,0.14403320171996614,0.3820270647924437,0.31304866650337876,0.27092997629335897,0.33160469586887736,0.38247759163168854,0.3814732385306146,0.3646878145273315,0.380017366567264,0.11052689991159807,0.11861716751359201,0.107243883763224,0.15424892311391464,0.12187508407015471,0.11094614873742221,0.11993957160952161,0.12268225950623805,1.0001338553216383,1.000046743806825,0.49194386414183255,0.9942424787035317,0.9924275100870736,0.9935474947916373
1245.39353673,0.31611130799657083,0.36243753923325567,0.25526060611871376,0.16004365185062064,0.1525141424039243,0.14174634274471745,0.09428288046351928,0.09339645301372555,0.3314555049486125,0.3426567920165508,0.33030115706419527,0.33222952260621563,0.27098354733694385,0.2506540229455701,0.2993273151266009,0.3049932168589387,0.3343245926144395,0.4675846305882684,0.5040973580773569,0.41026468599915,0.4159367898415812,0.4219928870203899,0.4463474387602038,0.4102776220981617,0.35287801278880826,0.45693870237812906,0.20044911227715462,0.15502394870053376,0.12663371377990448,0.14484920760069553,0.38328991122081374,0.3140958476217436,0.2718331336192104,0.33276324028749266,0.38332782433431994,0.3823084159320912,0.365428077174539,0.3807726345139745,0.11100372593249411,0.11909319650871168,0.10765602548071802,0.15483591466771252,0.12245747586752376,0.11143653503634887,0.1205577337847361,0.12326751579506953,1.0001493230563592,1.0000406942424125,0.49239733050176787,0.9942970460619256,0.9924172893231697,0.9935524124514536
1250.80130588,0.3179348011591054,0.3643417927725643,0.2565635474019723,0.1609642184044125,0.15291792038377802,0.14211719892104066,0.09442268275650847,0.09349073853593237,0.332546636396695,0.3437333858919279,0.3312827457116213,0.33324325115278647,0.2705518837775037,0.2502437547371061,0.2989588079590103,0.3044959143496737,0.33659628954761317,0.4691448963695782,0.5057640076962119,0.4117729388190534,0.41785540656020126,0.4225958815408409,0.4479968605281343,0.41111620469461535,0.35332571470907065,0.45862624006440367,0.201549266515927,0.15575596039173842,0.1274840478017417,0.14564995105610953,0.38450900282899064,0.31507620693472527,0.2726978580142879,0.3338833668265097,0.3840676072137197,0.38309558369815044,0.36614712228395424,0.3815141143956386,0.11145869100095915,0.11958591276680824,0.1080914072033304,0.15534527428907377,0.1230253714803049,0.11193046607698201,0.12116491300553206,0.12382973241802954,1.0001401652518358,1.0000582594263567,0.49288294152588663,0.9941943532751204,0.9923022002876705,0.9935178312093972
1256.21247686,0.319818412881509,0.366226522038652,0.2578427728386681,0.16185402893497408,0.1533328910097871,0.1424769520924022,0.09451868506833415,0.0935832411103807,0.33363407447221954,0.34473882536735395,0.33227355483214105,0.33430076659399055,0.27013805302976535,0.24983696354775387,0.298552599464784,0.30399420912818964,0.338321700820549,0.47027385820419965,0.5070609198545254,0.4128992383173282,0.41969914094414906,0.42316069080815927,0.44955643699710446,0.4118934113115026,0.3537797241103913,0.4602130798769821,0.20262600035204884,0.15645703645361836,0.12832650019228733,0.14645642080133736,0.38565176201808393,0.31605181501830226,0.2734892962471275,0.3349911871393675,0.38482195145702425,0.38381574912448774,0.36688847058269003,0.38227560909956704,0.1119037961666878,0.12007458664659454,0.10857597988360058,0.15580404475055662,0.12359034567097585,0.11242801226808158,0.12173799636461585,0.12436643349157986,1.0001217634643438,1.0000667984572482,0.49344242162470425,0.9940183251172915,0.9921355482613083,0.9933704027739835
1261.62708732,0.3217099804212621,0.368036400760377,0.25903750874444303,0.16271183990810736,0.15377099661893617,0.14283524747914308,0.09460997480482863,0.09369892584226061,0.3347470327207256,0.3456995177831781,0.3332190062169013,0.33535530340760195,0.26967547005015996,0.24944067110597315,0.2980956832418394,0.3034828138862579,0.33965462583734723,0.47100111562714625,0.5080730105668547,0.4137103586092607,0.42141343323879377,0.4237091717435962,0.4510958185529813,0.412555359876435,0.3542133774751914,0.46175893489967257,0.20371413317153522,0.1571711571749705,0.12918008006338177,0.14724782058701805,0.3867073188476726,0.31702776294497204,0.27424499559199395,0.3360634864284064,0.38563447908135323,0.384528743362298,0.3676078358675491,0.3830722743681272,0.11237189272433169,0.12053128970317539,0.10907857462172352,0.15627470118417675,0.12415349281076905,0.11294209242279735,0.1222999432357724,0.12488349512141701,1.0001036126013478,1.0000647092038364,0.49398626023130987,0.9939422643294383,0.9920426540911118,0.9932040708747242
1267.05580532,0.3235724398051686,0.3697805327173812,0.2601890610028872,0.16357663445803416,0.15421751707558232,0.14320459895162885,0.09470209952672697,0.09383568923958238,0.335856539415937,0.3466517430249756,0.3341114897405625,0.33635166612698975,0.2691616074597216,0.2490475515910897,0.29764941764972325,0.30299511889879754,0.340762458919297,0.4714559247291534,0.508878699867439,0.41431308313394805,0.4230766844736879,0.42422032030939616,0.4526644171466317,0.4131574133856752,0.3545766091600004,0.4633090298350892,0.20481919496630974,0.15789105851406224,0.13001379001169874,0.14801279567556724,0.3876895671228892,0.3179249452589708,0.27500122079012784,0.3370881448406941,0.3864934744918747,0.3852359349156741,0.36826109631877446,0.3838506126671505,0.11284175898777037,0.1209227746352824,0.10956053334694692,0.15672316386649615,0.12471482699769448,0.11343702120678106,0.12286936613043947,0.12539502354687956,1.000094690204055,1.000071918568209,0.49450079011462056,0.993947454361331,0.9920351551093867,0.9931228512914665
1272.49861965,0.3254514523825702,0.3714851350032539,0.26138045144879146,0.16445963465083588,0.1546880191189502,0.1435889997092777,0.09479630924194403,0.09397289761520494,0.33694857416698426,0.34765026500007723,0.33506294958452276,0.3374076309992816,0.2686503078273005,0.24871810470304884,0.29722029363209185,0.3025781668786376,0.34161783663120965,0.4718444528588371,0.509513745037768,0.4148028191117634,0.4248513377586695,0.42476782654760326,0.45432753749763355,0.41385772601827875,0.35490574595557906,0.4649205122348193,0.20596110767813106,0.15861586863113253,0.1308453710625955,0.14877853354562373,0.3886335462195194,0.3187566390960633,0.2757540209290338,0.3381158770738811,0.38744301688890764,0.38595907430524773,0.3689311184550273,0.38456860716081465,0.11329954263843826,0.121334824920844,0.11004538090603652,0.15713498628202624,0.1252679963044114,0.11392896036434179,0.12345288013855012,0.12594399711310222,1.0000755755441704,1.0000572236745002,0.49502173618693485,0.9939795313758615,0.9920318398783462,0.9931017488727049
1277.95551888,0.3273558572295351,0.37314838461075284,0.26265935935929546,0.165384639682678,0.15517534278902775,0.14398688299689053,0.09489384518389574,0.09407866989289516,0.3380645875260539,0.34874398602806483,0.3361126678231891,0.33855117585294964,0.268222679409573,0.24844971293155388,0.2967985575740261,0.30224762531590166,0.34209122579411405,0.4721401280832804,0.5099332740506748,0.4152030584912278,0.4266308182590405,0.42533866842553375,0.4560511608361238,0.41464848866941917,0.3553325362191574,0.4665910333913953,0.2071588850021435,0.15933073129048858,0.1316862892076084,0.1495496455698549,0.38956259596357967,0.3195721986608213,0.2764955937425435,0.3391129897339001,0.3884214632599926,0.3867478855754475,0.36968543113481234,0.38524772853804506,0.11377337547357114,0.12180968505754068,0.11056656162439245,0.15761553986679241,0.1258701666869201,0.11444413003151545,0.12404294189891087,0.12655521969332997,1.0000733796712005,1.000044217798096,0.4955621282152879,0.9940889681958062,0.9920539100243758,0.9931470209481318
1283.42649147,0.3292617499545131,0.37481374100739817,0.26397477666567104,0.1663476755762053,0.15566082952755186,0.1443944883996403,0.09497558182893591,0.0941568567399685,0.33924837027468074,0.3499288894051267,0.3372149193861299,0.3397328805901184,0.2678455883659034,0.24823804593854112,0.29637941750756597,0.3019666322196866,0.3421675779110353,0.4722541250392736,0.5101365818155463,0.4154297583221158,0.42830655488163477,0.425897559702508,0.4577100180205719,0.4154103816342477,0.3558141602123854,0.468273547333467,0.208419176318236,0.16005633693769442,0.1325403483440272,0.1503233957873103,0.3904742258754443,0.32037905622184465,0.27719565543102254,0.3400331934232599,0.3893290597400782,0.3876040533696165,0.3704977253275894,0.38596859216049684,0.11425159639713106,0.12228304785401657,0.11110498582205595,0.15816196964069637,0.12650036827162697,0.11496172015746241,0.12462387782766214,0.12718587273434728,1.0000723523423376,1.0000228347652527,0.4961606615177116,0.9942786509743884,0.9921076077556764,0.9932824902703016
1288.9115257,0.33111394651634507,0.376553061905699,0.26526578517641813,0.16724075962413706,0.15615805455227025,0.14478950881825772,0.09506175545043147,0.09425710693335562,0.3404955199473603,0.35119550756935236,0.3383501824155392,0.34094320969873176,0.2674721230896327,0.24801146802605245,0.2960069414275426,0.3016190993205391,0.34186707412899275,0.4720713055687572,0.5101158269769818,0.4153969562713507,0.42988164294781994,0.426404946897624,0.459194613204626,0.41611986077332785,0.35626833235673777,0.46983256438397875,0.20966899605332642,0.1608019066413647,0.13336957506067965,0.15109106714937917,0.39136878864733005,0.32114634029474626,0.277824151198932,0.3408659517886163,0.39015565074722186,0.38850361422671165,0.37128626360810146,0.38674780046195784,0.11473522931225266,0.12273914537481877,0.11159585878522046,0.15866615824381813,0.12710685361178606,0.11545451028754242,0.12519429730968676,0.1277871427479091,1.0000804126927985,1.0000156739665989,0.4967553074866219,0.9944519793782783,0.9921209247374462,0.9934049640922242
