,10_Otago_00001 10_otago.,10_Otago_00002 10_otago.,10_Otago_00003 10_otago.,10_Otago_00004 10_otago.,11_Iceland_00001 11_iceland.,11_Iceland_00002 11_iceland.,11_Iceland_00003 11_iceland.,11_Iceland_00004 11_iceland.,15_Oxia_Sophia_00001 15_oxia_sophia.,15_Oxia_Sophia_00002 15_oxia_sophia.,15_Oxia_Sophia_00003 15_oxia_sophia.,15_Oxia_Sophia_00004 15_oxia_sophia.,2_Atacama_Red_00001 2_atacama_red.,2_Atacama_Red_00002 2_atacama_red.,2_Atacama_Red_00003 2_atacama_red.,2_Atacama_Red_00004 2_atacama_red.,3_Sabtha_00001 3_sabtha.,3_Sabtha_00002 3_sabtha.,3_Sabtha_00003 3_sabtha.,3_Sabtha_00004 3_sabtha.,4_Watchet_Bay_00001 4_watchet_bay.,4_Watchet_Bay_00002 4_watchet_bay.,4_Watchet_Bay_00003 4_watchet_bay.,4_Watchet_Bay_00004 4_watchet_bay.,4_Watchet_Bay_00005 4_watchet_bay.,4_Watchet_Bay_00006 4_watchet_bay.,5_Granby_00001 5_granby.,5_Granby_00002 5_granby.,5_Granby_00003 5_granby.,5_Granby_00004 5_granby.,6_Hydrothermal_Clay_00001 6_hydrothermal_clay.,6_Hydrothermal_Clay_00002 6_hydrothermal_clay.,6_Hydrothermal_Clay_00003 6_hydrothermal_clay.,6_Hydrothermal_Clay_00004 6_hydrothermal_clay.,7_Oxia_Teresa_00001 7_oxia_teresa.,7_Oxia_Teresa_00002 7_oxia_teresa.,7_Oxia_Teresa_00003 7_oxia_teresa.,7_Oxia_Teresa_00004 7_oxia_teresa.,8_Mudstone_00001 8_mudstone.,8_Mudstone_00002 8_mudstone.,8_Mudstone_00003 8_mudstone.,8_Mudstone_00004 8_mudstone.,9_Congo_00001 9_congo.,9_Congo_00002 9_congo.,9_Congo_00003 9_congo.,9_Congo_00004 9_congo.,00001 Standard.,00002 Standard.,00003 Standard.,Standard_retest_00001 Standard_retest.,Standard_retest_00002 Standard_retest.,Standard_retest_00003 Standard_retest.
916.914016797,0.26642878128873554,0.3128541831121559,0.21917672242551772,0.1342440288390995,0.13119447993540145,0.1248591210683927,0.08899011355565722,0.08852228397283496,0.30118716020115843,0.3098841946139278,0.30069720563144825,0.3033907616902025,0.27623885929421654,0.25188145078848667,0.2990194283286694,0.30487742197509154,0.381143769336938,0.4950550728593956,0.5234174374870194,0.4400035002533708,0.3606335000004091,0.39797641462278455,0.4013135674112182,0.3849720811327277,0.339247404145173,0.41202641464158657,0.15188245538409673,0.12902919072645147,0.09699864852413803,0.11521718235851532,0.32216241711309057,0.26112711684136763,0.2248390948779265,0.2756672335560862,0.3529106945572688,0.3541907169995886,0.340687603435054,0.3543933645818854,0.09747477687171337,0.10442696847953199,0.09432897028398797,0.1416150902575552,0.10601860588748357,0.09762073598803497,0.10963946280316361,0.11197763633600852,1.0,1.0,0.4540422023494215,0.9964026532083948,0.9944480243173478,0.9957484938048466
920.451653694,0.2667033633069688,0.3130602743733661,0.21926811915836816,0.13435938408093676,0.12966113671855023,0.12337670545785343,0.08824164252936047,0.0877712992374613,0.30124788872224617,0.3099741612713353,0.300672366964674,0.3034543107795249,0.27693142525052267,0.25253688204133135,0.29980399811149505,0.3055851063166841,0.38092715010391826,0.49495955690394056,0.5232249868897808,0.43982720130619785,0.3610334545947377,0.39852349032965395,0.4017962691614261,0.38544070937716024,0.3396219343114408,0.41230907663268923,0.1520857681093436,0.1290026097731285,0.09708692042147386,0.11530806656707804,0.3222073380483453,0.26120832606851907,0.22498053014969918,0.27576030345338487,0.3530562110628521,0.35419814184563125,0.34082622161501014,0.3545497425981893,0.09759729142887136,0.10447117831635312,0.09440123749887243,0.14160108286893935,0.10607982188249036,0.09768797265587188,0.10966685029187713,0.11194916454348358,1.0,1.0,0.4544273651396423,0.996189627938824,0.994313844484797,0.9956178298495406
924.045637162,0.2670521125388305,0.3132355486021721,0.2193582454058393,0.13456087205985284,0.12815565295651282,0.12189397495096192,0.08747414305872328,0.08703540628157147,0.30132465950215037,0.30996594645225806,0.30058969081089826,0.3035699496329704,0.2776470689850541,0.25317820522749107,0.30059186302523294,0.30640826614245925,0.38067072478909997,0.4947794786999241,0.5232460192188694,0.4396528862979375,0.36162517755611373,0.39925007738213325,0.4022320224675312,0.3858477187626579,0.3400347193969288,0.41261985227632353,0.1523371114987167,0.12902897532788826,0.09718158087815872,0.11541994807783712,0.32230490428160286,0.2613132804059352,0.22511943667004256,0.2758876289400506,0.3531920255910582,0.35430677902259833,0.3408981488938759,0.354586651585852,0.09772075601351388,0.10459402859238452,0.09451090877152554,0.14159885410017772,0.1061336718865645,0.09773065541710586,0.10968753025154383,0.1119403487839506,1.0,1.0,0.45480192976689593,0.9964042901134387,0.9944418748755101,0.9956985294945218
927.698269301,0.26742668460262525,0.3134323610820959,0.21955977642943533,0.13479599168107068,0.12670223627650853,0.12046812352436974,0.08670440602040645,0.08627075051705042,0.301338570807224,0.31006567903383353,0.3006234174017304,0.30369256223213187,0.27839845841514016,0.25382831509108705,0.3015020311057544,0.30739782618663153,0.3804209111214413,0.4946686860578498,0.5232901712076994,0.4395858007399105,0.3622742815310671,0.3998924557181208,0.40277813550902153,0.38626717070470223,0.3405076663743536,0.41314914023616595,0.15264156348101815,0.12912348279323232,0.09727616749926235,0.11555271002109554,0.3224008387507562,0.26148642472894706,0.22531831044514825,0.27607453745866,0.353269667060545,0.35448066984831733,0.341058848075782,0.35464160250554744,0.09784165425054454,0.10475171807366804,0.09463414843614375,0.14164548984724185,0.10620645050908553,0.09777684763137091,0.10970252674235027,0.11196632898516308,1.0,0.999934873209876,0.4551657518197996,0.9963542108469143,0.9944663952351883,0.9957983545290359
931.412012249,0.26780919916809276,0.31366713640840727,0.21981765233583342,0.13494434633540522,0.12522226624031474,0.11904245537205026,0.08595719357801959,0.08551500050127146,0.3013609896009316,0.3102421171349375,0.30069175340583293,0.30377620603125766,0.27911422550165993,0.25453988198315197,0.3023590803222706,0.30831618955300794,0.38013779373539036,0.4943130857509253,0.523467854257067,0.4393931962575468,0.36286193456921273,0.40049871686577465,0.40333113487517785,0.38663987278699363,0.3410701888241619,0.4136764843261051,0.15287113958585252,0.129199628007037,0.09738259994196172,0.11566806007692233,0.3225548623886452,0.2615820659374104,0.2255169242322453,0.2762485080509855,0.3533048691541726,0.35462877742028526,0.34116674931496216,0.35472952494677146,0.09790182380070685,0.10489225759834933,0.09476937862538287,0.14163399890073947,0.10628903989424043,0.09782103586663231,0.1097345455401411,0.11199233401635939,1.0,0.9999891270466189,0.4556825634193441,0.9964861452066155,0.9945241381441325,0.9957165703472596
935.189504163,0.26815966597909524,0.31410000088681445,0.22010031237438013,0.13517531258244017,0.12373583171027785,0.11766333112872891,0.0852612975804223,0.08474662062707856,0.3014924075353959,0.31045778881545594,0.300933037806444,0.3039513114775153,0.27991654977169,0.25521993181495106,0.3032451654074594,0.30928105795990757,0.3798111475196287,0.49400452092881075,0.5234274145703649,0.43924845290092024,0.3634860539148472,0.40118674552747896,0.4039060795769738,0.38714890258816526,0.3417273887837335,0.41426430162533234,0.15312679773805407,0.1293072855919801,0.09753375748896098,0.11583872569529421,0.32278997602849907,0.26164695822971634,0.22570760283464855,0.27644702190367115,0.35341500398198833,0.35468602645257924,0.3412606627336327,0.35485950668623,0.09793478655965193,0.1049932860714015,0.09487315956638079,0.14166864476234006,0.10639180716315319,0.0979219760758064,0.10982244491689677,0.11201710099986487,0.999893456598295,0.9999703119802571,0.4562265351727254,0.9964856530064589,0.9947457104571888,0.9957610630757191
939.033577299,0.268564449916064,0.31441036903064784,0.22043058731192003,0.1354242753726247,0.12224397806712142,0.11630280544643569,0.08456244432379006,0.08401712819508948,0.301652188484023,0.310730370150999,0.3011589427236632,0.30414579479372483,0.28074256079327886,0.25590044831661923,0.3041541301727913,0.310211809274534,0.3793503050163543,0.4938036167044569,0.5232961064605252,0.4389969950062384,0.3641395437743132,0.401972165964425,0.404477003488274,0.38770850531138484,0.34239786314464005,0.41487093368223704,0.15337437661872305,0.1294130609159915,0.09769368060409239,0.11600135182933312,0.3231343706049001,0.2618251327011462,0.22582624853835606,0.2766775242506478,0.3535278241463626,0.3547397561162281,0.341407881939428,0.355061485240091,0.09800419131796331,0.10507688442756968,0.09497222751670852,0.14170928951882203,0.10647755569334218,0.09803011352984008,0.10993299587103106,0.11208659958929218,0.999734843176524,0.9999247601335887,0.4566856103036643,0.9965890149009868,0.9948218329506918,0.9958309812931703
942.947278561,0.26896661045842696,0.31473999682472237,0.22074882243952323,0.1356371907880811,0.12074383870241917,0.11494330106377676,0.08385891589022504,0.08326385513913648,0.3018895952947102,0.3110144889354608,0.30128619471902934,0.30428904363469395,0.2814545661643605,0.25652100104265113,0.30502754077095173,0.3112184859035708,0.378748127951755,0.49336273542029907,0.5230386252700294,0.4386416753614617,0.3646186701914284,0.40259644449828524,0.4049416470288082,0.3882379063785627,0.34286588879515356,0.4155057757796054,0.15363793216302296,0.12949010962941113,0.09783800418636457,0.1161811471345859,0.32344636764438467,0.2619963155033917,0.22598880408392893,0.27693958011581293,0.3536682176317111,0.3547922266100552,0.3414737959881361,0.3551088084411456,0.0980606582078414,0.10519218532361874,0.09508849433668913,0.14175071557334307,0.10662974058246373,0.09813136754939364,0.10999346816774452,0.11215685447022535,0.9996104853925287,0.9998747121544518,0.4573155845757945,0.9966937429527963,0.9948328366648084,0.9958614438784922
946.933892918,0.2693448981123129,0.3150782758227707,0.22101499284129072,0.13585771545528866,0.11923988031916914,0.11359837022796512,0.08317001297147623,0.08257652335162292,0.30216692525989935,0.31127450202714824,0.30144297558330696,0.3045362474340676,0.2822413789533639,0.25720723924059935,0.3059496507154556,0.31221631264503946,0.3780802042306585,0.49288537212282213,0.5226933929658092,0.4381281871747337,0.36511861506716614,0.4033726371795989,0.40541427604031816,0.38876714111279426,0.3433250827136413,0.4161365602189513,0.1539205880122401,0.12956646177737083,0.0979527472610577,0.11631418924012289,0.3237063086652107,0.2622007930799882,0.2261818125102051,0.27726126063073914,0.35392105839941507,0.3548729609894031,0.34154482740905817,0.35515149868403023,0.09811521628794413,0.10526427783056083,0.09514942887808346,0.14179743155906838,0.10677358919792085,0.09825613527595553,0.11008011330772423,0.11221629174848706,0.9996039859856037,1.0,0.45779318945439396,0.9966951299575019,0.99483939006217,0.9957509057316669
950.996970209,0.26978991284516435,0.31545608669303044,0.22136772975993474,0.13608960804061446,0.11782787748156842,0.11230188262282986,0.08252406700297069,0.08190261695380105,0.302454391382751,0.31155375909244143,0.3016918841455224,0.30479053961244124,0.28304736173161343,0.2578158909241915,0.30689157188975386,0.313207302370052,0.37726572473250874,0.49236622252716755,0.5223596709415437,0.43762094685874736,0.36562603192386917,0.4042184086054177,0.4059679558777112,0.3893810083935812,0.34385500311217704,0.4167988973291847,0.1542556578847317,0.1296697444365592,0.0980559865983789,0.11644950630631101,0.32397321709633553,0.262379893578654,0.22640997509353136,0.2775308945646814,0.35394698326790847,0.3548752235194772,0.3415558814989677,0.35524735264651935,0.09817054028676635,0.10529606053596235,0.09520037329332331,0.14183590257574677,0.10689353703788153,0.09840461027604164,0.11015151761531494,0.11226759889217214,0.9994320943407347,0.9999603451663382,0.4582522416885025,0.9968065252748995,0.9948463284589896,0.9956918510968137
955.140355948,0.27021724340625397,0.3159343896722242,0.22167563264610837,0.1362874238519085,0.11648801829865903,0.11106394103018322,0.081858016683538,0.08129115327787233,0.30276610915974317,0.3119432569447585,0.3020692619934837,0.305135932873735,0.2838776192957807,0.25839102041077766,0.3078167845706099,0.31428601370525194,0.37630365062364063,0.4917435031423938,0.5219264067227554,0.43712087519284826,0.3661845989352019,0.4049968377100349,0.4065804480508284,0.38994350692163143,0.34446974115015166,0.4174638741851554,0.15461280031242206,0.12981153184679914,0.0981566852820752,0.1165588815977523,0.3243313586326969,0.2626139189497358,0.22666708724655746,0.2778759286104137,0.35388772830321324,0.3547760575903445,0.341564464250947,0.35532205467976813,0.09824156659794996,0.10537636675486141,0.09527579064829096,0.14187149726650178,0.10705605226620352,0.09853066507724347,0.11022063866386327,0.11239969015604244,0.9994280242327082,0.9999508184359501,0.45871722994037967,0.9966953783888965,0.9947604840140635,0.9958093595624524
959.368226885,0.2706754339949618,0.3163782278847462,0.2218886045309329,0.13654605334332984,0.11521146781673175,0.10989737663614126,0.08116669497820897,0.08064463518470102,0.3032173373809948,0.3123800421840588,0.3023545854654952,0.3055119566239372,0.28472961575101563,0.2590096490085295,0.3087507208797503,0.3152989511008539,0.37521385233351423,0.49108878105149745,0.5214545631667887,0.43655686435852026,0.3669269705837291,0.4057465134482734,0.4071648728271781,0.390452677614914,0.345083745366326,0.4181440888548037,0.15497825012694028,0.12993630624297495,0.09828608561159118,0.11666587911325359,0.32467539455623945,0.26280094693426703,0.22695916164542412,0.27824876169464496,0.353878549500708,0.354692133426642,0.34157526560306717,0.3553289643854534,0.09833107653412253,0.1054971173345504,0.0954369135931391,0.1418883914634975,0.10722149327727053,0.09869529117786999,0.11025263260747473,0.11253220573280312,0.9996107570615116,0.9998971890772017,0.459152036611384,0.9965792354064734,0.9947817100309205,0.9959837873681209
963.685132242,0.27109278933558556,0.31687188551346246,0.22211362209115612,0.1367798967064004,0.11394534579955205,0.1087086948597608,0.08045932674310233,0.08003143030691717,0.303547891201455,0.3127459043635907,0.3026458237151567,0.30579297291658825,0.28547543368597345,0.2596474627453836,0.3095943079749092,0.3163106361609156,0.37385779754626614,0.4904287552299103,0.5207652267500624,0.43571849592014417,0.3675405645729497,0.4064356651852706,0.4077496530117735,0.3910313466510502,0.3456231427665259,0.4186840816495846,0.15527608174623814,0.13008182031031987,0.09845330918181994,0.11679050744517783,0.32506702931284936,0.2631660371571987,0.22728116932778925,0.27861816033000225,0.3537650108318007,0.3545563820187241,0.3414022126754223,0.3551339612422622,0.0984190542575862,0.10563991239171626,0.09561554036979984,0.1419434005117087,0.10737154651724774,0.09883794323577563,0.1102617891510541,0.11263421503708233,0.9997893457893461,0.9999205327541416,0.4596653124857554,0.9965359653536408,0.9946740851885103,0.9959228680516544
968.096041789,0.27153859609610914,0.3174285335825544,0.22235312389867898,0.1370076550870214,0.1127598861494023,0.10764259430118854,0.07980642977641314,0.07948851816468669,0.3039486568849728,0.3131339129422138,0.30296878523092347,0.3061183865714669,0.28624071333652784,0.26031620359366103,0.3104208724756226,0.31717459272109993,0.3722958625623278,0.48960939754430094,0.5200115777404453,0.4347979989455015,0.3682460722840633,0.40701738973264784,0.40849254197484464,0.39173797045398456,0.34613821722386895,0.4192814610273982,0.15560039412122048,0.13023821509192357,0.09866329637324915,0.11694243180840841,0.3256276810057366,0.2636142863662458,0.22761435445139397,0.2790317652377973,0.3536918228829048,0.35447311799955233,0.34122490230288915,0.3549807369651167,0.0985410525628158,0.10577170939223926,0.09574934772800973,0.1420625625675571,0.1075703109217109,0.09899086129717584,0.1103222823852264,0.11275154689105248,1.0,1.0,0.46021623948413676,0.9962310415713922,0.9947258398637818,0.9959181393032426
972.606402173,0.27200285403808905,0.31811594720850594,0.22268645852693802,0.137278180660764,0.11169931099299524,0.10662834402775115,0.07920328468326236,0.07897422179784555,0.30436027728047504,0.3136188210868835,0.3033783618037601,0.30654249437302933,0.2869201227270033,0.2608662320266897,0.31117756789400686,0.31806697739325446,0.37066233969455475,0.48866837224559934,0.5191578527460798,0.43375305942684084,0.36898855991061996,0.4077305721631339,0.4091652284129591,0.3924746268054182,0.34677646880069585,0.4198485311733049,0.15597626008469154,0.1304257757714323,0.09885942548435572,0.11711906151711081,0.3263147416839169,0.2641627108105556,0.22787516136234662,0.27933752653815225,0.35371827904638514,0.3545320413153498,0.34100856835226756,0.35492566918220814,0.09871675829255606,0.10591999190796121,0.0958697113261325,0.14226329338519325,0.10782250101635925,0.0991278104064278,0.11040876670154057,0.11284203378018752,1.0,1.0,0.4607527599029104,0.9962383471890303,0.9947611541040443,0.9959434066171654
977.222203311,0.27259412945342615,0.3187195565187756,0.22317369251979732,0.13764735197008984,0.11074140570842325,0.10568589751078707,0.07866741423012295,0.07847605890670076,0.3047054709446078,0.3141886817289201,0.3036924014770072,0.30687939863583086,0.28748667032083086,0.26150890229020973,0.3119239527913971,0.3188647706209163,0.3687516381329484,0.4877352009679466,0.5181733652487677,0.43250160764227175,0.36977077410457176,0.40867294461631365,0.4098297679365696,0.3930816025604313,0.3476133740914401,0.4205510125609927,0.1564013210326251,0.13065052677731945,0.09909196536856896,0.11730388878189606,0.32690821744247384,0.26486777656188953,0.22807267215055943,0.2795403397573515,0.35377655523195634,0.3547595846765315,0.34094404607041645,0.3548627309139333,0.09890745004368663,0.10610759971011563,0.09598995640087726,0.1425040589991924,0.10800576156741978,0.0992685011057759,0.11049251405380345,0.11285977290011161,1.0,1.0,0.46127079051203373,0.9960716993638749,0.9946322608484249,0.9960393639497408
981.950057134,0.2731798193393388,0.31934633409691704,0.22375094743608215,0.1380799638015111,0.10983895127198268,0.1047284103848398,0.07811967173375713,0.07793696107246495,0.30507432082622726,0.31477123953479197,0.3042216844624298,0.3071878277724544,0.28802291227218424,0.2621287060250088,0.31260204249241114,0.31962569188718487,0.3662513203873728,0.4867234876710414,0.5169422219071255,0.4308004728152559,0.3708213745539988,0.40968984772075234,0.41037066638527026,0.3937285844163548,0.34824379835359415,0.4212248861070519,0.15684830142825368,0.13095397749315096,0.09945655425064136,0.11760427208432385,0.3273990790442982,0.2658225662897327,0.22826708616971542,0.2795092020025161,0.35381344898864864,0.3549429206739264,0.3408775786653846,0.3547467897869284,0.09912882735202681,0.10638536745233776,0.09618917296827183,0.14282565561431954,0.10813249651747998,0.09945034425991359,0.11059022300601548,0.11286485290514196,1.0,1.0,0.46182966266863046,0.995787057893281,0.9942565391330453,0.9957907209461996
986.797291589,0.27361085983018624,0.3199089436229345,0.22433796710509302,0.138566199598019,0.10902834089930384,0.1038044473085225,0.07761454013662061,0.07737147934608216,0.30548155717632025,0.31545164972692863,0.30499047567660054,0.3074691020425322,0.28841815955327227,0.2626900734650727,0.31322387829449455,0.3204032905625625,0.36307745413524123,0.48567497289472406,0.5155484954480657,0.42859064781115014,0.3722812341070108,0.4105880712349197,0.41076320829107743,0.39450872581042346,0.3487857265734236,0.4218045022615507,0.1573214316841373,0.1313831141227917,0.09996391067298611,0.11813045362063912,0.32779376740753885,0.2669303321509775,0.22853966755752433,0.27908978247841243,0.3540075470097626,0.3550450754760776,0.3405946927605665,0.35453634007388507,0.09946842672927081,0.10678218123383891,0.09654740808134839,0.14320076654538486,0.10816862476443923,0.09971257760804805,0.11066357098541767,0.11286167040309121,1.0,1.0,0.4626418892984235,0.9953433950047039,0.9935839194829635,0.9952545312696647
991.720028203,0.27390442501286366,0.3203549397214073,0.2249121413715235,0.13899066447200642,0.10842492302690071,0.10305672939990537,0.07726773564982482,0.07688930768554603,0.305982699315495,0.3161865499090605,0.3059077272147674,0.3077707422381944,0.2885496904751811,0.263142882305673,0.3136518422832506,0.3210333049079973,0.360770633033714,0.48516249642637577,0.5145961661652579,0.4268096194487777,0.37393157884467515,0.41128614873117564,0.411083338980857,0.3952586209939109,0.3490282768041617,0.42231808337303145,0.15780467435679066,0.13185526292813826,0.10051241012941559,0.11874871184594803,0.3280717818403442,0.2679589344816868,0.22898655573939525,0.2785754865428334,0.35420415519333454,0.3550097983958729,0.3402760703734412,0.35430437915885893,0.09982236283642301,0.10721663211340696,0.0969562169866707,0.14358577044516643,0.10815996423544247,0.09997155343596015,0.11067932897482671,0.1128519751897808,1.0,1.0,0.4635789030838106,0.9949032197926813,0.9928583755891324,0.9947102691946811
996.671068522,0.2739997543664776,0.3205972771708504,0.22532443567210172,0.13925419554873536,0.10803201285945016,0.10256504010061457,0.07706132533234465,0.07656712729064392,0.30649169448685626,0.3168873990981881,0.30665338265879344,0.30814209915695706,0.28863438440119843,0.26345405763092894,0.3139530718724233,0.321474760691054,0.36007521908462525,0.4853302163006982,0.5143812758402063,0.42618115906524484,0.37521356256502375,0.4119137564842849,0.41146279214855636,0.3958540565011723,0.34907700754661763,0.42270486334405344,0.15833722429728772,0.13223893924527066,0.1009181116015515,0.11929009548675398,0.3284284696897615,0.268667542004466,0.22957523258272658,0.278463939377319,0.3543844530423883,0.3548604163861642,0.3400178911656865,0.3540852644163706,0.10009115891428079,0.10752503683133635,0.09725061306345448,0.14386549959495645,0.10817450975129171,0.10019404577465271,0.11066569357527509,0.11286128319356101,1.0,1.0,0.46443175075409665,0.9947360888800684,0.9926767782764615,0.9944359037904865
