,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
2098.55499911,0.9956859723350642,0.9366701464351807,0.9941778655220703,0.9984997991421308,0.969270125931837,1.0,0.9698597320449825,0.7494271409978851,0.507726679943413,1.0,0.991707137000816,0.9811410836232565,0.965339110164513,1.0,0.9778739210859401,0.9966001909259372,1.0,0.946924747310746,0.9871862373507885,0.9895548609878095,0.9944454792104401,0.9383826161866989,0.9614849070335162,0.7931579458167285,0.9741175482590366,0.9600505590066974,0.9838130740825988,0.3750465413972998,0.9270903777820111
2107.47833028,0.995690122894533,0.9406588745359015,0.991163637717659,0.9921873032276186,0.9792124636783133,0.9951079138915984,0.9570037778036502,0.750189851736128,0.5207163396090723,0.993523639239589,0.990006025494945,0.9977234517037878,0.9666454108624196,0.9879628174589098,0.9688700075039495,0.9977512057369979,0.9966035793111728,0.9522322493463907,0.9840045328583441,0.9879782347212909,0.9942024391881216,0.9431841858613502,0.9604698014947508,0.7626713286683436,0.9776242964974932,0.963401817072793,0.9765840959120496,0.37758839831953467,0.9401594043022695
2116.41133382,1.0,0.9553365497088272,0.9934885524592512,0.9954643681863802,0.988841515571911,0.9948225447948067,0.9514596486797627,0.7395396415407095,0.5347128692724453,0.9897030661679521,0.9859702276518345,0.9884279049613881,0.9728754649495069,0.9932203471920003,0.9547993220874132,0.9898015675386642,0.9981723910706994,0.9587534179567969,0.9844330315825213,0.9908210563770643,1.0,0.9562384053236034,0.9643824375333989,0.7150298558247595,0.9811280022822254,0.9521092525232009,0.9720622735499181,0.37887290189104184,0.9445836102698146
2125.37093026,0.9892705998673863,0.9552720585153817,0.9867151867194657,0.9888001781209598,0.988699515059457,0.9974324281512089,0.9585661895140821,0.7363828372431466,0.5489091214450139,0.997715855244204,0.9926148149901564,0.9873371391939341,0.9711577907503128,0.9951122668415481,0.9495286701087616,0.9892672440593128,0.9931577736932418,0.9614871945810409,0.9830076607207922,0.9897864499147244,0.9908789919632849,0.9571732541582074,0.9528131484695227,0.6695954218760517,0.9841776311906931,0.9350014601395151,0.9705277748398823,0.3830835572274367,0.9541042727523412
2134.35713173,0.985729283616915,0.9627351510644699,0.9897201134226111,1.0,0.995797676710097,1.0,0.960177835217572,0.7306430977766457,0.5647744396229485,0.996538494969714,0.9920495243605714,0.9958433905633772,0.9686349176345092,0.9897209229246516,0.9267823376631781,0.995282176092791,0.9682172873731353,0.9742610872025177,0.9862031278820156,0.9923376803912497,0.9897529954509101,0.9636727928731704,0.9590534200229726,0.6369481454321774,0.9872056513625634,0.9336782548770366,0.9656241573826189,0.393254770650069,0.9602861630484922
2143.36995005,0.9843409614081828,0.9741464629843111,0.997307626270432,0.9955975709904482,1.0,0.9943799184953779,0.9569511346833552,0.7302435084800006,0.5778626267100561,0.9915271124144337,0.9806664565707195,0.9913660029631343,0.9695074994839342,0.9976747209248369,0.8903313589467476,1.0,0.9531089912096603,0.981809469813839,0.985720357005133,1.0,0.9950541552529065,0.970942191764841,0.9665768937797533,0.6015653268389397,0.9950473914768011,0.9275667077480192,0.9601560548722395,0.4130489484944531,0.970624612899241
2152.40939672,0.9814562089386542,0.9777772048997987,0.990934604592386,0.9966756301321004,0.9931574820525012,0.9966631760175126,0.9603041660661455,0.7205029856058325,0.598845225010133,0.9960265372803968,0.9809620233748495,1.0,0.9729924835179254,0.9957673952851502,0.8464635281198175,0.9919657478757281,0.9254099086680364,0.9850514248434874,0.9890342189495698,0.9883541194307724,0.9987114445789219,0.97189726350833,0.9687618820993467,0.5769608234716678,0.9944020745487635,0.9270645303320395,0.9587816930027679,0.44997671937336314,0.9732010883994742
2161.47548295,0.9850486059647315,0.9864213534454037,0.9913605304227138,0.9938178827405167,0.9820512945450371,0.9920861047253193,0.9684508834084445,0.7178644223239171,0.6061998460539677,0.9965390999911556,0.9816724978035785,0.996552443901671,0.9671775385650211,0.9876284072679276,0.813475145593587,0.9943838053112093,0.9026893254833309,0.9939123073777869,0.9978973469617537,0.987552253751139,1.0,0.9772622535228298,0.9835214895309916,0.55859877083555,0.9915600149691813,0.9129602936585756,0.9595989570924577,0.5044462696224983,0.9722216562113875
2170.56821963,0.9877172989857407,0.9892709693485998,0.992032683705377,0.998005632987769,0.9678217107854508,0.9815279145736824,0.9712361011550926,0.7159229143065631,0.6254607992828194,0.9955608880176314,0.9881063837540226,0.9932902413744295,0.967298471519313,1.0,0.7898136920685004,0.9951272689530668,0.8707010034966818,0.9968407798359074,1.0,0.9640569156684123,0.9955876043422783,0.9884009081220672,0.9752958627422209,0.5586451254876704,1.0,0.905815047471458,0.949623448978411,0.5571003075452479,0.977684501942171
2179.68761735,0.9871065859874847,1.0,0.9977890911730313,0.998233946392362,0.945832194384057,0.9733320449219132,0.9802295022984097,0.712110112070241,0.6398974081450767,0.9949783006349264,0.9809648555549149,0.9992467140981803,0.9754920870490693,0.9912153354158451,0.7871357142216154,0.9768746668454915,0.8365185814080404,1.0,0.9968951934759915,0.9619787148307903,0.9973513911574554,0.9879901050826123,0.9835735696168217,0.5723468876378474,0.9903109835897326,0.9040965160883665,0.9418575057804311,0.6148377942306912,0.9874003939261292
2188.8336864,0.9916580869221769,0.9991705411473734,0.9937297237215339,0.9972042841736435,0.930814634083434,0.9604629244667074,0.9838234753298439,0.7048622218370668,0.6548303315501557,0.9887305915433087,0.9790395356792728,0.9958361276724464,0.9702424661945271,0.9888536373216898,0.780133210234831,0.9685063984883034,0.7898908104096846,0.9991828670173872,0.9994927558598549,0.9320321657230101,0.9969001878657713,0.9994376808376837,0.9956829222643274,0.6013728127470409,0.9917498969276657,0.9016421520221739,0.9356629881957099,0.6540143239593217,0.9902916770223127
2198.00643675,0.9868582072247268,0.9948695646426287,0.9964396485724744,0.9841211036184017,0.9203073078634113,0.9459146089870896,0.9899676909802942,0.7014174736722857,0.6675473273278432,0.9947846414486634,0.9804328791602163,0.9881136687013631,0.9796929042498338,0.992524374074317,0.7634722804817963,0.9539001693751437,0.7484713119673368,1.0,0.9990799812180684,0.9138920530746463,0.9902058060027075,0.9940679768961986,1.0,0.6496195185797246,0.9833442170186073,0.8871106692107054,0.927307838648888,0.6855905616132985,0.9941771376145752
2207.20587807,0.9858390532862502,0.9897231576036009,0.9897749131813474,0.9756742724771935,0.8990085461681018,0.9254467336882415,0.9852044000591873,0.698604126903224,0.6880009217846594,0.9965697345550236,0.9792039107463965,0.9963814728562969,0.9790473472617034,0.9882447296165697,0.754365323906927,0.9471094511629008,0.7428981571419596,0.9906104896243157,1.0,0.9044834834100335,0.9912800956939661,1.0,0.9997882616404978,0.6905881695672551,0.9776374830937906,0.8908652498643914,0.9190102765513941,0.712130834897284,0.9889209051569642
2216.43201972,0.9838578811273765,0.9879735913828395,0.9915906613161238,0.9601453306900637,0.8948579286334872,0.8912653857627564,0.9908659832354865,0.6938016424745445,0.6974365398754526,0.9950085447492708,0.9789610141329821,0.9912521390070497,0.9662729903465304,0.9807670579815644,0.7922013714012858,0.9377436799128027,0.782479425052387,0.986863891911395,0.9952735324201113,0.9077610983075453,0.9860386826462102,1.0,0.9752799524198812,0.7482572006715842,0.9768534932814698,0.8823560539269986,0.9073417159743864,0.7235360832570558,0.9972879852696637
2225.68487077,0.977901173802257,0.9762402770702547,0.9863604329950603,0.9387306692810881,0.8978767835869036,0.8440483361477814,0.996107574844998,0.6917003910095791,0.7185583985265447,0.9961230987736025,0.9750897209227746,0.9927136930946979,0.9651871560471731,0.9628721835305724,0.8485209824055694,0.9384972283301957,0.8325573367866613,0.9775451864878326,0.987333914598359,0.9309649083291862,0.9821396600951782,0.9967784748256543,0.9414858790192016,0.8420254979308597,0.9779312587483546,0.8942565124492469,0.8987851650699797,0.7488155553520387,0.9959187089473162
2234.96443997,0.9749401430616177,0.9643402017342023,0.9955607216936038,0.9271692943668991,0.8996966191958431,0.7733771189429642,0.9899573587062275,0.6915395211504344,0.7317769336713231,1.0,0.9755439209419725,0.9933039246250467,0.9706023537896954,0.94466565293016,0.8914267365065671,0.9530682479957966,0.8619641811267653,0.9550717502981835,0.9695281664450555,0.9464273672554799,0.9753937453859052,1.0,0.9229924021219542,0.9140805724871086,0.9776182633025023,0.9091324453116104,0.8809543094419438,0.7580867382680437,1.0
2244.27015399,0.9722140126997889,0.9483310989617384,0.9923672644249706,0.9346701087280431,0.9029016939460772,0.7000773574738174,0.9883334885517993,0.685113344144439,0.7451996815514583,0.9954011307770789,0.9768428677445988,0.9892582404804531,0.9766742503428694,0.922715507687553,0.9032942341591434,0.9597728287926179,0.8524330979260009,0.9437155735577092,0.9621385922751459,0.9616221584755724,0.9718837331784985,0.9962307342729477,0.9069094657989694,0.9584343160339222,0.9838521055553147,0.9271235575404072,0.8739196238239265,0.7733799638670382,0.9981713627902431
2253.60010501,0.9764775908517833,0.9282867428143927,0.9925243359428432,0.9446879866667951,0.9122504616703146,0.6468467197702681,1.0,0.6886644687497324,0.7571661036246643,0.9906602608707413,0.9827638427367321,0.98796247963739,0.975421948183051,0.9097944913825223,0.9129208053504337,0.9630706599202354,0.8384316503570521,0.9285013300857383,0.9515216381570224,0.9737697494819243,0.9703341387159135,0.9943728760032793,0.8695938482005878,0.9830963778396122,0.9756209115807204,0.9425504307464679,0.8541584047393279,0.7903332313506705,1.0
2262.95428072,0.9683314878256132,0.9223468949112876,0.9939316607386818,0.9507611606040508,0.9232006995556555,0.6318900359843771,0.9956087693613005,0.6950296975536885,0.7722229058208553,0.9946519584795449,0.9822323496438266,0.9946855038983132,0.972757402325008,0.91408470644487,0.908693197821157,0.9739793556405216,0.8307832153582362,0.9156791914832972,0.9461765092586666,0.9902796961198053,0.9561862625418542,0.9831377475199102,0.7892151131138638,0.9980340312204864,0.9749096601813462,0.930077600555683,0.8323465028983842,0.7957686589037023,0.9988104284881453
2272.33266852,0.9621475409855456,0.9120878075351027,0.998827680827019,0.947555333515265,0.9272948988912504,0.6330777937126897,0.9954091548449443,0.6861700726956019,0.7791240807329772,0.9950954363123076,0.9806508922164058,0.988099256668298,0.9719659193362546,0.9046343249695451,0.9166569625711821,0.9809264959184946,0.8386506198171293,0.9005442513795784,0.9248641679059242,0.9989444128782481,0.9296193074486723,0.9519225268731198,0.6912135149179351,1.0,0.9734999772703343,0.9447659497540567,0.8329715225032125,0.8001391512806645,1.0
2281.73525558,0.9428866102598801,0.9093359043469529,0.9925403632344365,0.9428348695060841,0.9420743759225,0.6156060576278906,0.9915523972124614,0.6849058628872948,0.79887881570882,0.9967996645394778,0.9782083877832094,0.9831484324703373,0.9823220524978429,0.892232980448413,0.9112229739766874,0.9890948218936534,0.8445534693747242,0.8868887413771972,0.9130504044891774,1.0,0.9110312500070297,0.9210277648252894,0.5678776348032255,0.9964291887862307,0.9756362262226884,0.962475840907972,0.8462247309836458,0.7845406721578501,0.9938726991509079
2291.16202877,0.9321726737055183,0.9048812207167114,0.9995550182827805,0.9406072179933019,0.9527240870328546,0.5758555703493347,1.0,0.688206453379964,0.8065047094154987,0.9924416825520844,0.9661981263510162,0.9899548390863583,0.981399499984388,0.8666352297846635,0.8970719761379499,1.0,0.836209827785941,0.8682579419383487,0.8985877557232398,0.9965820011840072,0.9175535323990434,0.861409406040721,0.4712987677609876,0.989689009402654,0.9829962233749466,0.9727632188912999,0.8874139398138616,0.7759751331278004,0.9888017463282347
2300.61297471,0.9298410516355284,0.8958369885054489,0.9901358346724697,0.9416499142361286,0.9615645915310219,0.5226963736483529,0.9999581715624881,0.6887964220678968,0.8168738983587516,0.995573819195259,0.9835133178533635,0.9947846142866534,0.9811023971061292,0.856378819422819,0.8864938125127447,0.9946198061682605,0.8140144446092342,0.8470784009056379,0.8714854817135228,0.994856490272585,0.9421806164402069,0.8319971369332106,0.4188714021652912,0.9587557497053177,0.9951101993669847,0.9829430992835931,0.9194141201467186,0.7650059516292045,0.9855322380708188
2310.08279923,0.9262536146089005,0.9026742032595618,0.9953798201796199,0.9341275062243882,0.9689691249008198,0.45889510223093716,0.9963050478322305,0.6928956532468235,0.8190458381318015,0.9922789727483178,0.980664112610054,0.9931847467666134,0.9815821584152248,0.8425445032674356,0.8784024686640691,0.9972779637855661,0.7926876372051646,0.827251936621687,0.8562614540997314,0.9910325815808705,0.9725325210776175,0.7996102863305348,0.40036541950253934,0.9029277731485092,0.9899068158030465,1.0,0.9437613432170584,0.7631814701324516,0.9790118594125027
2319.55711841,0.9195501841825696,0.9182341504430521,1.0,0.898269650556173,0.987386607206614,0.40324850123724465,0.9947958798799108,0.6895282482632241,0.8313041793019355,0.9982617321080146,0.9740834519195096,1.0,0.9802326217569719,0.834223382586241,0.8628079597615739,0.9828977974074738,0.7734734718701325,0.8195513015606796,0.8345094407819877,0.981990137175779,0.9861066555996856,0.7981734951640048,0.4580228073354459,0.8767574918307625,1.0,0.9977429366586312,0.9685268370844718,0.7545952650340675,0.9692901217735912
2329.03590187,0.9135371338390867,0.9259629156985082,0.989274070651924,0.8298519806193607,0.9950755988540483,0.3701492759948617,1.0,0.693172384650294,0.8498524681495302,0.9932593238171991,0.9723727417502369,0.9950346690947025,0.9904307757712821,0.8290569753121297,0.8577378468877109,0.9738440048521773,0.7624897384899949,0.8333355242840977,0.8241738820900151,0.9729668153617618,0.9920873922520247,0.8390005947822984,0.5889235795025536,0.8765191454255845,0.9978708802262546,1.0,0.9933892167690944,0.7436704197160354,0.9618700212674083
2338.51911953,0.908350392739669,0.9531619681904766,0.9930972366999195,0.7641791183369797,0.9972444497291622,0.36836685766524985,0.997993156742533,0.6987422576726267,0.8631143567662011,0.9956264156165916,0.9751461000862446,0.9896089322404894,0.9814615942175205,0.8336475638723726,0.8585653472822415,0.9605328660348271,0.7483245112297623,0.8671132884994348,0.8402261163820574,0.969580971800667,1.0,0.8792889221028231,0.7109086318581131,0.9038179498112953,1.0,1.0,0.9993630996804541,0.7226914941078714,0.9342919670819945
2348.0067416,0.923153449107508,0.9557375996238211,0.9973576078527517,0.7211564349694598,0.9972029098724765,0.41020676951526946,0.9982706318561922,0.7030599534225319,0.8790754625899997,0.9937648932717167,0.9737444733213902,0.98993581054237,0.9860562102083076,0.8531784828368699,0.8467507405372567,0.9693644192561345,0.744837862713647,0.8944964292489143,0.8732287841508299,0.9564653198036002,0.9851705674687344,0.9035940472929339,0.7522014159449368,0.9382275621976374,1.0,0.9896494729056828,1.0,0.7107057592670399,0.9095012429136408
2357.49873856,0.9338230434876162,0.9635586321294303,0.9942178059147381,0.7110222765050036,0.9920898877740038,0.4923742774294352,1.0,0.7077633749667791,0.8871490901897484,0.9861345969520829,0.9698694804503494,0.9855500516707602,0.9803493608242553,0.8709925586226711,0.8396250127148528,0.9631187189214606,0.7536937904103723,0.9217661478282336,0.8942522133121692,0.9569747699269863,0.9862949410451444,0.9055554986457851,0.745816460741039,0.9528252496789749,0.9965458342713582,0.9806915757859129,1.0,0.6746619548961719,0.8893224886334448
2366.9950812,0.9496174332499849,0.9606179067796848,0.9885305038242416,0.7273183875783628,1.0,0.605564291496262,0.9979427311073608,0.7055999339941018,0.8954034256955445,0.990757652997437,0.9782687700751996,0.9965806257360037,0.980269637628114,0.8942938884580223,0.8264338260856475,0.960527619275323,0.7777825741291617,0.9219311938885133,0.9133010815151856,0.9552132885202299,0.9889550425799831,0.8932995826356949,0.7010106466851199,0.9306706481426724,0.9926641986101659,0.9532476615038612,0.9899046372917386,0.6396660870757347,0.8667570766816614
2376.49574055,0.9592371158489352,0.9541513532906922,0.9895739431936579,0.7593925482345782,0.9820363471355525,0.7098723169388618,1.0,0.7187362916716251,0.9013688057358489,0.9979385090805053,0.9685706445287685,0.9859551753515549,0.9838367914727971,0.9019940446496915,0.8269591786001228,0.9690020482637751,0.7971085790462594,0.9312737622853585,0.9188730259956668,0.941208348534588,0.9844439162739318,0.8674443579817362,0.6311663106273816,0.889010869957492,0.974767126692691,0.9277468291071106,0.9796218104194371,0.6082516572621892,0.8497859961107044
2386.00068793,0.9696864858609792,0.9414668105043953,0.9957936833538613,0.7772568361192359,0.9757335530573117,0.7934318452527834,1.0,0.7268079470631899,0.9119962203981935,0.9838500469388849,0.9717053455424078,0.9869590869129858,0.9846538299468309,0.9161104278351027,0.8180683376752539,0.9781315868325658,0.7967569148052206,0.9129878795487228,0.9138230012016477,0.9271594704553503,0.9697849702907761,0.8468547297826867,0.6018424213140614,0.8250532070738169,0.9561603655197811,0.8939397810593908,0.9553342884260143,0.5711166040570285,0.8247709983909349
2395.50989495,0.9775293196701407,0.9312752867335292,0.9962222951606099,0.812196075309425,0.9742957782715241,0.8635432582868038,0.987726837281831,0.7277224551751735,0.9110828383879123,0.9950429959549695,0.9648895133276547,0.9891877298784636,0.9874732709481604,0.9287779720743413,0.8206199401469939,0.9715435075532285,0.8155970271123115,0.9190160925526355,0.9085855422039354,0.9190473277294071,0.9644097107491274,0.8368242969933953,0.6264470208722862,0.7599214456435623,0.9433083049167269,0.8565441086420883,0.9315095906436682,0.5391130323869318,0.8167373980730462
2405.02333345,0.9729632368902443,0.9180240677065772,0.9954108741419456,0.8602688159899154,0.9489660198669069,0.9107274270148094,0.9716008427557536,0.727662760251094,0.918333091267236,0.9912623536796469,0.9682435928937146,0.9892224760281112,0.9929127193480916,0.9396824203717119,0.8250280495166417,0.9848298476206895,0.8097358122697564,0.9059629067997284,0.917296834029952,0.91379175383385,0.966074276450794,0.8492505632170066,0.6845103084872536,0.7251026811093018,0.9159038028687388,0.8129303434592398,0.9005486373991937,0.5382222697541578,0.8076866921372287
2414.54097557,0.978894351965711,0.907231989512615,0.9971949219999555,0.89277843601014,0.9330366237677843,0.9567339792527022,0.9619187639159699,0.7381000350074973,0.9274684487196334,0.9847618409842152,0.9732490119710544,0.9820609785651957,0.9906355798663359,0.9517526963139152,0.8257092179615776,0.9709015373340306,0.8225663000743995,0.9046222283401213,0.9137750021526543,0.896145532780331,0.9694838650971124,0.8514307432622175,0.7544523287236155,0.69949970341981,0.892229428184984,0.7790420399311744,0.8893507404601697,0.5539282111540591,0.8032771094280572
2424.0627937,0.976338267926556,0.8901416117370048,0.9921494662108998,0.9280342533956891,0.9087112640837209,0.9832823605806261,0.9229362538029667,0.7414238915810436,0.9319733909690273,0.9952183239109265,0.9682269173853065,0.9836319302955987,0.9944161862556755,0.9503584904216938,0.8189477906557666,0.9707120058920223,0.8236114350553997,0.9008529816027738,0.9084296134367529,0.8880865298594443,0.969966179719371,0.8456961511790544,0.789928101435351,0.6660374739893427,0.8651447358640744,0.7480478004255345,0.8890009360433522,0.5784991237657888,0.7997593382178748
2433.58876046,0.9530064727231436,0.8786954091404243,0.9919747216742434,0.9552361325768074,0.8900526323957865,0.9978000408564631,0.8917063265174726,0.7524584306861619,0.9347028922489047,0.998049055020454,0.9645969896218979,0.9873363445536635,0.9976662787309198,0.9500080166924058,0.8036180731167408,0.9599122220741052,0.8342748156484785,0.8885228691683854,0.9180396618098332,0.8678540225113912,0.98228295876483,0.8355957969146577,0.7987146226527911,0.6491823947087136,0.834552924463373,0.7349903174061803,0.892443292147279,0.5954710709844755,0.8036949682539015
2443.11884877,0.957888506695933,0.8560526525561643,0.9835444161700893,0.9755765948527917,0.8750182910186585,0.9944437364477297,0.862067867519065,0.762951121989045,0.9427143908037874,0.9934076256568836,0.9571841759209082,0.9899198913646371,0.9835214452032213,0.9417356729073034,0.7978703550052725,0.9534028738325208,0.8392319466313085,0.8971985508552726,0.9232959058009591,0.8613048677578228,0.977696672523686,0.8236216902329755,0.7841074572906259,0.6507406197019757,0.8239801978510466,0.7290144658260003,0.8934759315388251,0.5995837909833122,0.8038691299028365
2452.65303176,0.9330402073866038,0.8318127885676498,0.9915303529657732,0.9813348429481705,0.8532996959732595,1.0,0.8321766216384159,0.7760661309721311,0.9434267700786025,0.9942196977164673,0.9629341757846136,0.9856595602833643,0.9894022539294477,0.9389608579647394,0.7819493364017156,0.968906122788608,0.8511487868276815,0.8866627600416779,0.9254493444073405,0.8541561043883222,0.98401666988738,0.8183133690003465,0.789912707611514,0.6545391040744224,0.8096168400227026,0.7195476657904437,0.8662594871806548,0.5996705590586082,0.8124805726586769
2462.19128285,0.9302254589168014,0.8218922247578211,0.9928733988629667,0.9762233641938474,0.8429159221629253,0.9995498445061675,0.80121183960223,0.7756417235136477,0.9422867747753869,1.0,0.961480022135524,0.9836997276651583,0.98723504882357,0.9392223086666478,0.7758687635167174,0.9669462974139879,0.8715969329304531,0.890860715560812,0.9293391818808714,0.8516130884032727,0.9826935073060803,0.7951881346535289,0.7945371120548845,0.6400778385495546,0.801294865375332,0.71601127733162,0.8626109275374122,0.5890852230171607,0.8173458997496316
2471.73357568,0.9175635560355956,0.8149890654692858,0.9876950832815743,0.971310531871062,0.8160695187254241,1.0,0.7857826861139342,0.7872504287480142,0.9570899627258269,0.9886780727608422,0.9648814041021312,0.9771932185518426,0.9873435033668282,0.9315944058497887,0.769483152453103,0.961465301336483,0.8950985309411428,0.8747318161860557,0.9265830790359013,0.8402645476399296,0.9846614455744256,0.7968057030066554,0.8103275969747563,0.6380328424545266,0.8030297293847752,0.7027527586906618,0.8706871811311949,0.583655504177982,0.8253737889473692
2481.27988414,0.897338983728302,0.804560984199391,0.9938394193753647,0.9659289521826365,0.8062144571603055,0.9896449431768295,0.7752449288168027,0.8080464356622564,0.948488567489505,1.0,0.9664719657852464,0.9825814881768541,0.9890211641538281,0.9395050416548865,0.7567662253971081,0.9648884277917343,0.9096153135026573,0.857284333357914,0.9165229438139868,0.8408922061263182,0.9841284086180505,0.7882116905764981,0.8455346824356753,0.647391432642991,0.798572929523205,0.7057640426152304,0.8758431037798193,0.5775901374986118,0.8227066803050838
2490.83018234,0.8796853638431931,0.7998329394991036,0.982763408740914,0.974912907289657,0.7954987441210531,0.9869038671140887,0.7740236324608406,0.81033027910614,0.9564695420932766,0.999587473543126,0.9535244098990399,0.9889766367522933,0.9952661068565517,0.93291188833135,0.7429069273858441,0.981005315242801,0.927179125719341,0.8490242117354384,0.9104973206999718,0.8346366876032244,0.983549267865589,0.7790273778350916,0.8836178830848217,0.6350119806624674,0.8185599013682316,0.7076318564370311,0.8689470228650917,0.5584275794506581,0.8326308856876417
2500.38444467,0.8732085299602144,0.8009202325743607,0.9947707964382843,0.9743662564744271,0.7844514411170418,0.9848209435945066,0.7960907163005965,0.823439149819401,0.9522326946681008,0.9861967221353409,0.9610508937236492,0.9921804464072862,0.9968199943855566,0.9388651046181236,0.7329420027570013,0.9786088518465027,0.9467479882104252,0.8523957827444965,0.9002792628069625,0.8356232557859203,0.9834686798170683,0.765322884842847,0.9192789605862122,0.595171725279897,0.8416832891784164,0.7153229300112321,0.8608675395928059,0.5513653884980895,0.8370581634026544
2509.94264572,0.8656163817323695,0.8146361242309463,0.9921339576415333,0.9618517938903147,0.7828402490057311,0.9859675187684753,0.8280550812699599,0.8324788369836719,0.9558583461911364,0.9935423883321028,0.9513365820435176,0.9912085012006686,1.0,0.9358694776892218,0.7313810573375676,0.9904798687842372,0.9574093213472917,0.861022646701382,0.8952238235442939,0.8180922982154134,0.9790976508468943,0.7676658299438114,0.93558024953543,0.5590299795263219,0.8721956964754195,0.7266779919386857,0.8410379798961798,0.5480270176195075,0.8242340718121425
2519.50476033,0.8549329333281012,0.8314483214187086,1.0,0.9430487741082298,0.7762600581399941,0.9887274760844522,0.8653583220530956,0.8389674109290248,0.9588247914881264,0.9933650076822742,0.9597705176130011,0.9872909464049172,0.9965489745400627,0.9564618052255586,0.7234490764957957,0.9907652733783531,0.9684293748247584,0.8702617299560007,0.9113929630426516,0.8093344635435997,0.9855183320942966,0.75916998062248,0.9532167464534627,0.5657834473390996,0.9160154194949217,0.7456500181596357,0.8311287453683812,0.539859751737668,0.835761648870429
2529.07076355,0.8456095308789329,0.8683456551039223,0.998274304158307,0.928876204177252,0.7683996194229955,0.9871612740937992,0.9146449879507088,0.8489152472666832,0.9714861110024131,0.9990703729368262,0.9512785815222048,0.9920429422822502,0.9959980688510657,0.9470964602276172,0.715552600384281,0.9912437348373565,0.9868565372459106,0.891643714103895,0.9212262308240278,0.8040554532626235,0.9980154448989073,0.7576159527387827,0.9704543606683516,0.6138374498958395,0.960989697043553,0.7608321022649239,0.8368879863281877,0.5404221676293883,0.8391744513517533
2538.64063068,0.8511172476805942,0.910383471142531,1.0,0.9265090531592843,0.7733285968743951,1.0,1.0,0.8570238419638571,0.9655457750741108,0.9983563433718896,0.954978462116894,1.0,0.9971702145532244,0.9551549394581117,0.7086994220534094,0.9947479749617553,1.0,0.9174432968417335,0.9399843891127777,0.8110988611140211,0.9971817523445788,0.7500809178453568,1.0,0.6623523389960165,1.0,0.7694551413116031,0.8518693052186473,0.5391321984359472,0.8374362402321115
2548.21433723,0.8776262806690521,0.9414414861004414,,0.936485103534712,0.7650799981687957,,,0.869334170591842,0.968227177159756,1.0,0.9593435327536073,,1.0,0.956024957482402,0.7085228879613967,0.9936372119776462,,0.9371294276001532,0.9307690696950491,0.8163142151758352,0.9894340878711079,0.753012374990894,,0.7045396370508241,,0.7747364718270076,0.8644162757401757,0.5334564737341416,0.8436129140017801
2557.79185893,0.9043590677317538,0.9623913486134456,,0.930872593107042,0.7645177298941915,,,0.8789590481673579,0.9624891364733088,0.9842563843337843,0.9438028263635322,,0.987467289889102,0.9536117511430535,0.7037444906373823,0.9977175064929974,,0.9646274368170193,0.93348134131467,0.8137401272825964,0.9958621593664603,0.7568945832480158,,0.7211948254545623,,0.7842156890453984,0.8643456289937179,0.5372253566261781,0.8511932133892715
2567.37317174,0.9363761329681629,0.9732721168632549,,0.9352761337969071,0.7595025672706526,,,0.8886350226771554,0.9734727106921415,0.9995946608843321,0.953380635549459,,0.9867707248608705,0.9530574231674865,0.6888537058646695,0.9965709629139327,,0.9863400784879479,0.9565163134239413,0.8175238155430005,0.9999475605467527,0.7665890027201008,,0.7286088439591935,,0.7886721579848572,0.8626490849011416,0.5376775309102544,0.8576845109769574
2576.95825182,0.9632975837671147,0.9888635057589166,,0.9414388280443898,0.7546779144507346,,,0.9030899872192515,0.9702092032207901,0.9957378273644424,0.9616986369555499,,0.9919712766884687,0.9653950320426943,0.6790221159195242,1.0,,1.0,0.9626067983778294,0.8158861493534977,1.0,0.7639535009877357,,0.7472442153812892,,0.7854481110160858,0.8533018474197853,0.531420265075886,0.8650572209347176
2586.54707556,0.9668639099178519,1.0,,0.9439406045700808,0.7501549767641196,,,0.892041546308722,0.9756745711529211,0.9830573892293931,0.9592979686481022,,0.9892383004819448,0.968442541862854,0.6748157273743309,0.9946806247165779,,,0.9839136205209995,0.8177083460666,0.9954736410011576,0.7627237365348823,,0.7861096750782662,,0.7939233970407751,0.839647592962268,0.5232627171138433,0.8656241571573059
2596.13961955,0.9775967282531894,0.9960561591023602,,0.9462776076445777,0.750021488024513,,,0.909205678868208,0.9857023113643628,1.0,0.9687396809825115,,0.9947778597856236,0.9781648364379713,0.6614612709931906,0.9997208262138608,,,1.0,0.8093133932249135,0.9882668860990664,0.7767304706239659,,0.8180378595655613,,0.7986574999846422,0.8271696040777375,0.5224226961408237,0.8849343776083307
