,CAGR01 Calcite,F1CC06B Magnesite,HS433 Halite,LAZE03 Prehnite,bkr1jb329c Siliceous-sinter,GDS26 Epidote,GDS1 Analcime,NBPP22 Clinopyroxene,LAPP47B Orthopyroxene,LAPO05 Fayalite,LASC02 Forsterite,GDS27 Hematite,NCLS04 Plagioclase,LACL14 Chlorite,LAKA04 Kaolinite,LAIL02 Illite,GDS106 Margarite,c1cy29 Vermiculite,LALZ01 Serpentine,LAMO02 Montmorillonite,NCJB26 Nontronite,LASA58 Saponite,GDS23 Talc,F1CC08B Alunite,GDS145 Bassanite,LASF41A Gypsum,LASF21A Jarosite,F1CC15 Kieserite,799F366 Mg-sulphate
2769.4160964,0.9036385159440958,0.5427893062636416,,0.6801150435426667,0.22306096278447102,,,0.9775528692079793,0.7582848627555857,0.8717314081577668,0.99004828120445,,0.99343165376484,0.3029046949953625,0.18923447210378747,0.30018578774558313,,,0.22185399961808897,0.18698093388076278,0.2781955214621021,0.30907503866718383,,0.30033771111332735,,0.2903697041327766,0.7999856776567489,0.23054383179074942,0.1945844879446947
2779.07514249,0.8914698338319383,0.5095684012096863,,0.6464904963550727,0.22354322165067647,,,0.9756847240088699,0.7695116199244717,0.8622929612109363,0.987673503828243,,0.9920931937102814,0.2799861936756852,0.238460694731431,0.3138057866574163,,,0.2335850169652855,0.21250089075304054,0.2703843878430434,0.3134460768233944,,0.2541407054445963,,0.26303939286291045,0.7456289977104622,0.2047971207180045,0.16858834502968573
2788.73748162,0.8835142568182077,0.4780977509449094,,0.6217213593084807,0.22457862577438975,,,0.9745299438891573,0.7816835269488325,0.8553924747200775,0.9856656091350252,,0.9908738457552922,0.26318877138815844,0.28292981625891156,0.34379996059862994,,,0.24530778140100035,0.2495482981574216,0.26860609106965344,0.3187871478813047,,0.22404488630475528,,0.24366719413157079,0.6974016629144149,0.18544335303316076,0.1515191238540941
2798.40309433,0.8884059147762975,0.44842366960429164,,0.605672082034646,0.22570761985695278,,,0.9731326408345704,0.7946126001128287,0.8512900138643144,0.9839509923406228,,0.9897738113035806,0.2542069208413506,0.32147821487601846,0.3841545023164005,,,0.25766408513324335,0.29664753956825674,0.27677347027481064,0.32568479863589195,,0.20251823841672104,,0.23002225275373242,0.6613034100405758,0.1721234510990421,0.14022618424297525
2808.07196129,0.8998596162302076,0.42057168825658875,,0.5924728507691809,0.22726656919504515,,,0.9709157502955785,0.8071693006375206,0.8502526174393376,0.9827973318468066,,0.9886392542961169,0.25221437837466804,0.35313861059362167,0.4304203111643646,,,0.271159504384074,0.3489384974357434,0.29818492364294996,0.33409731945917387,,0.18646609746473397,,0.2198684785671501,0.632824746060949,0.16197016924367172,0.13284160698176462
2817.74406337,0.9104465955409121,0.3980574586133461,,0.5733012604680234,0.22923891145563963,,,0.9675960550832273,0.8183291779100833,0.8511711679343682,0.9822195713726622,,0.9873561388189847,0.2558412726647222,0.3789815794922012,0.48032593444782357,,,0.2864683375054508,0.3999443497100134,0.33150780805738683,0.34311913758097035,,0.17663796220274672,,0.2120655587376571,0.6004357078454315,0.15331287463415427,0.12845472480811884
2827.41938157,0.9188058459230594,0.38387325408049616,,0.5373047298548875,0.23133427551226077,,,0.9636144641006841,0.8277765565516153,0.8531084482778445,0.9818143139998209,,0.9858071768079963,0.2635184925927586,0.4011828733229066,0.5314508850235355,,,0.30316829025234426,0.4439366073290411,0.36836603196079887,0.35200334843167885,,0.17809770438516825,,0.20539887457342118,0.5589617629389422,0.14579893082199585,0.126185459260696
2837.09789707,0.9251149830536362,0.37341084654444734,,0.4753271559330422,0.2339374382051694,,,0.9602452498973525,0.83512477300074,0.8558310793269784,0.9815090089193449,,0.9845240733765337,0.2731409747693246,0.4213703027573761,0.5809201161506857,,,0.3202855789733653,0.4794389392124836,0.3997062404062742,0.36054159789648177,,0.20637488569708445,,0.19969500138854335,0.511954093478443,0.13942286620499078,0.12524045490901778
2846.7795912,0.9296854864522524,0.363073812868703,,0.39296234438277283,0.23727692095554515,,,0.9585333678597169,0.8413586660618442,0.8586432216049037,0.9814482150906026,,0.982992048117602,0.2827288710737162,0.4401186181995135,0.6252776136704011,,,0.3373738481902565,0.5076862258436284,0.4241032403311126,0.36894655425691847,,0.2511771168207709,,0.19438161135529594,0.46870539770345976,0.13462520127436886,0.12545101942903988
2856.46444545,0.9328259674463086,0.35234627109018674,,0.32137179637485397,0.24109116079747903,,,0.9586164430664544,0.8499129530109916,0.8610315785797571,0.9816441461374128,,0.9815307951753127,0.2905557383331819,0.4581829638173361,0.6619414075714153,,,0.3542625695288242,0.5301692718352453,0.44439853941330454,0.3774795599237592,,0.3201762049257607,,0.19129030901820812,0.43220697911632344,0.13111195585436236,0.12693336273400807
2866.15244146,0.9352092598749719,0.3415497023196716,,0.28295978137403227,0.24567471557914156,,,0.9596238497980625,0.8600046106298727,0.8630878144076459,0.9819913293193245,,0.9802097028566231,0.2956384709207394,0.4760933669054426,0.6899486797149332,,,0.37119632527695606,0.5491279728016798,0.4633064090387804,0.3864209012563482,,0.4107377953978601,,0.19423930277653126,0.39789715016547533,0.12857153745118938,0.12941767819236863
2875.84356103,0.9371338062017408,0.3309510294966849,,0.2805745874340303,0.2512360608116103,,,0.9608844386671666,0.8690858921300544,0.8650633209892267,0.9825414701699706,,0.9791099884669624,0.29773787143312713,0.49328062294528247,0.7102922169819674,,,0.388081501970155,0.5661635013510943,0.48182956843634345,0.3955823038753075,,0.39929708877881526,,0.2031751225126742,0.3631146564265596,0.12703369755278673,0.13261389226255904
2885.5377861,0.938846936262711,0.32110400471748257,,0.3138387597026635,0.2577255310795139,,,0.9621834495658013,0.8768522062322467,0.8672434076231822,0.9832363468269314,,0.9782703640277073,0.2974499160184867,0.5088549075261918,0.7254529362624185,,,0.40492955088059585,0.5825059971175609,0.4995674275231963,0.40486642674160694,,0.351205376925491,,0.21409229996331613,0.3301151363702581,0.12654986270612031,0.1368293784987852
2895.23509877,0.9406372693980465,0.312289794397337,,0.37033513368011517,0.2652511032955696,,,0.9637114079909581,0.8840652918231049,0.8699404377572871,0.9839447441620669,,0.9780408035155641,0.29646879109015317,0.5222740090620868,0.737508820863232,,,0.42206567455774874,0.5987425360138485,0.5153194667091795,0.41368424695229133,,0.32117730765558056,,0.22593885033540873,0.30217421340539063,0.12725295732033695,0.141726214305784
2904.9354813,0.9425508045650393,0.30421784747161495,,0.43689894465060686,0.2736953010653262,,,0.965579789442193,0.8906627073947196,0.8730795909573505,0.9846828401037107,,0.9779294630057156,0.29699750146492077,0.531810117599563,0.7480272994309252,,,0.43945066122184256,0.6149057428408257,0.5292280576219859,0.42254380059627367,,0.3067219264749268,,0.24036305765400304,0.28085790067296995,0.12894793631475926,0.14788215523924525
2914.63891606,0.944832718677052,0.297244069050012,,0.5028647760607616,0.28285897207953736,,,0.9676459344152445,0.8965996475235303,0.8767044570529688,0.9853294169991045,,0.9780233443096569,0.30051227203250575,0.5444607188824959,0.7581256218775864,,,0.4572625174108928,0.6308102573687663,0.5424651187795874,0.43209780020098004,,0.30218313894507365,,0.2574584409215662,0.26453254958945027,0.1320944794464354,0.1557204287708363
2924.3453856,0.9475051973865822,0.29178706141380534,,0.5578410437598739,0.29344758338191373,,,0.9699594241082516,0.902153746578422,0.8809268413894447,0.9859326220486927,,0.9783018603152458,0.3078044568037871,0.5751112740867549,0.768500469794825,,,0.4759081030104657,0.6465868139183898,0.5559098155635265,0.44259925350588447,,0.3030130579065621,,0.2732766616754315,0.2520950180208304,0.1363164032955597,0.16552821511876062
2934.05487259,0.9505859747670184,0.288113709067798,,0.5938117483464389,0.3052993891933484,,,0.9722382295924061,0.907604149729599,0.8854599191045441,0.9864750632659326,,0.9785134748310071,0.3191414685634606,0.6097272913307199,0.7793889469510864,,,0.49583338655728765,0.6623754354014589,0.5695277463615123,0.4544546017179543,,0.3071967770532042,,0.28423325231650903,0.2423021110824364,0.14169392015516283,0.17661211593372958
2943.76735987,0.9538965069957941,0.2864040115405661,,0.6118834969956917,0.31840241637040434,,,0.9744623023880326,0.9129245055931287,0.8902143784141514,0.986853194419182,,0.978983805904587,0.33400501534873744,0.6385710180010792,0.7908042646913425,,,0.5168193953014558,0.6786103480098569,0.5829626136988673,0.4675558349492583,,0.31451512487214284,,0.29338452933136344,0.2358100280703142,0.14829781263360986,0.18847074090689808
2953.48283039,0.9575921228048334,0.2876064648537896,,0.6221011375888709,0.3326548464964517,,,0.9766345159841091,0.9180594951123249,0.8953340059641888,0.9871182806822949,,0.979723775806402,0.35167265656927316,0.6630927218237356,0.802914450799963,,,0.5391381044287609,0.6956060481724756,0.5968883775119215,0.4822857261656114,,0.3256377330411664,,0.3043898763099168,0.23560641032626234,0.15614873019623443,0.20245308003956952
2963.20126726,0.9618621191087857,0.29231222180672845,,0.6361391060494441,0.34863781664467475,,,0.9786367883532439,0.9229536197474295,0.9005386799824272,0.9872264194096203,,0.9806118490344277,0.3720636175878691,0.685340493138279,0.8152555804950794,,,0.5626713774373164,0.7132377335233407,0.6137347396090963,0.4991037513653098,,0.3398451116214505,,0.3213428459304533,0.24528727194021616,0.165837843319918,0.2186983846213693
2972.92265372,0.966374257650093,0.3013957033846768,,0.6553447265007324,0.3666365304192665,,,0.9804971090767709,0.9278738940452195,0.9059980839614423,0.9872691750604602,,0.981548805699494,0.39513577587187926,0.7063694082837916,0.827448381905947,,,0.5873773477560144,0.7311736980323519,0.6342135043218231,0.5181443193027252,,0.35662440839781584,,0.342429691810346,0.264257283918733,0.17701951256806941,0.2377930042880366
2982.64697313,0.9710896993677145,0.315549869760794,,0.6762146093291617,0.3863235575069603,,,0.9823047795600994,0.9329169961659924,0.9118114549502695,0.9873353581724728,,0.9825138326344759,0.42122824662124375,0.7273345108152397,0.8392583181616421,,,0.613092666392738,0.7491842836774597,0.6561337000618024,0.5398185950282329,,0.37722870879293763,,0.36548072743202265,0.28923540403303044,0.1901277732967679,0.2589497213332978
2992.37420903,0.975670070169841,0.3348978073061842,,0.699856718166484,0.40849138101156107,,,0.9839551321386966,0.9382525440135663,0.9178498607983445,0.9875175738893994,,0.9835045449703106,0.45115387653014644,0.7493683768390623,0.8504258641259069,,,0.6399286403890438,0.767249611760084,0.6783235327976147,0.5639312851973347,,0.40113939477780464,,0.3906220473002713,0.31777312073895214,0.20518313215429487,0.2828109479580408
3002.10434504,0.9801203352627789,0.35929277288437167,,0.7274420354494533,0.43312886753499075,,,0.9856237440060773,0.943880437427267,0.9242073438194112,0.9879088517549951,,0.9846497817756619,0.485078120083201,0.772470395536573,0.8612151694158034,,,0.667831159629414,0.785540604242113,0.7011212006053243,0.5905729994820127,,0.42714050538740017,,0.41847871726880187,0.3481491230628936,0.22232395737448524,0.3096948805392355
3011.83736494,0.9843401891333168,0.38810016317853474,,0.759563455162232,0.4600218110811378,,,0.9872356152310282,0.9496978929167951,0.9308737852611711,0.9885707384873632,,0.9859895310201798,0.522724893803623,0.7955653669010226,0.871893458389149,,,0.6967322859197356,0.8040699185053761,0.7253435817487471,0.6199726753656118,,0.4542723264123682,,0.45082620420293745,0.3775869079665776,0.2426046296538287,0.3406942106303245
3021.57325265,0.9882082804059721,0.4211526747695431,,0.7948229877823424,0.48951784867627546,,,0.9886600426511876,0.9557069226408987,0.9377173641567775,0.9894727101887779,,0.9873805539634929,0.5634748224085004,0.8182153376252829,0.8829083466238211,,,0.7263806716418051,0.8228271895008542,0.7515552749690256,0.6522910535201534,,0.48681923418197526,,0.48750352544073694,0.4072419681674315,0.2653254251049909,0.37631777029154384
3031.3119922,0.9916522214846548,0.4587996103303637,,0.8277518577084527,0.5235738734992553,,,0.9899522958760113,0.9616749885283541,0.9447186932796027,0.9904909559216878,,0.9887705597172369,0.6069818996121323,0.840666046168843,0.894539619875851,,,0.7569943599780785,0.8420445235153637,0.7795765941175447,0.6876261880311733,,0.5241555951069493,,0.5288390096459398,0.44006524046034745,0.29233114862533344,0.41506532848405053
3041.05356775,0.9945643032533856,0.5013376311056184,,0.8565523290689907,0.5630403173683913,,,0.9912713340270739,0.9675399235760599,0.9520562578855747,0.9916855739412135,,0.9901780003101492,0.6531912211129013,0.86310034902531,0.9067773192229274,,,0.788585552747692,0.8617738061961642,0.8087389109078936,0.7252230469174695,,0.5639550627763313,,0.5750202052339831,0.48055298289630854,0.3261252563933973,0.4591351444086698
3050.79796359,0.9968674813937036,0.5490744252972743,,0.8824345740742283,0.6071993122721948,,,0.9925754933704299,0.9732512813482784,0.9595753937218312,0.9929452481200906,,0.9917003614733014,0.7022836653700653,0.8857460385397797,0.9200106803898193,,,0.8212924070674694,0.8821270394612476,0.8384401653317508,0.7645386487074866,,0.6064416138892126,,0.6246019637670144,0.5321381324665976,0.3691144934150131,0.5107637919007522
3060.54516415,0.9985761488419119,0.6044518533942081,,0.9074756557027274,0.6587019966167527,,,0.9939053247228467,0.9786985418884764,0.9671451343058586,0.9941935634072285,,0.9934581439537992,0.7547424261701167,0.9085184181975904,0.9340840436830004,,,0.8550078824059625,0.9030515378850055,0.8686663738862889,0.8054225634499604,,0.6544678941976312,,0.6767635676864798,0.5957628350324211,0.42411554139363533,0.5697588595580878
3070.29515395,0.9998522719020909,0.670616056180184,,0.9318974384803774,0.7209877394943148,,,0.9953746373657321,0.9839694438830929,0.9749071427361584,0.9955113906901286,,0.9950515941359594,0.8109784900640274,0.9312754483433304,0.9489765097101238,,,0.8897099066469784,0.9247982702601264,0.8993780170586142,0.848155877518983,,0.7129890617466835,,0.7305414460396344,0.673273169201196,0.4974838755619802,0.6414929487960599
3080.04791767,1.0,0.7529240491728364,,0.954820221235663,0.7954465475623483,,,0.9968669951654839,0.9891649487875205,0.9830095954700766,0.9968977945346814,,0.9965604140994369,0.8708287040047313,0.9540973495253785,0.9648131058493357,,,0.9251530631570238,0.9477747904201025,0.9310100447667082,0.8933174484973301,,0.7844446385316964,,0.7907921335674519,0.7667798474582603,0.5997449093674497,0.7317713364739755
3089.80344009,1.0,0.858903750476595,,0.9769175004616356,0.8858786007388412,,,0.9984063260965228,0.9945077701608682,0.9913236681455281,0.9984370946869314,,0.9982904103600874,0.9339086972118229,0.9769054549732888,0.9818330356190248,,,0.9616953934429631,0.9727364624426504,0.9641958941184283,0.9433130110721653,,0.8771072448082692,,0.8777119982713055,0.8751072991425565,0.7513121201566677,0.8488190554701016
3099.5617061,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0
