Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
1623.47024896,0.8957009557283118,0.8238385884951015,0.9069954384704718,0.7357311758138334,0.4725858889219531,0.47583703373297054,0.8748090994336668,0.4271083569041742,0.29636736039466327,0.3585375299814783,0.6722846187297248,0.8329124362024165,0.3298522636388132,0.440440003573623,0.9318386313915397,0.6200569445491138,0.5537829933211601,0.7149752812644663,0.5230480855737468,0.6332424067846825,0.5128532897189552,0.8513963014875258,0.6620913462375261,0.7650213211184324,0.8474388498564984,0.8555270208332808,0.8710898842536939,0.4061730554847451,0.8248975196967263
1629.66154068,0.8958223504543762,0.8235423259205964,0.9069360589818889,0.7357324414580462,0.4723698974050581,0.4794585719553042,0.8755501051593987,0.4272953917477845,0.29101760809633986,0.3615911319138056,0.6765233754681346,0.8326277499489751,0.33006831218438104,0.44189280446382334,0.9311961960223369,0.6214141944495887,0.5552733592388855,0.7146301293910678,0.5236328348992046,0.6333218995872107,0.5133559451112257,0.8524399054144876,0.6626137057968938,0.7639692548965087,0.8486502072991087,0.8600786550434105,0.8721477325925334,0.4064350226955835,0.8254926086382951
1635.88523392,0.8963513462124716,0.8229380278039271,0.9065085335528161,0.735872472238661,0.47204585715806985,0.48306111056903245,0.8759180828951016,0.42761728669368565,0.2858534052052249,0.3647417344919188,0.6807187823855061,0.8325975128795441,0.33027388070468783,0.4433599726842902,0.9308310321396629,0.623139108473112,0.5565258650919803,0.7144550145358495,0.5243146889884264,0.6338072452345712,0.5139702355886121,0.853708480780401,0.663114491767217,0.7628681723866553,0.8494750923244679,0.8644215140490888,0.8730729757505097,0.40747323731850255,0.8259595124839433
1642.14159076,0.8969215298454695,0.8221250822773389,0.9058329179723474,0.7359920544394766,0.47155647354326774,0.48662817420067533,0.8758246262961332,0.42807244798409755,0.28089857731044354,0.36779410090785775,0.6845657878996887,0.8326608821325084,0.33049723128201125,0.4448220814998103,0.9307299115285194,0.6246882459176821,0.5576085877291224,0.7141605559395603,0.5250005845607498,0.634251899570385,0.5146156749627081,0.8545696671459933,0.6636754654831057,0.7615631209342252,0.8496203691845514,0.868151732116179,0.8740660272429683,0.4091107663639766,0.8262927375093675
1648.57498892,0.8969989187744869,0.8214887031155983,0.9056313994721873,0.7359737941600928,0.4709161804659611,0.49037148432967126,0.8753384496269416,0.4284428725962577,0.27607158973616364,0.3707531813412949,0.6883541994566418,0.8327357238728504,0.3307272153861116,0.44622345266508595,0.9302644251280727,0.6258499340385771,0.5588170621599082,0.7139080711091048,0.5255622848730087,0.6346037321112137,0.5150838490757925,0.8549846957768338,0.6642264441676616,0.759556564826339,0.8493395665948659,0.8709276126319635,0.874336778672903,0.41055815109455,0.8264945489804583
1655.33520858,0.8968923750676584,0.8207318896969668,0.9059018405608827,0.7358748319250668,0.47013466853497704,0.4941212612622954,0.8742879657212981,0.42855424881365817,0.27123081478763583,0.3741199263109688,0.6919612381581975,0.8327102897294674,0.3310304185764585,0.44768440585432306,0.9299902820076341,0.6267487051116407,0.5600617201089227,0.7138171975249226,0.5259786789086252,0.6351984502841446,0.5155682693892153,0.8545377469724442,0.6648034503893409,0.7569326201925428,0.84806634163274,0.8729758182004498,0.8740750135505093,0.4113690619690049,0.8264527489181133
1662.47344048,0.8965935947266325,0.8197202164363924,0.9065609243175338,0.7355112696642925,0.4691880164918137,0.49766704584435545,0.8722968602779109,0.4285351187698488,0.2662231018354056,0.3776017679020854,0.6956551123623093,0.8323700476678775,0.33130966498153125,0.4491277216769992,0.9292405649687855,0.6274702059967961,0.5610972473261812,0.7136581230046339,0.5264699492918415,0.635942071289377,0.5160756913795288,0.8537369417874311,0.6653633482994671,0.7535657497075195,0.8449709383804851,0.8740521131942045,0.873247322088133,0.4116821616926768,0.8260964273815478
1670.05561049,0.8966661633751014,0.8187498539756616,0.9071795821306203,0.7352115771096703,0.4680588916013661,0.5010695416426139,0.8693181680992844,0.42856915573396015,0.2610027993040612,0.38082571797144893,0.6995522700459779,0.8318703853787215,0.33160351729436516,0.4505212248581227,0.9278572971428811,0.6280902644160489,0.5619395381262063,0.7131734806535758,0.5269681817269923,0.6365907297617721,0.5164935423361434,0.8527533175843813,0.6655609237684363,0.749022009785809,0.8407867772846273,0.8736862366578017,0.8725406367162062,0.41179777736779294,0.8253224784781349
1678.16902352,0.8969009005364412,0.8175909518703193,0.9067769040586521,0.7351221794310124,0.466807095588461,0.5049535004612181,0.8654680099957532,0.42851241077708097,0.25530504910693674,0.3841073195016661,0.7033777675029287,0.8314945849829937,0.3321128896938296,0.4520719300942908,0.9272619789145499,0.629218415343431,0.5628870761350467,0.7125898686084526,0.5275604039065039,0.637007310973326,0.5169477602503153,0.8515557008469146,0.6659191410128906,0.7437496710183564,0.8365537219378514,0.871646068528105,0.8727111116675051,0.411672891029569,0.824284992721848
1686.55255666,0.8969976362887203,0.8163700807167381,0.9061917478853876,0.7351022510456722,0.46545688318518197,0.5101565174352704,0.8614408803609898,0.4284115116434326,0.24958931066551313,0.38735954692998553,0.7070648773398872,0.8320992350146496,0.33252512151659813,0.4537788576316157,0.926584358479163,0.630754202557205,0.5643474088157477,0.7120498636730732,0.5281688086720118,0.6371585698987718,0.5174545173710706,0.8502974691175571,0.6672164794644962,0.7380761372744659,0.8321337755010951,0.8672637915269342,0.8734425351797591,0.41143345620775834,0.8229220473198895
1694.9652068,0.8973074358383389,0.8151938378418288,0.906362279535816,0.7350386170050169,0.46394092993182295,0.5164558584023186,0.8566111289358319,0.42824208923459695,0.24430951101373533,0.3904992509302392,0.7105748564627037,0.8335246624921762,0.3328955243478653,0.4555394750958044,0.9259634216900088,0.632494044979493,0.5660516718144109,0.7114299485950971,0.5286854083640211,0.6371729211064053,0.518025217859271,0.8485255590026332,0.669356205260327,0.7319599586534274,0.8267723698968478,0.8596241028287754,0.8741214188785092,0.41121578532862424,0.8211986415981697
1703.40698655,0.8976124957247521,0.8143395095040887,0.9072988674606108,0.7349952330250267,0.46224145015136126,0.5217302723417668,0.8503582309592221,0.42798339033085625,0.23954626417727481,0.39358928647046104,0.7138330871149374,0.8345085419311247,0.33331827375221834,0.45713006550146007,0.9252648063340126,0.6343783529929654,0.5672588487279724,0.7107397798072758,0.5289862063659783,0.6370966197280725,0.5186424754017357,0.8459103965621483,0.6704754216643297,0.7247233993331857,0.8197724866168832,0.8480872651544203,0.8748646889705428,0.4111766315934751,0.8194109089999264
1711.87790799,0.8975005264711101,0.8134227027593071,0.908223119813141,0.7348537856928565,0.46029302746456174,0.5260692650348737,0.8417194416123934,0.4275928167932738,0.2349483271182347,0.396616621010463,0.7168966073650661,0.8343662296036535,0.33361553529089627,0.458217553363545,0.9242627056394924,0.6360435025576289,0.5679016999617641,0.7100095881275611,0.5290950701385855,0.6369293211488755,0.5189523653296939,0.8424468367747752,0.6698695565622805,0.714954048099361,0.8109386882557952,0.8328704580030829,0.875195768629837,0.411637371427695,0.8177957898947344
1720.37798277,0.8971865166170346,0.8124056950453772,0.9088634676211127,0.7345509992050898,0.45804703785606876,0.5308236953048175,0.830953471814621,0.4270776190671015,0.23050868358033177,0.39952403551252824,0.7195653467307727,0.8331395353909262,0.3338164886542674,0.45921341523132714,0.9230413989209838,0.6374731217024527,0.568358414335536,0.7092381708434413,0.5292792124250536,0.6363684181176071,0.5190266481716511,0.8382523522668118,0.6690977179158575,0.7013012834388044,0.8005236166447037,0.8146686636591746,0.8748301509881307,0.4130270981297163,0.8162867488205156
1728.90722205,0.8967210900977812,0.8114899190810165,0.9094326558304585,0.734109542433943,0.4555609203858753,0.5361413418200532,0.817609171865639,0.42647894248365315,0.22625637423910946,0.4021769861330638,0.7217579697635178,0.8323508311710296,0.3340223529047589,0.4603318929882636,0.9216722195242163,0.6387130925581378,0.5691718660531283,0.7079513092279323,0.5295225683435731,0.6355475451298432,0.5190016846887658,0.8333959248493398,0.6692021191628681,0.6831555387288516,0.7885319947724653,0.795274536912103,0.8739045297708404,0.4151557175494918,0.8148133086178025
1737.46563653,0.8962117878217283,0.8107372285379634,0.9100970744432894,0.7336766722795652,0.4528869741197327,0.5415350198318989,0.8008067975154801,0.42563185412817417,0.22217145813448452,0.40468025551062736,0.7238096974906286,0.8327980686804862,0.33413522886836683,0.461468437650035,0.9199588766197703,0.640065009382029,0.5701047019070936,0.7064326311742889,0.5295190264203393,0.6342311336385451,0.5189274666109199,0.827836748255814,0.6702606814943757,0.6621633926986786,0.7756022430359215,0.7771688769405917,0.8725595854970163,0.41778028388498195,0.8134344898744642
1746.04891596,0.8956087960217746,0.8101468034976803,0.910253894258812,0.7334793859612055,0.4500211573813072,0.5464139159698761,0.7799059328675201,0.4244398234274692,0.21835439847803778,0.4073285830569808,0.725869303114528,0.8327740308103405,0.3341417388969083,0.46248404994001463,0.9180600820079998,0.6413721972508365,0.5707967611802197,0.704781253442551,0.5292806141486647,0.6328757338851465,0.5188466555523747,0.8219197491022631,0.6709137424531094,0.6410663861904514,0.7630182406620974,0.7640105469046429,0.8710359050407732,0.4209234626871516,0.8122426232844926
1754.65358123,0.8947754280574045,0.809348162834312,0.9100822311402358,0.7334495371425136,0.44699326006582224,0.5505297157105944,0.7563378076486621,0.42327728970952966,0.21482600729908283,0.4098493576459288,0.7276806483434239,0.8321740327110629,0.33403714298602066,0.46332588526681023,0.9158251659959289,0.6425431785879495,0.5710406734345718,0.7031609493284122,0.5289391193385673,0.6318628842749009,0.5185864325652251,0.8158332343789703,0.6710680198515506,0.6242965559522196,0.7521849270190895,0.7587722125639221,0.8692230336736138,0.42443563011375784,0.8113005470986827
1763.27958128,0.8939918818083846,0.8082149512606418,0.9093062040834795,0.7335043791181571,0.4439404650158389,0.5543919565282464,0.7327690320689808,0.4220147031369705,0.21149235215371723,0.41204886768061566,0.7292844797666036,0.8316158709724664,0.3339260792168111,0.4640452975998776,0.9132750660762649,0.6438407701685424,0.5710780676740042,0.7017264105211749,0.5285839848324071,0.6307921908760152,0.518319916247896,0.8096605535277085,0.6704651917027054,0.6155752643281477,0.744167827805739,0.7602190787511449,0.8671960204877861,0.42799691336052775,0.8104146520980888
1771.92686491,0.8936369381022066,0.8068155200787877,0.9079464508622344,0.733496293147137,0.4410238937221689,0.5582249351535379,0.7120963702896184,0.420631023686346,0.20840168204704318,0.4140757860665849,0.7306755848984336,0.8314453651107003,0.3338549503137903,0.46482676877492973,0.9103102082239225,0.6450447481857793,0.5712527000608113,0.7003211186305056,0.5282161579678867,0.6295660891267758,0.518097619375741,0.8036156929193387,0.6692405371220455,0.6188753858133255,0.7396566658002725,0.7640654450864932,0.8652141363360436,0.4314800001450592,0.809388046005742
1780.59538078,0.8931866340293895,0.8050999981184703,0.9064438984761084,0.7334977481752237,0.438323447626694,0.5628192917850484,0.6972593822912567,0.4190864623734692,0.20546122007362574,0.41596360199876664,0.7319368208722079,0.831632895103251,0.3338455355585159,0.4656112414395536,0.9070952477975612,0.6462053321106782,0.5714605761290161,0.6989082999589965,0.5279407613548708,0.6284439536818053,0.5176169888540788,0.7977257316343218,0.6683137423386947,0.6353264020924246,0.7388072608112409,0.7693296013569332,0.8632679136908148,0.4349978491298873,0.8082303516440783
1789.28507741,0.8923953674420751,0.8032415888027343,0.9058692806472393,0.7334024388392828,0.43589174310058004,0.5676473092140474,0.6887227812997794,0.41743298839307214,0.20273469093658392,0.4178045410284765,0.7333006997163305,0.8315937314932438,0.33388569374545524,0.46650120052522454,0.9036722933198937,0.6474449338811656,0.5715223244047503,0.6973501336811251,0.52799341400691,0.6273449853434014,0.5171198511879097,0.7920382904869586,0.6674798787854449,0.6601695108355231,0.7415948541791088,0.7769382022339131,0.861004816501867,0.438507963149437,0.8069360427797505
1797.9959032,0.8914945650230918,0.8012173936866698,0.9060154704473778,0.733113160606508,0.4336374968244902,0.57047241770251,0.6845118936870794,0.4157844389180651,0.20030643325665426,0.41935238243699957,0.7346251642985452,0.8308695289137958,0.3338657508729028,0.4673206150763817,0.9007726806930058,0.6488845715433932,0.5712786292740138,0.6956950654582096,0.5281056382367917,0.6261151595840797,0.5164927142412569,0.7864932073330234,0.6651361915680504,0.6843285674757225,0.7465717100170888,0.7858279736855781,0.8578287853813775,0.4419090353374684,0.8054608017368211
1806.7210252,0.8910142301626675,0.7989733993091649,0.9059268223059727,0.7325737742991832,0.43143278327459655,0.5708431471004625,0.6860990725738252,0.41401865828335477,0.1983854798075008,0.420713624001184,0.7358079074311358,0.8297133642627621,0.33386068486181697,0.4679562041341647,0.8985042104902796,0.6501546943205693,0.5704909644279326,0.6938212080258565,0.5280449792868622,0.6247619407086715,0.5158936434074908,0.7811091523158713,0.661939393378573,0.6999545587048712,0.7521086954042724,0.7932845430823632,0.8527450216028991,0.444984652633192,0.8037691842581728
1815.45600983,0.8907729574525157,0.7964925874730943,0.9050192987861858,0.731746131784468,0.42904172965914344,0.568397497030407,0.6937090144448156,0.4121029329758645,0.1967730365805901,0.42222765369823434,0.7368713365444473,0.8285868871875264,0.33379687909671446,0.46852276057061537,0.8967197347996436,0.6514058555784474,0.5694170104344197,0.6917617073922869,0.5278411125564112,0.6232748034249033,0.5153035044238626,0.7754572784534572,0.658520073421652,0.7076301096044283,0.7559641338925159,0.7980432004178242,0.8449474690642325,0.4473719188078002,0.8017392916838305
1824.20079533,0.8902299443393009,0.7939077386189912,0.9045311151427398,0.7306809343039904,0.42615217722171933,0.565072105761476,0.7023670884552347,0.4100362022647236,0.19538608355262752,0.4237113391170238,0.7377313880700044,0.8271516103894994,0.33369441390919463,0.4687277839811539,0.8954360873361288,0.652315083826067,0.5683059305156527,0.6894401117701401,0.5276172254543463,0.6215261748706599,0.514511159380088,0.7692505660341054,0.6554032772164852,0.7103593750264898,0.7564577996935159,0.7999241263174682,0.8335591477365953,0.44843173487066085,0.7992013617458702
1832.95532041,0.8889804122177981,0.7909926464314252,0.904664509976566,0.7295988135919189,0.42238534380396536,0.5650490919705048,0.7066539534485463,0.4078283832890284,0.19400544116917032,0.4249503959974844,0.7385638826081719,0.8255891637795036,0.3336651173062411,0.4688341854288853,0.8939018081926229,0.653072697935006,0.5672424783146119,0.686182250660416,0.5274189073802359,0.6189104014720929,0.5134067155726011,0.7612428711148488,0.6536741785656206,0.7101246850554004,0.7528141504566871,0.7985867916822015,0.8168583023564009,0.44759867532055003,0.7958315660118686
1841.71952428,0.8873558059994602,0.7875089711112262,0.9042487011159391,0.7283762894133766,0.41709079372337493,0.5708753132294215,0.7037459681008577,0.4058042285779124,0.19282554214487316,0.42634438356146687,0.7396259753952236,0.8242699770622297,0.3336196153933922,0.46866517410864494,0.8921447717141863,0.6529477652133525,0.5661814416555646,0.681841717661768,0.5265630864756337,0.6148345759713234,0.5120119556461319,0.7511402330160623,0.6518942608257856,0.7076513166730622,0.744796138659533,0.7931712742864035,0.7977597323497625,0.4443055022301148,0.7911514409383716
1850.49334662,0.8859380396815052,0.7838969404629184,0.9033391955209836,0.7273160966833996,0.4092008873809776,0.5797380427288549,0.6926614837562223,0.40371923819119687,0.19210706581584783,0.42749385245475063,0.7406601368984039,0.8225100661786832,0.33360431261231394,0.4684215581638306,0.8903367904417996,0.6525405692139864,0.5652834241305192,0.6759203294594589,0.5251358997430841,0.6094751412938211,0.509783858792501,0.7364572953859707,0.6494757252736321,0.7034125092538848,0.7325294436001231,0.7828810959491538,0.788645638252287,0.438183091378707,0.7845381900142266
1859.27672761,0.8844327942712837,0.781317342475178,0.9017674782482353,0.726232446290879,0.3970405320144915,0.586929995478962,0.6721304389890005,0.4013461881613999,0.19181689870852509,0.4284243603237789,0.7414908589213501,0.8189701707813477,0.33359343648077516,0.46828864703578243,0.8882162733282849,0.6518690809619654,0.5646295929713193,0.6672896228214552,0.5236167749105811,0.6014322760543263,0.5061124833726935,0.7139864933787903,0.6460542453061858,0.6977486878945286,0.7156070326815718,0.7662894025475961,0.7931183479545837,0.42866973924323987,0.7750959114923837
1868.06353858,0.8824863088253474,0.7781729932857426,0.899783339018073,0.7244346771570583,0.37816633861016413,0.5913499587599325,0.6392368522056545,0.3988116152055305,0.19197493343751953,0.4293459427890847,0.7424270979131983,0.8124246955024477,0.33352466920615975,0.4683375664086912,0.8830395659564865,0.6500884404354542,0.563968838304372,0.6541641771345202,0.5217270780454354,0.5877568797814446,0.5001925286172989,0.6800115352514808,0.6407399157124731,0.6903371599984304,0.6924956461964747,0.74193898323561,0.8062272408938078,0.4145214968962969,0.7617328479461414
1876.84916726,0.8807365719127447,0.7713260856829391,0.8977625614096113,0.7210780861274173,0.3501700167827984,0.5949667872469248,0.5909492122021591,0.39680458943946034,0.1923916029727642,0.43024300441201574,0.743194341973318,0.8033384708679862,0.3334258005287317,0.46785316749579237,0.8745138749795162,0.6453615241293996,0.5630143263998278,0.6359913472827416,0.517899548117878,0.5642474513358611,0.4902777569426584,0.6318826158258075,0.6326770613594317,0.6799412519285966,0.6612412051612486,0.7092131395640765,0.823082961791692,0.39432986258179425,0.7430893151876968
1885.63362519,0.8806317015830444,0.7607155056050864,0.8947383283135233,0.7188029782268462,0.3138299958380234,0.5994994472580429,0.5279303588745965,0.39447125644956427,0.19305139643042823,0.43081082868316184,0.7437292734584328,0.7959949245598401,0.33337969294347314,0.46798271607649833,0.8646290789349554,0.6387703105576396,0.5620169438668376,0.6126518140222676,0.5128329908633272,0.5290630202085582,0.4740106947711169,0.5669587400777932,0.6208707635965445,0.6675726873811261,0.6201241007972056,0.6706139529626592,0.8365641261356453,0.3697446225311544,0.7180425406993612
1894.41692373,0.8809787550805774,0.74789140723641,0.8906276200667684,0.7170631457223493,0.2779402880044781,0.6056112743390516,0.4559347018061102,0.3916518923152679,0.19390905842539183,0.43123142839431483,0.7440529929827303,0.794488847711073,0.33334445242462035,0.46862137795619757,0.8553079768556939,0.6297374508970164,0.5612633732026915,0.5860985141929369,0.506706624648482,0.4858476205842208,0.4516957043586437,0.4973056566634231,0.6063039404111068,0.6545785551783218,0.5676736394799782,0.6282226550729683,0.8432238920850227,0.3428128806344753,0.6857327720406617
1903.19907409,0.8810280372984908,0.7334271646189638,0.8861355658381547,0.7144124296683012,0.2555464103238447,0.6115712166516019,0.38779484047449275,0.3888747428026272,0.19507574747048598,0.4316656428364105,0.7446890920393938,0.7949772774886994,0.33329210318545566,0.46885865148801675,0.845687569883182,0.6199563456540268,0.5600074961074152,0.5622051196452595,0.4997592421489461,0.45335500872607365,0.4324439122483934,0.44879949571820027,0.594326733713458,0.6409088805854914,0.5052819754877612,0.5832105403660911,0.8443008005860768,0.3154253389861631,0.6466088435862473
1911.98008732,0.8806590337303208,0.7185722849613223,0.882033708522151,0.712047295259244,0.2480491472695562,0.6154263636392097,0.3514447253941904,0.38627020155685876,0.19652206976893027,0.4320280918829788,0.7452537486700624,0.794674260580424,0.3333219587387067,0.4686801484040572,0.8372100029169142,0.6146583125863972,0.5588317644160804,0.5462435126274544,0.4937013339888638,0.4494427489292893,0.4271154300316876,0.4356154270423201,0.5890513246527475,0.6269787201435807,0.44428820564196936,0.5360527583321876,0.8420683452130292,0.290020018242064,0.6055644552878144
1920.75997429,0.8800847214349691,0.7050162599664442,0.878445933388093,0.7109750493774616,0.24860524418852134,0.6168354258743731,0.3614585766767427,0.38362435781165943,0.1984458739268317,0.4322181292558925,0.7456076129471222,0.793123923771559,0.33329572987733475,0.4686705551552841,0.833014711904409,0.6153758135497273,0.5575824264167603,0.5385901988585033,0.4902684070486646,0.4664711076337354,0.43329159932547634,0.4476363993283011,0.5896521041701471,0.6145454643486175,0.4084595050997188,0.4869620480414738,0.8387105915390566,0.2692553480957788,0.5709512365132459
1929.54914243,0.8795092044806742,0.6941178116586028,0.875845665912304,0.7105084116507023,0.2522905485452437,0.615731214370991,0.4007363419667038,0.38099261223964603,0.20070412356663925,0.43249561576649154,0.745967383162169,0.7920560628009446,0.33329667745608405,0.46848096155333974,0.831514912711402,0.6184603147350942,0.5561178731065667,0.5364681888901294,0.4889517878931045,0.48640365148633485,0.4433277703563813,0.46810150922069427,0.592119348636263,0.6046891796818558,0.4089804959599192,0.43821115077575074,0.8349743836117465,0.25392700423682646,0.5487053364308844
1938.35679058,0.8784557529640868,0.6860870643682411,0.8744535981265642,0.7106937414626505,0.2571322455958746,0.612172971372808,0.44587789824352164,0.37839257286806116,0.20300209368242594,0.4327324675116088,0.7461308713740487,0.7921140306382041,0.3333620963859087,0.4681821326434525,0.8318707661667042,0.6220699157128408,0.5543735482011362,0.5372079964579176,0.4886565617767455,0.5010792446258913,0.4527587380302344,0.48642334380520513,0.594092252766726,0.596847787546882,0.42961718362676843,0.39987818948249115,0.8316814880485387,0.24199015626387352,0.5397504711364363
1947.18286652,0.8770622374366366,0.6798374285140333,0.8734571448283895,0.7115688808128916,0.26265695900453534,0.6098713240612607,0.48787218705990293,0.37569557882338106,0.20552521688442335,0.4330830190001784,0.7465031144758514,0.7922888267201894,0.33342170847830765,0.4675815011488615,0.8327985862354239,0.6251746320893605,0.5526729472036164,0.5392855851331435,0.48847455751640745,0.5106978307699199,0.4605858903325821,0.5010041955391382,0.5956005874790492,0.5895737270480826,0.4529272236313876,0.384734979041127,0.8295225737603521,0.23042479616978714,0.5415949494152389
1956.02731804,0.8758458043680041,0.6747674280364192,0.8727881034549263,0.7128949272038867,0.2689323592867756,0.614267001674769,0.52666450827705,0.3728671271423589,0.20843763168731527,0.43330886913396377,0.7468433881581099,0.7929993374808194,0.3334169119604123,0.46686941990772796,0.8343162999105008,0.6281043253294729,0.5515506015653273,0.5417483147743877,0.48825735811033744,0.5177390179782563,0.46684305620095434,0.5136637764188938,0.5969133429418936,0.5826468171987473,0.4785692066514049,0.3946389377250096,0.8286682468299649,0.21901700823817044,0.5498141309503725
1964.89009294,0.8749642169587807,0.6706161902391984,0.8732189043644114,0.714272956306975,0.27595755801480276,0.6244357046766276,0.563817293572789,0.36994986603551583,0.21170593858339082,0.4336043872568409,0.7473164745653136,0.7946826789398517,0.33346116025913936,0.4663272355591392,0.8359210013354603,0.6310824052221813,0.5503258877141083,0.5446933093856391,0.4879408797015948,0.5244007389717387,0.4719090337736108,0.5269073437992868,0.5979524470684668,0.5773905623299032,0.5046738439957641,0.4178098398537357,0.8282510678501892,0.21017324544319912,0.5607537287739991
1973.77113898,0.8741465881901378,0.6673771366396047,0.8737457592946264,0.7154044831521188,0.28367157577328994,0.6344326519250917,0.5979937195924967,0.3670053433646977,0.2154025554795537,0.43392178693158173,0.7478964391949074,0.7959336064215765,0.3335266503628445,0.4657050673178929,0.837324876447164,0.6342584863486971,0.5488844443265295,0.5484701971476803,0.487642180568022,0.5316186148050449,0.47620685446110117,0.5417109180569448,0.5979291205018112,0.573974213237456,0.527002217849769,0.43953858116292555,0.8278746280566711,0.20584131480086976,0.5729576173926008
1982.67040395,0.8732869100998035,0.6652356157699609,0.875048869116234,0.7162094152357101,0.2918266438800117,0.6406774036124022,0.6280924939116543,0.3640815665334293,0.21955549755213655,0.4343090369157501,0.7486938143746854,0.7974311094698818,0.333559925358996,0.46523184959435027,0.8381949810554193,0.6372759053048611,0.5472368509366572,0.553214121237875,0.4878278707907384,0.5396853563576662,0.4801942366773183,0.5578757445079092,0.5972442990043395,0.5691622777795731,0.5481915669074445,0.4631622404709281,0.8272421129865324,0.20495904256332043,0.5858567552030982
1991.57932378,0.8723739774245033,0.6641791006092476,0.8772737166502671,0.7168273302598146,0.3001070094196536,0.6444373801949737,0.6522780960216256,0.3612522255630534,0.22399529791483921,0.43469241146970833,0.7493167150425752,0.7991722913766144,0.3336195767749949,0.4653782585992975,0.8388550905421853,0.6402615266754234,0.5460410250158547,0.5588714730469952,0.488892783791121,0.5482956758274415,0.4839116941779548,0.574753766077487,0.5956478257797563,0.5604149832717904,0.572143168313654,0.49587078064492457,0.8262543967901219,0.20548811961138724,0.5989958058135966
2000.48893957,0.8725018181676032,0.6637154083217832,0.8808657158817295,0.717512007889894,0.3081524416159575,0.6470880012001676,0.6702702852850732,0.3584336881800342,0.22872655165110387,0.435045265857165,0.7496516172600323,0.8005691516919607,0.3337469488113229,0.4661511472411955,0.8389695692822986,0.6432882187417024,0.5461117391469301,0.5651038960265686,0.49058129275365764,0.5567933542527416,0.4875501950228216,0.5918908229324426,0.5933595388634357,0.5491972215929087,0.598668253441165,0.5404144121338263,0.8247753391108863,0.20566037696656808,0.6118704806071521
2009.39924527,0.8737211528930596,0.6635671916535173,0.8852226013155495,0.7182858398530724,0.3156355078328005,0.6495287922553487,0.6833398276708404,0.3556256569311538,0.23387201488326834,0.43535302358703093,0.7501886102234653,0.8019521512689828,0.33384640340962285,0.4677059757297796,0.8384809725981991,0.6464004233105068,0.5475841231059908,0.5713128492729262,0.4924750112556802,0.5648178920138696,0.49118057980596497,0.6081368710109958,0.5925011428970057,0.5397026716149521,0.6227603203329061,0.586268250653036,0.8232162364003166,0.20383418484413357,0.6239049921634987
2018.31023493,0.8749049789481296,0.6635849884804919,0.8885735558552557,0.719056984646148,0.3223395868029581,0.6513989848816341,0.692917849639864,0.35282255965442716,0.23929908647628684,0.43565268145873914,0.7507542609314435,0.8036213045323672,0.333882380433099,0.4699029028094367,0.8377960997473629,0.64941862234139,0.5500132381196357,0.5772072132562567,0.4943825263512699,0.5720509490994683,0.4945118127679833,0.6228038848659716,0.5955249299051729,0.5338984338717896,0.6410339653810941,0.6222966831207809,0.821059549047003,0.19941252711087737,0.634768488907793
2027.22190266,0.8756066728882225,0.6639135159771266,0.8909418841005455,0.7198381074679907,0.3281544740268176,0.6529890441159723,0.6994123861351492,0.34995428083659114,0.2449147116763137,0.4358595902140251,0.7511525446398759,0.805092684236091,0.33395369587167395,0.47241759404081635,0.8363951148155728,0.6521259843418833,0.5530026512795123,0.5826813234372882,0.49613842417779525,0.5780355124204584,0.4975568229024107,0.6358142789861151,0.6007598956770988,0.5291972020808504,0.6538944889973717,0.6476328034751927,0.8179660155678291,0.19262576619577568,0.6443609122546021
2036.13424266,0.8760674844675148,0.6646554507041184,0.8934472458088348,0.7206273940760805,0.33304654976168235,0.6555875220594093,0.7033507445858261,0.347145793155939,0.250783174539472,0.43600519372187313,0.7516629340037575,0.8064591252707495,0.33407425610610825,0.47512823939113025,0.8338974558048867,0.654458160156452,0.5561117631706003,0.587884599235446,0.4979011047515708,0.582633052257962,0.5002740313707416,0.6469254469406763,0.6028960588829884,0.523030083751612,0.6619805433056386,0.6651128868933333,0.8139432685924476,0.1844624884858255,0.6528065566245811
