Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2992.37420903,0.6548888129467848,0.056012387809659336,,0.2443914152986748,0.02639735866869988,,,0.44068811567161964,0.4517303145495309,0.29227761797309965,0.7336859580956128,,0.3205257290763447,0.10540669740449618,0.3031015120783717,0.3366540177907273,,,0.12691934903405463,0.236304021363724,0.1335726730925893,0.11878032048585516,,0.04295660667866948,,0.06794460882432049,0.06207011213561102,0.012122811292524903,0.040291373193220355
3002.10434504,0.6564060956937511,0.05738124491384057,,0.24693794950140954,0.026685238976313193,,,0.4436630102729139,0.44873903110738506,0.2952003277940942,0.7278616959104287,,0.32163544556176954,0.1108685135305768,0.30386605707119263,0.33816029444411155,,,0.1292760895275674,0.2376004735790583,0.13481268480263492,0.12160124183185468,,0.04399157755113784,,0.06927940845042072,0.06416986425660533,0.012237965895481203,0.04163416801260302
3011.83736494,0.6503642716019072,0.05752491365018738,,0.25358727469881936,0.026512120566862956,,,0.44939225229014823,0.44625519772617317,0.2909538247529863,0.7245525596457452,,0.31878392015696366,0.11847860332411399,0.31396599707484985,0.3384602018748847,,,0.13141401190878316,0.24117107734264726,0.13451515321913626,0.1259453117913494,,0.044434429409482654,,0.07279058473553639,0.06612696079815968,0.012286663908373314,0.043450315464145614
3021.57325265,0.6350532831998185,0.05867140702824744,,0.2588171589726962,0.026988290134014443,,,0.4445160378687848,0.44410875413445994,0.29043757530041686,0.7228618082712112,,0.32064608627860386,0.1264170912245373,0.32169702692272173,0.3377440481966184,,,0.1362949334445911,0.24328593831323433,0.14032459110850554,0.12442017850271576,,0.04520993117311861,,0.07471682531722595,0.06869622455529867,0.012460496331532962,0.044512139090117184
3031.3119922,0.650251910328264,0.05893121955680365,,0.267867329173866,0.027074060192186406,,,0.4418666555300902,0.45056056006560663,0.2925722927262129,0.7248186450200006,,0.3168390004736022,0.13199155014728856,0.32768798068360155,0.3381233485589738,,,0.13846374919230972,0.24538812487409783,0.14133570593048628,0.12887802210740282,,0.04573998434005567,,0.07705977526466122,0.06908619429332188,0.012465387320927404,0.04606830413269453
3041.05356775,0.6468398571234235,0.059585604801640685,,0.2784559613865125,0.026814113353945974,,,0.44295560343228185,0.4552900231026722,0.2933309599220122,0.7285561914229006,,0.3171166103871683,0.1394626580371691,0.3313879658418981,0.33465425906919694,,,0.14138673688349038,0.2503207571881362,0.1392968021306116,0.13172007349086584,,0.04560492873490769,,0.0807682984205744,0.06955345325507291,0.012716853374214687,0.04857070662388269
3050.79796359,0.6402528268671285,0.06042858006793596,,0.27992998722629375,0.027173708637959357,,,0.4483353351078608,0.4522538993689861,0.291497398986581,0.7307390189304172,,0.320529898103107,0.1472448267737634,0.3343608053316104,0.33813267021532084,,,0.14458664255440254,0.2550117458632499,0.14053182360294192,0.1342350317421739,,0.045761415024309623,,0.0834520679837572,0.07136649481396928,0.01255424542108566,0.04887997134911846
3060.54516415,0.6322073375907582,0.06079899131432458,,0.2808755417282935,0.02717188895281886,,,0.44913088982248095,0.44718541935948763,0.2888660114988934,0.725466318218176,,0.3189372342034289,0.15468133173504714,0.3414050979931953,0.3435626246833163,,,0.1470243154802707,0.2553006929787443,0.14262942455483735,0.13652340000714056,,0.04629188960189075,,0.08608318532851059,0.07468936014712586,0.012590939134220321,0.05067507497106317
3070.29515395,0.6353689160714703,0.06031104309563213,,0.2847012327601937,0.02743131019310555,,,0.44926341367133826,0.4572249907119164,0.29182814131176904,0.7222781992220211,,0.32145044015926494,0.16114359906158718,0.3471613670843697,0.3450395674373355,,,0.15004638822594496,0.2577520491826977,0.14506797207871372,0.13902536634591753,,0.04600093476439379,,0.08889772347158927,0.07753369218987619,0.01274858388077053,0.052802166706351523
3080.04791767,0.6307745507396757,0.05973955995416903,,0.2882639033408816,0.027798485227286358,,,0.44633410798596024,0.45362678016264124,0.2971946822731428,0.7246586834910158,,0.31811714044905276,0.16761638643680543,0.34671580488754666,0.3421994248284194,,,0.1513813450095583,0.26207106499835026,0.14653958448102683,0.13952956269721478,,0.046169627308805236,,0.08998926856069876,0.08060163293109132,0.012914671553177699,0.05427856996229755
3089.80344009,0.6204066889438618,0.06149143429616733,,0.28786071536203717,0.027555668342684646,,,0.4524481112504477,0.45490809166632207,0.29285411139197437,0.717044091617261,,0.3226420784398663,0.17701932405561902,0.35194590307461676,0.34816147278058185,,,0.15289236665274566,0.26685608241003067,0.1470139471506901,0.1430382945805979,,0.04753164621077311,,0.09395224635997003,0.08402350942420568,0.013187173508844104,0.05684366879113902
3099.5617061,0.615200064406118,0.06021907784347135,,0.2923565488847582,0.027711417778221975,,,0.45194424880116824,0.45369556999108707,0.2875838430092314,0.7211604972736758,,0.32097909246417466,0.1857518355107146,0.3558376276902045,0.3502894120156714,,,0.15383809173451027,0.2679416491202089,0.14983946622943284,0.1450390159672817,,0.04848357986729577,,0.10162470397049773,0.08547917099164705,0.01310067055397967,0.05899399191503834
